公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率
5263 智崴,5263,5263,2021/3/31,32,其他電子,M23Z,TEJO99  其它業別,132.53,1,-0.55,-1.38,-0.74,-46.39,-44.38,-44.38,-255.73,-309327.27,-2678.38,-2678.38,-331.07,-9.42,-10.33,-9.31,-0.54
5269 祥碩,5269,5269,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,1033.52,2,7.08,3.77,3.19,8.18,6.04,6.26,0.35,-28.88,-30.9,-30.9,-31.1,-2.38,4.23,47.99,-1.16
5269 祥碩,5269,5269,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,1121.69,1,5.63,8,6.8,-4.41,-7.98,-7.19,-23.01,-52.81,-54.12,-54.12,-54.29,-5.01,-3.83,55.57,-2.49
5269 祥碩,5269,5269,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,656.36,4,4.56,-0.37,-0.32,-13.99,-27.89,-27.17,-51.54,-55.9,-55.65,-55.65,-55.83,-0.78,-5.96,67.28,-2.11
5269 祥碩,5269,5269,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,650.48,3,10.76,3.02,2.51,-25.12,-30.96,-30.08,-49.17,-27.15,-25.97,-25.97,-26.04,6.88,2.94,46.89,-1.3
5269 祥碩,5269,5269,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,1062.71,2,10.26,-4.36,-3.55,-2.17,-3.95,-4.63,-17.86,-6.55,-7.01,-7.01,-7.04,14.6,12.71,32.16,-0.19
5269 祥碩,5269,5269,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,1853.78,1,12.28,7.19,6.23,-7.35,0.86,1.26,-14.21,16.1,18.82,18.82,18.54,17.1,19.09,23.53,0.84
5269 祥碩,5269,5269,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,1734.65,4,10.29,7.24,6.55,-41.41,-37.24,-36.78,-50.7,-10.06,-3.1,-3.1,-3.11,14.3,15.47,18.52,-0.06
5269 祥碩,5269,5269,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,1591.68,3,14.55,12.07,10.35,-14.66,-10.3,-11.27,-19.2,10.11,14.37,14.37,15.27,26.22,26.41,20.4,0.83
5269 祥碩,5269,5269,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,1266.18,2,11.04,1.32,1.07,12.44,15.97,18.01,8.89,0.35,-7.29,-7.29,69.24,27.88,20.38,12.96,-0.34
5269 祥碩,5269,5269,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,1402.68,1,10.35,5.12,4.38,-0.4,-4.51,-5.04,-16.43,33.16,44.99,44.99,45.29,309.67,464.78,8.3,1.44
5272 笙科,5272,5272,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,27.75,2,-0.23,-2.34,-1.96,-54.71,-62.9,-62.9,-208.34,-131.2,-145.66,-145.66,-145.66,-1.35,3.9,,-3.31
5272 笙科,5272,5272,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,31,1,-0.28,6.17,5.22,-58.36,-62.38,-62.38,-165.39,-161.81,-160.63,-160.63,-160.63,1.53,6.13,-4.35,-3.55
5272 笙科,5272,5272,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,25.39,4,-0.18,0.14,0.11,-60.54,-57.87,-57.87,-166.51,-169.67,-152.38,-152.38,-152.38,-1.63,0.78,-5.15,-2.56
5272 笙科,5272,5272,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,26.61,3,0.09,2.53,2.07,-32.16,-36.41,-36.41,-303.81,-71.99,-70.46,-70.46,-70.46,4.72,4.82,-6.63,-1
5272 笙科,5272,5272,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,35.29,2,0.5,-0.48,-0.38,16.59,24.38,24.38,-6.3,57.5,46.75,46.75,46.75,12.25,5.88,-7.31,0.58
5272 笙科,5272,5272,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,36.06,1,0.47,1.9,1.55,37.48,66.81,66.81,2925.83,2108.64,2075.76,2075.76,2075.76,14.31,10.42,-7.75,1.94
5272 笙科,5272,5272,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,36.82,4,0.34,4.37,3.66,25.95,38.99,38.99,6052.96,831.27,890.74,890.74,890.74,16.78,18.27,-7.69,1.6
5272 笙科,5272,5272,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,37.15,3,0.3,3,2.53,25.06,64.74,64.74,143.43,596.6,596.6,596.6,596.6,14.79,16.88,-7.41,1.55
5272 笙科,5272,5272,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,29.3,2,0.34,3.98,3.34,46.34,72.04,72.04,223,213.54,213.63,213.63,213.63,7.15,9.45,-7.2,2.99
5272 笙科,5272,5272,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,40.58,1,-0.02,4.35,3.59,25.83,18.78,18.78,92.71,88.47,88.47,88.47,88.47,4.03,4.46,-6.98,0.82
5274 信驊,5274,5274,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,2850,2,6.37,7.76,4.14,-52.29,-51.96,-51.96,-69.04,-60.17,-57.34,-57.34,-60.26,-0.97,-7.77,48.97,-5.32
5274 信驊,5274,5274,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,2590.67,1,4.93,4.97,3.17,-41.87,-43.17,-43.17,-61.61,-61.05,-60.2,-60.2,-65.39,10.66,1.2,12.76,-4.45
5274 信驊,5274,5274,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,1656.65,4,12.59,11.01,8.41,28.64,25.98,25.98,24.31,14.31,13.19,13.19,15.65,30.07,26.55,15.32,1.23
5274 信驊,5274,5274,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,1750.06,3,15.83,15.74,10.63,39.1,37.52,37.52,34.36,72.05,73.8,73.8,71.84,24.57,32.02,16.46,4.33
5274 信驊,5274,5274,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,1868.04,2,14.9,17.47,10.11,55.53,55.28,55.28,69.65,92.08,86.89,86.89,98.94,30.05,26.59,-4.29,5.04
5274 信驊,5274,5274,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,2870.66,1,13.64,14.45,9.6,53.43,57.68,57.68,78.21,90.74,89.63,89.63,96.35,27.04,19.39,4.53,4.91
5274 信驊,5274,5274,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,3139.23,4,12.26,12.6,9.49,47.9,51.71,51.71,72.95,87.18,82.3,82.3,83.78,22.8,18.06,31.12,4.46
5274 信驊,5274,5274,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,2047.33,3,10.04,11.67,7.76,28.24,31.9,31.9,46.14,49.18,47.67,47.67,56.62,12.1,12.92,27.39,2.48
5274 信驊,5274,5274,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,1769.95,2,8.81,11.46,6.92,1.67,6.32,6.32,5.05,-5.62,-6.6,-6.6,-3.31,16.18,9.81,4.3,-0.44
5274 信驊,5274,5274,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,1500.95,1,7.21,9.02,6.31,2.48,4.99,4.99,4.6,10.98,13.12,13.12,2.99,7.77,12.46,-4.2,0.81
5276 達輝-KY,5276,5276,2023/6/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,16.87,,,,,,,,,,,,,,,,
5276 達輝-KY,5276,5276,2023/3/31,20,汽車組件,M15D,TEJN16  傳產- 汽車,14.85,1,-0.02,1.43,0.95,15.63,86.88,86.88,2111.48,1239.6,78.16,78.16,78.16,1.77,5.68,-20.37,0.45
5276 達輝-KY,5276,5276,2022/12/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,14.03,4,-1.1,-2.69,-1.76,7.5,4.04,4.04,2.59,-341.56,-577.57,-577.57,91.12,2.66,5.72,-3.63,-5.96
5276 達輝-KY,5276,5276,2022/9/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,13.21,3,1.75,7.11,4.58,34.9,74.13,74.13,2682.44,3104.24,2083.65,2083.65,-879.05,15.89,10.19,-16.13,8.09
5276 達輝-KY,5276,5276,2022/6/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,14.31,2,0.21,0.49,0.31,31.51,30.7,30.7,159.37,98.09,137.38,137.38,71.99,4.72,3.08,-13.74,0.69
5276 達輝-KY,5276,5276,2022/3/31,20,汽車組件,M15D,TEJN16  傳產- 汽車,12.01,1,-0.11,1.46,0.94,-1.1,-48.75,-48.75,-102.41,-103.95,-163.06,-163.06,-163.06,2.77,3.77,-5.72,-1.36
5276 達輝-KY,5276,5276,2021/12/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,14.78,4,0.23,1.46,0.96,-10.16,-10.35,-10.35,-54.07,-44.08,-51.68,-51.68,-51.56,-1.76,2.11,-19.74,-1.34
5276 達輝-KY,5276,5276,2021/9/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,14.78,3,0.08,0.44,0.29,-14.59,-39.76,-39.76,-103.12,-87.19,-72.44,-72.44,-72.55,12.35,5.47,8.69,-1.04
5276 達輝-KY,5276,5276,2021/6/30,20,汽車組件,M15D,TEJN16  傳產- 汽車,15.12,2,0.09,0.34,0.22,196.99,2564.6,2564.6,130.8,159.04,120.76,120.76,128.66,38.53,7.71,12.65,2.62
5276 達輝-KY,5276,5276,2021/3/31,20,汽車組件,M15D,TEJN16  傳產- 汽車,17.99,1,0.18,-0.29,-0.18,81.73,153.65,153.65,340.07,420.47,210.64,210.64,210.64,30.38,2.64,19.56,1.74
5278 尚凡,5278,5278,2023/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,184,2,2.68,13.44,5.37,3.98,-1.76,-1.76,-17.59,-21.84,-19.31,-19.31,-14.08,28.96,2.39,,-1.18
5278 尚凡,5278,5278,2023/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,175.22,1,3.18,15.24,6.2,3.3,17.06,17.06,67.39,52,40.2,40.2,41.28,17.27,9.97,,1.88
5278 尚凡,5278,5278,2022/12/30,36,通訊設備,M23K,TEJT15  電子- 網通,187.82,4,3.11,13.78,5.68,5.64,0.15,0.15,10.03,1.71,1.15,1.15,5.94,24.26,2.21,,0.16
5278 尚凡,5278,5278,2022/9/30,36,通訊設備,M23K,TEJT15  電子- 網通,161.57,3,2.4,13.75,6.27,1.62,0.8,0.8,-15.83,-15.07,-20.47,-20.47,-30.38,16.67,-6.7,,-1.42
5278 尚凡,5278,5278,2022/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,151.28,2,4.86,16.82,7.8,15.09,9.16,9.16,-9.15,7.09,7.67,7.67,0.24,12.32,-4.89,,0.62
5278 尚凡,5278,5278,2022/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,172.89,1,3.31,11.23,5.2,26.33,15.37,15.37,-9.96,-1.25,4.97,4.97,4.97,21.11,-3.95,,0.3
5278 尚凡,5278,5278,2021/12/30,36,通訊設備,M23K,TEJT15  電子- 網通,137.41,4,4.5,18.12,9.23,56.1,52.23,52.23,12.21,11.1,13.56,13.56,18.95,20.89,1.06,,0.95
5278 尚凡,5278,5278,2021/9/30,36,通訊設備,M23K,TEJT15  電子- 網通,109.48,3,4.39,13.62,7.55,73.98,68.58,68.58,50.7,52.75,73.38,73.38,74.41,25.37,14.45,,3.46
5278 尚凡,5278,5278,2021/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,96.9,2,4.5,16.93,9.58,66.01,69.93,69.93,50.3,47.3,48.31,48.31,46.78,6.03,13.36,,2.88
5278 尚凡,5278,5278,2021/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,102.36,1,3.13,11.38,6.47,46.43,46.48,46.48,6.82,6.65,8.38,8.38,8.99,2.41,6.53,,0.47
5281 大峽谷-KY,5281,5281,2023/6/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,16.6,2,-0.45,-4.14,-2.5,0,11.45,11.45,43.34,60.56,71.38,71.38,71.34,-3.32,-11.94,,2.39
5281 大峽谷-KY,5281,5281,2023/3/31,26,家電製品,M15C,TEJN07  傳產- 電機及家電,18.5,1,-0.2,-0.27,-0.16,-23.86,-14.89,-14.89,70.57,91.02,80.15,80.15,80.11,-7.39,-12.72,-15.39,2.12
5281 大峽谷-KY,5281,5281,2022/12/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,16.2,4,-0.3,-3.24,-1.95,-38.32,-47.81,-47.81,-150.85,-695.09,-1162.68,-1162.68,-780.67,-18.7,-12.88,-12.62,-1.13
5281 大峽谷-KY,5281,5281,2022/9/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,15.4,3,-1.06,-4.85,-3.11,-33.91,-34.08,-34.08,-30.97,-158.22,-225.46,-225.46,-247.94,-19.9,-8.93,-9.99,-2.44
5281 大峽谷-KY,5281,5281,2022/6/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,18.8,2,-1.15,-6.71,-4.37,-53.26,-68.38,-68.38,-899.41,-346.61,-449.66,-449.66,-441.13,-19.96,-9.13,-4.22,-4.01
5281 大峽谷-KY,5281,5281,2022/3/31,26,家電製品,M15C,TEJN07  傳產- 電機及家電,21.1,1,-0.91,-0.46,-0.27,-23.21,-25.26,-25.26,-61.45,-51.69,-46.24,-46.24,-54.07,-8.16,-3.9,-28.35,-0.6
5281 大峽谷-KY,5281,5281,2021/12/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,22.95,4,0.03,0.98,0.54,12.53,-3.22,-3.22,-112.45,-82.25,-90.88,-90.88,-86.52,2.17,-6.63,-31.33,-0.67
5281 大峽谷-KY,5281,5281,2021/9/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,21.45,3,-0.37,-1.62,-0.91,-8.47,-32.41,-32.41,-296.89,-143.71,-177.84,-177.84,-255.65,6.9,-3.86,-30.17,-2.42
5281 大峽谷-KY,5281,5281,2021/6/30,26,家電製品,M15C,TEJN07  傳產- 電機及家電,21.72,2,0.33,0.57,0.34,40.89,-6.71,-6.71,-85.72,-67.03,-66.43,-66.43,-65.27,-10.71,5.07,-28.77,-1.75
5281 大峽谷-KY,5281,5281,2021/3/31,26,家電製品,M15C,TEJN07  傳產- 電機及家電,24.27,1,-0.62,-3.34,-2.02,73.82,33.54,33.54,-3.69,-7.08,-62.34,-62.34,-48.74,-10.63,4.89,-4.35,-0.69
5283 禾聯碩,5283,5283,2023/6/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,108.5,2,3.38,6.02,3.76,1.96,3.67,3.67,0.15,-10.87,-10.17,-10.17,14.21,3.01,1.37,11.42,-0.11
5283 禾聯碩,5283,5283,2023/3/31,6,家電製品,M15C,TEJN07  傳產- 電機及家電,110,1,0.94,1.67,1.12,-29.54,-17.12,-17.12,-47.99,-49,-52.75,-52.75,-38.9,-1.65,2.19,4.35,-0.94
5283 禾聯碩,5283,5283,2022/12/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,102.21,4,1.51,2.57,1.83,-9.49,-8.39,-8.1,3.43,-2.75,-3.26,-3.26,7.48,-1.46,4,-3.24,-0.19
5283 禾聯碩,5283,5283,2022/9/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,99.32,3,2.95,5.03,3.36,3.46,-15.12,-15.32,-25.09,-4.4,-7.15,-7.15,-27.87,-2.2,3.91,-2.37,-0.37
5283 禾聯碩,5283,5283,2022/6/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,92.61,2,3.77,6.82,4.21,5.93,-2.68,-2.68,0.07,2.35,-0.39,-0.39,-20.36,-3.06,4.55,-2.91,0.01
5283 禾聯碩,5283,5283,2022/3/31,6,家電製品,M15C,TEJN07  傳產- 電機及家電,108.79,1,1.99,3.65,2.34,35.15,4.84,4.84,-22.42,-14.29,-8.54,-8.54,-27.37,5.97,4.92,-4.46,-0.21
5283 禾聯碩,5283,5283,2021/12/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,106.06,4,1.56,2.75,1.85,26.69,-3.01,-3.01,-24.71,-23.82,-19.57,-19.57,-20.74,8.28,5.1,-3.92,-0.42
5283 禾聯碩,5283,5283,2021/9/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,102.02,3,3.18,5.65,3.53,-11.92,-14.84,-14.85,-39.97,-38.59,-35.28,-35.28,-36.77,11.99,5.6,-3.99,-1.82
5283 禾聯碩,5283,5283,2021/6/30,6,家電製品,M15C,TEJN07  傳產- 電機及家電,106.83,2,3.78,7.17,4.28,8.39,4.88,4.73,-13.13,-2.04,-0.32,-0.32,-6.09,16.81,9.63,-3.3,0
5283 禾聯碩,5283,5283,2021/3/31,6,家電製品,M15C,TEJN07  傳產- 電機及家電,113.34,1,2.17,4.19,2.74,8.17,10.56,10.49,-3.32,1.31,-3.04,-3.04,-0.54,13.39,3.83,-7.73,-0.07
5284 jpp-KY,5284,5284,2023/6/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,140.55,,,,,,,,,,,,,,,,
5284 jpp-KY,5284,5284,2023/3/31,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,110.18,1,2.52,6.25,3.7,42.85,66.96,66.96,124.04,118.7,147.67,147.67,160.98,18.57,26.04,,2.13
5284 jpp-KY,5284,5284,2022/12/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,66.11,4,1.49,8.69,4.87,51.07,83.13,83.13,328.81,249.87,1338.29,1338.29,692.02,22.16,25.79,20.3,1.88
5284 jpp-KY,5284,5284,2022/9/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,48.14,3,1.69,4.39,2.29,52.01,72.69,72.69,149.02,139.73,122.09,122.09,182.04,15.29,12.82,,1.29
5284 jpp-KY,5284,5284,2022/6/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,40.12,2,1.21,0.52,0.28,20.91,24.53,24.53,55.79,74.48,61.38,61.38,15.6,7.8,-1.24,-2.89,0.64
5284 jpp-KY,5284,5284,2022/3/31,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,41.1,1,1.12,5.82,3.3,7.79,6.53,6.53,0.2,-7.25,-8.99,-8.99,-13.88,-2.66,-3.77,,-0.26
5284 jpp-KY,5284,5284,2021/12/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,41.52,4,0.14,2.02,1.12,2.66,3.35,3.35,-42.73,-22.06,-82.76,-82.76,-70.99,-9.75,-10.33,-15.58,-0.66
5284 jpp-KY,5284,5284,2021/9/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,39.56,3,0.83,-3.73,-2.05,22.08,30.16,30.16,1253.26,205.82,210.63,210.63,264.81,-2.14,-7.96,,0.69
5284 jpp-KY,5284,5284,2021/6/30,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,40.63,2,0.79,-2.72,-1.53,0.39,-1.69,-1.69,-11.13,59.87,52.2,52.2,78.08,0.2,-7.21,-0.71,0.36
5284 jpp-KY,5284,5284,2021/3/31,20,電子零組件,M23D,TEJT14  電子- 電子零組件其他,37,1,1.25,-1.24,-0.71,6.87,23.83,23.83,165.17,10.61,-7.1,-7.1,2.63,4.49,1.23,,-0.12
5285 界霖,5285,5285,2023/6/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,72.44,2,0.93,0.5,0.26,-25.28,-41.9,-41.9,-67.17,-51.82,-44.98,-44.98,-44.97,-15.81,-6.24,-5.75,-1.45
5285 界霖,5285,5285,2023/3/31,24,半導體,M23G,TEJT16  電子- 晶圓製造,84.65,1,0.14,0.39,0.21,-19.9,-35.98,-35.98,-70.09,-75.69,-87.27,-87.27,-88.42,-5.97,-2.4,-3.63,-1.76
5285 界霖,5285,5285,2022/12/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,57.45,4,0.26,0.77,0.43,-14.81,-38.6,-38.6,-57.69,-74.02,-73.92,-73.92,-73.94,-1.33,1.27,-0.76,-1.23
5285 界霖,5285,5285,2022/9/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,61.84,3,1.02,4.04,2.05,-0.63,-12.42,-12.42,-33.73,-5.66,-5.71,-5.71,-2.39,5.24,4.16,-0.84,-0.09
5285 界霖,5285,5285,2022/6/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,82.76,2,1.69,4.51,2.21,2.66,-4.88,-4.88,-14.83,18.34,18.24,18.24,19.46,10.77,27.72,-0.49,0.45
5285 界霖,5285,5285,2022/3/31,24,半導體,M23G,TEJT16  電子- 晶圓製造,94.16,1,1.12,5.73,3,10.32,-3.5,-3.5,-13.33,-2.06,1.72,1.72,4.65,2.8,29.04,1.07,0.02
5285 界霖,5285,5285,2021/12/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,97.79,4,1.03,2.42,1.32,27.33,31.32,31.32,15.09,49.95,51.71,51.71,68.1,4.09,30.86,1.2,0.62
5285 界霖,5285,5285,2021/9/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,85.74,3,1.15,3.9,1.87,62.17,67.01,67.01,144.83,418.2,448.43,448.43,478.23,5.83,31.8,3.92,1.65
5285 界霖,5285,5285,2021/6/30,24,半導體,M23G,TEJT16  電子- 晶圓製造,85.28,2,1.55,5.54,2.26,48.3,121.28,121.28,385.22,459.25,400.89,400.89,533.25,9.93,5.27,3.55,2.17
5285 界霖,5285,5285,2021/3/31,24,半導體,M23G,TEJT16  電子- 晶圓製造,69.05,1,1.2,3.67,1.53,49.79,136.65,136.65,1525.12,671.8,718.15,718.15,465.96,6.05,-0.09,0.71,1.87
5287 數字,5287,5287,2023/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,203,2,3.73,8.5,4.71,10.96,8.46,8.46,11.28,12,11.06,11.06,9.47,9.84,8.91,35.48,0.57
5287 數字,5287,5287,2023/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,197.67,1,3.27,8.48,4.68,10.61,6.21,6.21,8.39,8.88,10.47,10.47,8.7,0.19,14.41,36.7,0.51
5287 數字,5287,5287,2022/12/30,36,通訊設備,M23K,TEJT15  電子- 網通,185.93,4,3.31,6.19,3.46,9.37,4.87,4.87,-4.39,-4.53,-2.4,-2.4,-2.34,-0.69,-4.96,-0.37,-0.11
5287 數字,5287,5287,2022/9/30,36,通訊設備,M23K,TEJT15  電子- 網通,175.1,3,3.41,11.2,6.31,20.44,15.15,15.15,20.82,21.61,20.62,20.62,21.6,-6.23,-1.39,3.01,0.94
5287 數字,5287,5287,2022/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,185.12,2,3.41,13.29,6.93,21.97,17.16,17.16,6.77,7.32,10.89,10.89,13.43,-6.59,-16.07,1.26,0.49
5287 數字,5287,5287,2022/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,204.78,1,3,9.74,5.17,14.18,11.98,11.98,7.29,6.8,3.69,3.69,3.22,11.89,-20.77,6.28,0.16
5287 數字,5287,5287,2021/12/30,36,通訊設備,M23K,TEJT15  電子- 網通,204.1,4,3.39,9.7,5.41,17.83,14.56,14.56,29.83,29.08,23.98,23.98,23.93,13.02,8.19,-6.84,0.94
5287 數字,5287,5287,2021/9/30,36,通訊設備,M23K,TEJT15  電子- 網通,182.28,3,3.32,6.84,3.98,5.05,-3.81,-3.81,-15.81,-15.03,-15.71,-15.71,-15.57,32.23,7.09,-8.84,-0.78
5287 數字,5287,5287,2021/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,169.57,2,3.62,7.15,4.66,4.89,-1.76,-1.76,-9.23,-9.37,-10.39,-10.39,-11.01,7.7,44.5,-10.19,-0.54
5287 數字,5287,5287,2021/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,175.42,1,3.43,8.16,5.24,9.68,4.83,4.83,-5.63,-5.86,-4.23,-4.23,-2.54,7.02,6.69,-2.89,-0.19
5288 豐祥-KY,5288,5288,2023/6/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,179.73,2,3.35,6.88,3.93,-4.61,-3.85,-3.85,-3.59,13.89,12.17,12.17,10.11,-5.37,19.11,,0.47
5288 豐祥-KY,5288,5288,2023/3/31,5,汽車組件,M15D,TEJN16  傳產- 汽車,173,1,3.57,4.5,2.51,2.43,26.3,26.22,37.29,35.38,35.09,35.09,37.93,12.97,24.19,1.17,1.03
5288 豐祥-KY,5288,5288,2022/12/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,157.62,4,4.59,2.33,1.31,45.36,77.04,77.06,112.19,124.97,125.86,125.86,125.77,16.32,33.13,9.87,2.53
5288 豐祥-KY,5288,5288,2022/9/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,167.23,3,4.01,13.32,6.87,51.46,90.88,90.89,134.12,125.4,123.11,123.11,122.28,26.21,34.12,27.81,2.26
5288 豐祥-KY,5288,5288,2022/6/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,155.27,2,3.02,10.54,5.11,28.73,24.25,24.24,28.24,4.12,1.04,1.04,0.92,30.67,21.95,43.46,0.44
5288 豐祥-KY,5288,5288,2022/3/31,5,汽車組件,M15D,TEJN16  傳產- 汽車,143.11,1,2.68,9.81,4.87,36.04,9.81,10.01,6.92,0.16,-1.44,-1.44,-1.81,24.53,13.58,70.16,0.23
5288 豐祥-KY,5288,5288,2021/12/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,141.71,4,2.08,3.36,1.72,19.9,-19.18,-19.18,-38.71,-52.76,-42.8,-42.8,-42.75,25.51,8.75,55.29,-1.54
5288 豐祥-KY,5288,5288,2021/9/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,124.4,3,1.8,3.82,1.97,5.37,-19.58,-19.59,-33.52,-32.53,-29.22,-29.22,-28.96,31.21,11.07,55.22,-0.8
5288 豐祥-KY,5288,5288,2021/6/30,5,汽車組件,M15D,TEJN16  傳產- 汽車,152.42,2,2.97,3.74,1.97,86.75,296.94,296.86,1397.62,1253.31,1575.66,1575.66,1337.11,28.49,10.92,25.68,3.28
5288 豐祥-KY,5288,5288,2021/3/31,5,汽車組件,M15D,TEJN16  傳產- 汽車,127.4,1,2.69,5.36,2.99,4.33,22.82,22.68,27.32,23.41,24.87,24.87,24.87,14.49,3.99,-0.34,0.66
5289 宜鼎,5289,5289,2023/6/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,301.07,2,2.66,3.3,2.48,-32.65,-32.87,-32.87,-55.97,-53.7,-58.17,-58.17,-57.85,4.14,6.66,46.92,-3.38
5289 宜鼎,5289,5289,2023/3/31,25,半導體,M23G,TEJT16  電子- 晶圓製造,291.78,1,4.02,4.78,3.75,-12.72,10.81,10.81,5.82,-9.63,-10.38,-10.38,-10.38,6.67,14.63,19.43,-0.38
5289 宜鼎,5289,5289,2022/12/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,172.37,4,4.47,5.6,4.37,-4.6,27.05,27.05,32.14,12.18,31.77,31.77,31.76,12.99,18,33.03,1.21
5289 宜鼎,5289,5289,2022/9/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,150.07,3,6.28,8.78,6.47,-13.9,-6.2,-6.2,-16.54,2.93,2.32,2.32,2.31,11.49,17.16,51.43,0.24
5289 宜鼎,5289,5289,2022/6/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,137.09,2,6.41,8.66,6.18,-0.64,6.68,6.68,-2.43,11.91,13.32,13.32,13.1,19.18,7.1,46.56,0.81
