公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率
5289 宜鼎,5289,5289,2022/3/31,25,半導體,M23G,TEJT16  電子- 晶圓製造,181.38,1,4.64,6.27,4.64,33.5,33.42,33.42,32.75,48.16,49.23,49.23,49.48,29.64,24.86,42.79,1.64
5289 宜鼎,5289,5289,2021/12/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,172.1,4,3.52,5.01,3.73,52.13,47.62,47.62,48.34,64.79,65.24,65.24,65.24,32.38,24.02,17.18,1.58
5289 宜鼎,5289,5289,2021/9/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,153.54,3,6.46,9.44,7.15,82.76,97.79,97.79,152.97,173.95,177.15,177.15,176.94,31.76,22.46,-1.92,4.61
5289 宜鼎,5289,5289,2021/6/30,25,半導體,M23G,TEJT16  電子- 晶圓製造,156.3,2,5.79,8.77,6.72,50.52,59.9,59.9,87.59,100.33,94.73,94.73,95.95,22.55,27.95,-4.77,3.5
5289 宜鼎,5289,5289,2021/3/31,25,半導體,M23G,TEJT16  電子- 晶圓製造,139.48,1,3.17,5.12,3.99,-4.56,-11.97,-11.97,-16.45,-17.74,-17.89,-17.89,-18.03,9.99,8.6,-1.28,-0.91
5291 邑昇,5291,5291,2023/6/30,28,主機板,M23B,TEJT03  電子- PCB,31.06,2,0.18,0.67,0.45,-48.5,-58.33,-58.33,-89.09,-84.09,-87.69,-87.69,-87.68,-14.28,-2.31,,-3.5
5291 邑昇,5291,5291,2023/3/31,28,主機板,M23B,TEJT03  電子- PCB,32.58,1,0.28,1.13,0.76,-30.51,-33.51,-33.51,-65.31,-74.74,-74.74,-74.74,-74.66,-9.06,6.52,-11.82,-2.2
5291 邑昇,5291,5291,2022/12/30,28,主機板,M23B,TEJT03  電子- PCB,29.22,4,0.43,1.79,1.19,-14.93,-16.5,-16.5,-31.38,-49.14,-53.78,-53.78,-50.88,-4.44,13.09,-7.61,-1.21
5291 邑昇,5291,5291,2022/9/30,28,主機板,M23B,TEJT03  電子- PCB,31.98,3,1.37,5.01,3.1,-1.05,11.83,11.83,6.36,22.1,25.38,25.38,23.29,0.04,15.61,-2.85,0.73
5291 邑昇,5291,5291,2022/6/30,28,主機板,M23B,TEJT03  電子- PCB,31.95,2,1.49,6.06,3.51,-2.83,2.52,2.52,0.46,22.19,16.23,16.23,17.46,7.84,10.4,3.72,0.63
5291 邑昇,5291,5291,2022/3/31,28,主機板,M23B,TEJT03  電子- PCB,34.61,1,1.15,5.03,2.88,19.25,19.02,19.02,14.27,46.84,47.89,47.89,45.64,13.92,7.48,7.51,1.04
5291 邑昇,5291,5291,2021/12/30,28,主機板,M23B,TEJT03  電子- PCB,32.04,4,0.95,3.97,2.26,15.68,27.73,27.73,23.04,72.17,98.19,98.19,78.39,13.24,17.19,3.6,1.21
5291 邑昇,5291,5291,2021/9/30,28,主機板,M23B,TEJT03  電子- PCB,29.6,3,1.14,4.97,2.83,28.59,62.32,62.32,128.96,238.3,226.43,226.43,221.81,23.44,13.92,-1.45,2.08
5291 邑昇,5291,5291,2021/6/30,28,主機板,M23B,TEJT03  電子- PCB,36.54,2,1.29,5.61,3.3,57.81,112.58,112.58,295.03,101.85,99.98,99.98,536.06,15.56,15.23,-1.7,1.82
5291 邑昇,5291,5291,2021/3/31,28,主機板,M23B,TEJT03  電子- PCB,21.5,1,0.8,3.67,2.12,20.95,55.23,55.23,204.36,216.3,134.96,134.96,98.27,7.41,4.56,-4.7,1.28
5299 杰力,5299,5299,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,121.97,2,2.1,3.58,2.49,-37.76,-51.39,-51.39,-57.48,-41.64,-39.95,-39.95,-41.71,35.21,88.73,25.41,-1.66
5299 杰力,5299,5299,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,122.9,1,1.24,2.66,1.81,-48.79,-64.42,-64.42,-76.31,-70.26,-68.1,-68.1,-75.58,48.46,104.73,23.02,-4.89
5299 杰力,5299,5299,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,103.28,4,1.27,2.57,1.63,-48.17,-55.57,-55.57,-56.79,-66.51,-70.32,-70.32,-69.82,7.78,9.93,26.12,-3.74
5299 杰力,5299,5299,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,94.86,3,4.12,8.78,4.84,-37.3,-43.15,-43.15,-48.5,-25.56,-24.03,-24.03,-21.8,27.59,19.41,-5.49,-1.46
5299 杰力,5299,5299,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,122.32,2,4.97,11.71,5.87,7.17,2.36,2.36,-4.29,9.06,5.74,5.74,10.42,45.72,26.1,4.8,0.35
5299 杰力,5299,5299,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,164.53,1,5.53,12.89,7.35,27,54.07,54.07,59.69,77.82,77.89,77.89,94.27,48.67,29.22,4.62,3.39
5299 杰力,5299,5299,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,167.98,4,4.32,9.83,6.38,29.51,57.05,57.05,33.59,61.91,63.08,63.08,43.95,43.33,34.07,1.83,2.61
5299 杰力,5299,5299,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,149.03,3,5.49,14.14,8.7,46.96,107.73,107.73,123.09,141.13,136.04,136.04,138.71,40.88,31.86,0.92,5.05
5299 杰力,5299,5299,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,138.74,2,4.75,14.11,8.15,31.43,76.03,76.03,85.53,90.81,93.85,93.85,102.56,28.7,23.56,-8.57,4.24
5299 杰力,5299,5299,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,142.51,1,3.14,9.52,6.02,65.6,72.36,72.36,98.29,78.37,76.8,76.8,76.8,30.52,17.18,-7.87,2.77
5301 寶得利,5301,5301,2023/6/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,18.55,2,-0.17,-2.87,-2.25,418.5,1729.84,1729.84,-5.47,12,12,12,-6.66,29.62,43.2,,0.43
5301 寶得利,5301,5301,2023/3/31,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,12.8,1,-0.14,-2.36,-1.87,100.28,90.81,90.81,9.43,-33.06,-33.06,-33.06,-35.83,28.43,38.92,199.62,-0.25
5301 寶得利,5301,5301,2022/12/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,11.2,4,-0.13,-2.49,-1.87,-32.24,-100.41,-100.41,43.19,90,90,90,45.29,23.56,29.86,-74.26,16.31
5301 寶得利,5301,5301,2022/9/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,9.42,3,-0.16,-3.17,-2.23,-15.1,-162.55,-162.55,50.34,-207.54,-242.99,-242.99,41.51,-15.65,-27.43,-90.01,-3.62
5301 寶得利,5301,5301,2022/6/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,11.8,2,-0.26,-5.16,-3.71,-5.58,-257.22,-257.22,34.39,46.1,46.1,46.1,31.45,-47.21,-23.95,-87.38,2.48
5301 寶得利,5301,5301,2022/3/31,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,14.4,1,-0.12,-3.09,-2.29,-33.02,-45.78,-45.78,54.64,72.29,72.29,72.29,71.48,-47.53,-25.42,-85.66,3.8
5301 寶得利,5301,5301,2021/12/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,8.51,4,-1.24,-21.26,-16.63,-55.04,141.76,141.76,29.71,-266.87,-266.87,-266.87,22.43,-48.24,-27.57,-85.71,-12.09
5301 寶得利,5301,5301,2021/9/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,9.08,3,0.1,1.38,0.85,-18.15,-66.27,-66.27,25.14,128.07,121.11,121.11,50,-42,-5.93,-25.97,3.35
5301 寶得利,5301,5301,2021/6/30,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,10.1,2,-0.48,-7.1,-3.57,2.66,102.02,102.02,37.63,42.4,42.4,42.4,48.7,-8.19,-12.91,-26.08,2.3
5301 寶得利,5301,5301,2021/3/31,16,貿易業,M29B,TEJN21  傳產- 百貨貿易,10.35,1,-0.47,-6.32,-3.32,-60.13,-79.36,-79.36,71.7,69.97,69.97,69.97,70.78,-7.65,-13.41,-24.93,8.44
5302 太欣,5302,5302,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,11.1,2,-0.09,-1.07,-0.81,58.47,283.88,283.88,2.92,-2.3,-2.27,-2.27,-2.27,-0.43,-3.55,,0.01
5302 太欣,5302,5302,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,9.24,1,-0.08,-0.95,-0.72,-7.6,366.67,366.67,10.17,-3.45,-3.5,-3.5,-3.5,-0.66,-3.49,3.34,0.01
5302 太欣,5302,5302,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,8.32,4,-0.08,-0.68,-0.53,-27.17,45.25,45.25,12.14,6.26,6.66,6.66,6.66,-0.97,-3.42,-3.06,0.08
5302 太欣,5302,5302,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,8.33,3,-0.08,-0.92,-0.71,-50.91,-123.53,-123.53,-24.13,-14.32,-14.6,-14.6,-14.6,-0.88,-3.71,-3.04,-0.07
5302 太欣,5302,5302,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,9.52,2,-0.08,-1,-0.78,-65.35,-89.51,-89.51,-24.97,-33.74,-34.2,-34.2,-34.2,-1.05,-3.58,-3.03,-0.18
5302 太欣,5302,5302,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,12.45,1,-0.07,-0.88,-0.69,-78.52,-93.1,-93.1,-41.48,-47.05,-47,-47,-47,-1.09,-3.31,-2.97,-0.21
5302 太欣,5302,5302,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,13.05,4,-0.09,-0.99,-0.78,-53.53,-51.63,-51.63,-0.01,25.12,25.24,25.24,25.24,-0.78,-3.02,-2.95,0.28
5302 太欣,5302,5302,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,13,3,-0.07,-0.78,-0.62,-39.55,-25.84,-25.84,4.55,-0.88,-1.06,-1.06,-1.06,-1.07,-3.26,-2.93,0
5302 太欣,5302,5302,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,14.3,2,-0.06,-0.72,-0.57,111.89,404.17,404.17,31.45,35.35,35.42,35.42,35.42,-0.39,-3.23,-2.64,0.32
5302 太欣,5302,5302,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,13.05,1,-0.06,-0.58,-0.47,73.76,147.97,147.97,30.17,40.99,41,41,41,-0.67,-3.57,-53.08,0.32
5306 桂盟,5306,5306,2023/6/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,151,2,1.74,0.95,0.58,-34.73,-47.29,-47.29,-55.97,-52.67,-57.8,-57.8,-58.65,-1.26,3.92,-3.74,-2.41
5306 桂盟,5306,5306,2023/3/31,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,140.78,1,1.94,3.84,2.33,-31.25,-38.06,-38.06,-50.72,-49.03,-50.93,-50.93,-50.93,3.05,6.96,1.81,-2.02
5306 桂盟,5306,5306,2022/12/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,135.75,4,2.35,2.85,1.69,-32.37,-29.68,-29.68,-43.65,-41.36,-42.83,-42.83,-42.3,8.81,14.99,6.23,-1.68
5306 桂盟,5306,5306,2022/9/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,133.63,3,4.81,9.52,5.61,2.29,5.11,5.11,8.48,16.77,19.45,19.45,19.68,16.06,21.05,13.84,0.84
5306 桂盟,5306,5306,2022/6/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,153.75,2,4.13,5.87,3.45,-5.66,0.92,0.92,-0.41,5.09,9.05,9.05,11.4,9.03,13.05,17.37,0.42
5306 桂盟,5306,5306,2022/3/31,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,174.65,1,3.96,11.48,6.65,5.8,4.19,4.19,1.49,0.05,-1.14,-1.14,-1.14,10.19,2.92,14.57,-0.05
5306 桂盟,5306,5306,2021/12/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,181.29,4,4.11,8.65,4.91,12.01,12.51,12.51,14.13,12.91,15.66,15.66,15.27,7.28,2.17,9.05,0.6
5306 桂盟,5306,5306,2021/9/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,183.96,3,4.03,7.84,4.44,2.9,4.96,4.96,1.52,7.32,8.93,8.93,9.33,7.21,9.56,8.53,0.36
5306 桂盟,5306,5306,2021/6/30,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,203.22,2,3.79,6.25,3.74,45.45,32.29,32.29,29.47,28.53,24.67,24.67,24.18,10.94,23.06,5.35,0.83
5306 桂盟,5306,5306,2021/3/31,37,自行車組件,M15E,TEJN23  傳產- 運動休閒,182.77,1,4,6.58,4.05,66.26,88.24,88.24,136.96,124.01,132.1,132.1,132.1,9.97,26.1,3.55,2.63
5309 系統電,5309,5309,2023/6/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,41.7,2,0.36,2.14,1.36,-11.84,-6.17,-6.17,-57.11,-26.29,-26.48,-26.48,-26.95,30.51,84.87,1.77,-0.39
5309 系統電,5309,5309,2023/3/31,28,汽車組件,M15D,TEJN16  傳產- 汽車,46.35,1,0.45,4.12,2.4,16.69,25.89,25.89,16.63,3.81,4.11,4.11,2.55,49.02,92.33,11.09,0.31
5309 系統電,5309,5309,2022/12/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,38.3,4,0.45,3.47,1.78,32.36,37.54,37.54,98.6,67.38,59.17,59.17,62.76,23,61.08,8.77,1.05
5309 系統電,5309,5309,2022/9/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,38.1,3,0.69,7.62,3.59,31.15,59.37,59.37,144.29,205.52,217.54,217.54,219.08,19.86,35.3,10.51,2.63
5309 系統電,5309,5309,2022/6/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,41.7,2,0.55,5.84,2.74,41.4,88.04,88.04,791.28,1181.94,1184.17,1184.17,1203.46,20.62,28.19,6.94,3.01
5309 系統電,5309,5309,2022/3/31,28,汽車組件,M15D,TEJN16  傳產- 汽車,42.7,1,0.48,7.04,3.13,54.84,97.41,97.41,8751.39,594.8,656.04,656.04,618.53,19.13,19.44,0.8,2.27
5309 系統電,5309,5309,2021/12/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,39.95,4,0.29,4.44,1.86,70.48,111.22,111.22,532.05,377.98,392.33,392.33,382.21,33.15,13.08,-0.11,2.36
5309 系統電,5309,5309,2021/9/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,33.2,3,0.22,3.23,1.39,86.2,60.78,60.78,1789.93,617.83,598.23,598.23,546.29,66.68,9.13,0.67,1.75
5309 系統電,5309,5309,2021/6/30,28,汽車組件,M15D,TEJN16  傳產- 汽車,35.8,2,0.04,0.36,0.16,118.77,104.64,104.64,118.94,118.32,118.33,118.33,117.74,60.94,7.84,1.08,1.96
5309 系統電,5309,5309,2021/3/31,28,汽車組件,M15D,TEJN16  傳產- 汽車,38.2,1,0.06,0.78,0.38,72.35,67.04,67.04,101.64,125.6,123.45,123.45,123.93,43.79,3.63,2.84,2.44
5310 天剛,5310,5310,2023/6/30,30,軟體服務,M23X,TEJT22  電子- 軟體,28.6,2,0.19,2.73,2.19,133.24,-933.7,-933.7,-117.25,115.14,115.14,115.14,1186.15,19.36,30.62,,18.41
5310 天剛,5310,5310,2023/3/31,30,軟體服務,M23X,TEJT22  電子- 軟體,24.25,1,1.03,16.17,12.23,-80.16,118.55,118.55,-3.89,512.68,512.68,512.68,-4.2,-6.31,3.23,-25.47,15.4
5310 天剛,5310,5310,2022/12/30,30,軟體服務,M23X,TEJT22  電子- 軟體,27.85,4,-0.39,-6.51,-4.78,-92.17,-100,-100,-297.18,-437.4,-2064.48,-2064.48,-242.3,-12.88,-15.38,-17.97,-5.32
5310 天剛,5310,5310,2022/9/30,30,軟體服務,M23X,TEJT22  電子- 軟體,27.5,3,0.83,14.26,10.63,-55.06,105.17,105.17,41.81,329.03,329.03,329.03,55.16,-15.32,-9.43,-47.98,16.1
5310 天剛,5310,5310,2022/6/30,30,軟體服務,M23X,TEJT22  電子- 軟體,26.6,2,-1.26,-20.72,-15.1,-34.58,183.01,183.01,-14.51,-99.68,-99.68,-99.68,19.72,-30.8,-25.39,-40,-6.71
5310 天剛,5310,5310,2022/3/31,30,軟體服務,M23X,TEJT22  電子- 軟體,29.95,1,-0.25,-3.68,-2.68,141.11,34.71,34.71,-65.53,-46.4,-46.4,-46.4,-65.45,-4.93,50.02,-47.11,-0.62
5310 天剛,5310,5310,2021/12/30,30,軟體服務,M23X,TEJT22  電子- 軟體,35,4,0.02,0.29,0.21,223.46,228.76,228.76,253.86,106.11,100.95,100.95,116.73,13.87,139,-49.57,21.78
5310 天剛,5310,5310,2021/9/30,30,軟體服務,M23X,TEJT22  電子- 軟體,28.35,3,-0.17,-5.11,-3.54,-80.91,-254.02,-254.02,-113.66,-70.31,-70.31,-70.31,-222.91,-4,38.1,-42.61,-1.49
5310 天剛,5310,5310,2021/6/30,30,軟體服務,M23X,TEJT22  電子- 軟體,29.01,2,-0.3,-10.72,-6.17,-89.39,-95.07,-95.07,76.29,30.02,30.02,30.02,76.17,-12.64,39.41,-65.05,1.61
5310 天剛,5310,5310,2021/3/31,30,軟體服務,M23X,TEJT22  電子- 軟體,33.18,1,-0.1,-4.65,-1.9,-94.4,-118.71,-118.71,85.02,85.3,85.34,85.34,85.16,-30.06,-27.18,-77.29,10.86
5312 寶島科,5312,5312,2023/6/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,82.12,2,1.37,4.31,1.82,29.29,28.94,28.94,1116.17,525.26,537.47,537.47,758.07,11.11,3.15,-2.32,1.63
5312 寶島科,5312,5312,2023/3/31,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,61.37,1,1.96,8.18,3.45,18.56,21.01,21.01,140.61,72.31,85.25,85.25,73.86,8.49,-0.37,-1.5,0.96
5312 寶島科,5312,5312,2022/12/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,55.19,4,0.53,2.04,0.83,-0.97,-1.6,-1.6,-38.58,-78.4,-73.21,-73.21,-78.55,10.81,-1.89,-2.37,-1.21
5312 寶島科,5312,5312,2022/9/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,55.95,3,1.56,2.12,0.9,35.77,41,41,648.6,45.4,29.04,29.04,48.05,11.51,2,2.02,0.51
5312 寶島科,5312,5312,2022/6/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,55.8,2,-0.31,-3.08,-1.41,20.59,26.02,26.02,109.31,-204.13,-200.42,-200.42,-184.99,3.84,-3.09,1.84,-0.52
5312 寶島科,5312,5312,2022/3/31,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,55.71,1,1.06,6.71,3.14,4.45,4.56,4.56,18.19,-15.53,-16.1,-16.1,-10.23,4.31,5.85,2.34,-0.17
5312 寶島科,5312,5312,2021/12/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,52.87,4,1.99,6.21,2.82,12.71,17.09,17.09,169.37,18.04,9.43,9.43,4.76,1.08,1.63,2.2,0.18
5312 寶島科,5312,5312,2021/9/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,52.16,3,1.23,2.07,0.95,-21.44,-22.01,-22.01,-126.85,-37.94,-31.14,-31.14,-32.47,-1.11,0.96,,-0.66
5312 寶島科,5312,5312,2021/6/30,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,53.44,2,0.33,0.16,0.08,-10.56,-14.88,-14.88,-969.4,-49.7,-49.44,-49.44,-48.65,3.12,14.2,,-0.3
5312 寶島科,5312,5312,2021/3/31,22,醫療耗材,M17G,TEJN10  傳產- 醫療耗材,52.69,1,1.28,2.59,1.2,0.34,1.36,1.36,-15.14,39.88,39.4,39.4,44.56,7.29,4.38,,0.44
5314 世紀,5314,5314,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,22.65,2,-0.28,-1.51,-1,10.19,-96.97,-96.97,17.74,27.23,27.23,27.23,27.23,-7.06,-10.49,,0.89
5314 世紀,5314,5314,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,19.15,1,-0.33,3.43,2.3,231,-98.45,-98.45,-7.91,13.56,13.56,13.56,13.56,7.49,-17.55,-4.82,0.47
5314 世紀,5314,5314,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,16.8,4,0.66,2.66,1.76,695.3,904.42,904.42,157.53,224.02,224.02,224.02,224.02,-1.18,-25.45,-4.83,9.81
5314 世紀,5314,5314,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,16.53,3,-0.07,-16.41,-10.98,75.76,55.61,55.61,20.09,81.13,81.13,81.13,81.13,3.3,-22.63,-4.85,2.32
5314 世紀,5314,5314,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,18.12,2,-0.1,-8.93,-6.88,-31.62,-66.22,-66.22,-7.23,34.61,34.61,34.61,34.61,17.41,-12.18,-4.59,1.77
5314 世紀,5314,5314,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,21.02,1,-0.09,-6.65,-5.86,-82.88,654.17,654.17,27.26,26.28,26.28,26.28,26.28,-7.44,-8.95,-4.6,1.11
5314 世紀,5314,5314,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,24.98,4,-0.13,6.37,5.62,-63.36,373.43,373.43,12.29,24.4,24.4,24.4,24.4,-5.19,-6.89,-4.6,1.48
5314 世紀,5314,5314,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,21.06,3,-0.1,-3.78,-3.37,-65.57,-45.04,-45.04,-15.63,4.19,4.19,4.19,4.11,-14.42,-17.5,-4.65,0.16
5314 世紀,5314,5314,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,26.12,2,-0.15,-5.32,-4.79,-50.74,-46.46,-46.46,-136.28,-148.04,-146.78,-146.78,-146.78,-16.89,-17.01,-5.02,-2.82
5314 世紀,5314,5314,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,26.86,1,-0.13,-4.41,-3.96,78.85,424.32,424.32,29.75,26.59,26.59,26.59,23.57,-12.54,-12.61,-5.12,1.33
5315 光聯,5315,5315,2023/6/30,26,光電/ IO,M23C,TEJT08  電子- 面板,20.38,2,0.39,3.91,2.75,-8.25,-26.47,-26.47,-45.71,-38.01,-33.97,-33.97,-34.68,0.11,3.97,6.65,-0.98
5315 光聯,5315,5315,2023/3/31,26,光電/ IO,M23C,TEJT08  電子- 面板,20.88,1,0.31,3.24,2.39,1.28,-2.37,-2.37,1.13,-38.2,-39.5,-39.5,-39.18,-3.16,-3.68,4.53,-1.05
5315 光聯,5315,5315,2022/12/30,26,光電/ IO,M23C,TEJT08  電子- 面板,16.61,4,0.44,5.41,4.09,6.36,45.46,45.46,97.55,57.45,-7.11,-7.11,-6.93,-3,1.02,-7.96,-0.15
5315 光聯,5315,5315,2022/9/30,26,光電/ IO,M23C,TEJT08  電子- 面板,14.72,3,0.84,2.51,1.77,-7.95,19.34,19.34,51.24,75.31,33.9,33.9,41.02,-3.52,-1.23,38.92,1.09
5315 光聯,5315,5315,2022/6/30,26,光電/ IO,M23C,TEJT08  電子- 面板,14.49,2,0.58,-2.36,-1.63,-8.21,19.31,19.31,81.32,260.11,238.55,238.55,226.24,4,2.58,40.48,2.03
5315 光聯,5315,5315,2022/3/31,26,光電/ IO,M23C,TEJT08  電子- 面板,15.38,1,0.52,4.4,3.18,-12.4,6.39,6.39,9.03,43.79,14.82,14.82,22.32,11.67,16.39,35.69,0.35
5315 光聯,5315,5315,2021/12/30,26,光電/ IO,M23C,TEJT08  電子- 面板,16.1,4,0.48,3.16,2.31,-10.36,-6.86,-6.86,-17.83,3.04,68.28,68.28,56.7,8.77,19.36,34.06,0.91
5315 光聯,5315,5315,2021/9/30,26,光電/ IO,M23C,TEJT08  電子- 面板,13.13,3,0.63,6.29,4.43,6.26,19.76,19.76,16.25,59.24,70.93,70.93,71.63,22.57,18.46,-14.64,1.31
5315 光聯,5315,5315,2021/6/30,26,光電/ IO,M23C,TEJT08  電子- 面板,15.66,2,0.17,5.77,3.94,43.26,74.4,74.4,205.84,289.82,192.46,192.46,203.5,15.58,13.49,-15.35,0.54
5315 光聯,5315,5315,2021/3/31,26,光電/ IO,M23C,TEJT08  電子- 面板,13.67,1,0.46,4.63,3.13,35.97,67.17,67.17,324.51,172.76,172.76,172.76,154.68,11.5,4.67,-17.83,1.5
5321 美而快,5321,5321,2023/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,91.3,2,1.29,6.47,1.87,16.32,14.46,14.46,21.72,2.38,2.74,2.74,-1.79,10.69,22.14,,0.45
5321 美而快,5321,5321,2023/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,85.6,1,1.06,5.17,1.44,11.16,7.64,7.64,-27.73,-25.07,-21.65,-21.65,-24.12,5.31,21.53,11.43,-0.15
5321 美而快,5321,5321,2022/12/30,36,通訊設備,M23K,TEJT15  電子- 網通,63,4,1.24,7.06,1.85,18.84,21,21,12.55,14.56,29.31,29.31,31.27,12.64,26.49,9.82,0.65
5321 美而快,5321,5321,2022/9/30,36,通訊設備,M23K,TEJT15  電子- 網通,61.1,3,1.15,7.54,1.95,17.12,16.23,16.23,-26.82,-9.97,-0.73,-0.73,-0.54,12.09,26.48,10.12,0.16
5321 美而快,5321,5321,2022/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,79.9,2,1.34,7.76,1.99,13.94,20.5,20.5,47.29,85.09,78.65,78.65,86.18,6.07,28.69,12.84,0.9
5321 美而快,5321,5321,2022/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,123.65,1,1.19,8.47,2.08,15.98,25.04,25.04,75.19,63.15,64.4,64.4,70.14,10,32.2,16.32,0.83
5321 美而快,5321,5321,2021/12/30,36,通訊設備,M23K,TEJT15  電子- 網通,93.39,4,0.87,7.02,1.64,27.02,71.26,71.26,1022.05,677.81,446.02,446.02,318.18,11.31,29.36,20.77,2.13
5321 美而快,5321,5321,2021/9/30,36,通訊設備,M23K,TEJT15  電子- 網通,112.41,3,1.11,9.2,2.04,22.93,116.54,116.54,313.07,173.96,164.68,164.68,267.82,7.36,16.86,23.4,5.29
5321 美而快,5321,5321,2021/6/30,36,通訊設備,M23K,TEJT15  電子- 網通,27.93,2,0.57,5.3,1.13,27.54,55.8,55.8,85.62,976.4,631.5,631.5,134.6,12.81,-7.32,29.07,1.53
5321 美而快,5321,5321,2021/3/31,36,通訊設備,M23K,TEJT15  電子- 網通,26.72,1,0.55,6.58,1.36,52.75,73.07,73.07,484.14,682.01,468.22,468.22,470.8,19.17,-27.94,35.07,1.94
5324 士開,5324,5324,2023/6/30,14,建設,M25A,TEJN17  傳產- 營建,10.85,2,-0.22,-3.27,-0.56,9.05,58.93,58.93,31.57,-62.15,-53.12,-53.12,-12.74,3.6,-12.6,-8.46,-0.18
5324 士開,5324,5324,2023/3/31,14,建設,M25A,TEJN17  傳產- 營建,9.01,1,-0.2,-2.65,-0.47,29.42,115.71,115.71,50.03,32.96,32.86,32.86,32.78,4.47,-11.5,-9.3,0.28
