公司,年月,上市別,證期會代碼,TSE 產業別,TEJ產業_名稱,ROA－綜合損益,季別,實收資本額(元),ROE(A)－稅後,當季季底P/E,當季季底P/B,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率,季底每股稅後淨利,收盤價(元),市值(百萬元),公司規模
8033 雷虎,2023/6/30,TSE,8033,20,其他,0.50 ,2,1426297750 ,-1.01 ,1182.52 ,7.96 ,-0.63 ,3.46 ,3.46 ,-512.09 ,-156.08 ,-232.28 ,-232.28 ,-290.25 ,23.32 ,38.60 ,13.39 ,-1.01 ,-0.09 ,68.40 ,9756 ,中
8033 雷虎,2023/3/31,TSE,8033,20,其他,-0.17 ,1,1426297750 ,-1.10 ,291.68 ,6.84 ,5.08 ,17.82 ,17.82 ,136.58 ,-626.18 ,-251.77 ,-251.77 ,-246.34 ,37.12 ,40.28 ,-2.53 ,-0.41 ,-0.09 ,58.20 ,8301 ,中
8033 雷虎,2022/12/30,TSE,8033,20,其他,2.80 ,4,1426297750 ,2.48 ,156.94 ,6.64 ,-7.93 ,-5.23 ,-5.23 ,-82.42 ,-30.01 ,-5.46 ,-5.46 ,-6.62 ,17.28 ,3.99 ,1.79 ,0.22 ,0.07 ,41.65 ,5670 ,中
8033 雷虎,2022/9/30,TSE,8033,20,其他,3.34 ,3,1426297750 ,2.56 ,99.34 ,2.78 ,-12.63 ,-13.87 ,-13.87 ,-93.31 ,-43.34 ,-24.80 ,-24.80 ,-25.72 ,16.51 ,3.79 ,1.05 ,-0.39 ,0.09 ,17.68 ,2407 ,中
8033 雷虎,2022/6/30,TSE,8033,20,其他,1.50 ,2,1426297750 ,0.93 ,60.16 ,2.70 ,-15.55 ,-12.97 ,-12.97 ,-93.23 ,-47.84 ,-17.86 ,-17.86 ,-21.10 ,15.87 ,14.47 ,-0.56 ,-0.05 ,0.02 ,16.71 ,2275 ,中
8033 雷虎,2022/3/31,TSE,8033,20,其他,0.43 ,1,1426297750 ,-0.38 ,52.22 ,2.76 ,-17.95 ,-14.79 ,-14.79 ,-137.42 ,-118.06 ,-1255.31 ,-1255.31 ,-1273.44 ,24.92 ,38.24 ,-1.29 ,-0.27 ,-0.05 ,16.85 ,2294 ,中
8033 雷虎,2021/12/30,TSE,8033,20,其他,1.41 ,4,1426297750 ,3.10 ,43.81 ,2.76 ,30.27 ,33.35 ,31.39 ,2686.13 ,26.50 ,5.64 ,5.64 ,222.88 ,12.47 ,37.45 ,-4.87 ,0.50 ,0.17 ,16.76 ,2281 ,中
8033 雷虎,2021/9/30,TSE,8033,20,其他,2.14 ,3,1426297750 ,4.02 ,28.35 ,2.46 ,49.72 ,56.50 ,53.17 ,751.47 ,98.87 ,70.53 ,70.53 ,230.98 ,14.48 ,39.48 ,0.99 ,1.32 ,0.24 ,15.15 ,2062 ,中
8033 雷虎,2021/6/30,TSE,8033,20,其他,0.50 ,2,1426297750 ,1.42 ,76.94 ,2.82 ,39.30 ,39.29 ,35.17 ,9455.13 ,-33.67 ,-65.61 ,-65.61 ,183.19 ,12.07 ,22.66 ,4.91 ,-1.51 ,0.08 ,14.95 ,2036 ,中
8033 雷虎,2021/3/31,TSE,8033,20,其他,0.05 ,1,1426297750 ,0.05 ,380.90 ,3.60 ,36.15 ,28.22 ,21.01 ,1351.23 ,-83.72 ,-99.13 ,-99.13 ,103.95 ,-5.50 ,-5.58 ,33.70 ,-2.77 ,0.01 ,17.09 ,2039 ,中
8034 榮群,2023/6/30,OTC,8034,27,通訊設備,2.93 ,2,628737250 ,3.96 ,19.37 ,1.94 ,47.36 ,46.48 ,46.48 ,397.91 ,147.72 ,163.71 ,163.71 ,156.90 ,15.61 ,3.05 ,3.75 ,1.95 ,0.44 ,20.49 ,1330 ,中
8034 榮群,2023/3/31,OTC,8034,27,通訊設備,0.56 ,1,628737250 ,0.74 ,17.33 ,1.32 ,-4.23 ,30.23 ,30.23 ,315.36 ,206.91 ,304.01 ,304.01 ,299.84 ,9.26 ,-2.48 ,-2.38 ,0.44 ,0.08 ,14.24 ,924 ,小
8034 榮群,2022/12/30,OTC,8034,27,通訊設備,4.73 ,4,628737250 ,5.78 ,19.26 ,1.35 ,-8.50 ,-28.64 ,-28.64 ,-62.64 ,-48.77 ,-48.85 ,-48.85 ,-48.85 ,2.30 ,-3.02 ,-8.68 ,-4.55 ,0.65 ,14.48 ,940 ,小
8034 榮群,2022/9/30,OTC,8034,27,通訊設備,2.18 ,3,628737250 ,2.59 ,7.22 ,1.24 ,1.34 ,35.52 ,35.52 ,198.50 ,739.09 ,936.20 ,936.20 ,936.20 ,1.31 ,5.25 ,-12.09 ,1.92 ,0.29 ,12.88 ,836 ,小
8034 榮群,2022/6/30,OTC,8034,27,通訊設備,1.21 ,2,628737250 ,1.50 ,7.59 ,1.33 ,-11.49 ,58.55 ,58.55 ,145.57 ,284.02 ,218.50 ,218.50 ,218.50 ,16.78 ,5.80 ,-9.27 ,2.24 ,0.17 ,13.66 ,887 ,小
8034 榮群,2022/3/31,OTC,8034,27,通訊設備,0.15 ,1,628737250 ,0.18 ,11.85 ,1.74 ,-33.84 ,29.34 ,29.34 ,80.53 ,127.18 ,115.60 ,115.60 ,115.60 ,25.85 ,14.17 ,-1.42 ,1.10 ,0.02 ,18.13 ,1251 ,中
8034 榮群,2021/12/30,OTC,8034,27,通訊設備,10.07 ,4,628737250 ,11.79 ,13.99 ,1.86 ,66.50 ,91.24 ,91.24 ,1619.82 ,588.48 ,569.71 ,569.71 ,594.69 ,16.50 ,12.51 ,2.98 ,9.20 ,1.28 ,19.31 ,1333 ,中
8034 榮群,2021/9/30,OTC,8034,27,通訊設備,0.23 ,3,628737250 ,0.27 ,71.29 ,1.42 ,27.02 ,-8.17 ,-8.17 ,-790.82 ,-28.99 ,-50.14 ,-50.14 ,-43.13 ,10.25 ,1.60 ,5.06 ,-0.29 ,0.03 ,13.12 ,905 ,小
8034 榮群,2021/6/30,OTC,8034,27,通訊設備,-1.19 ,2,628737250 ,-1.38 ,436.77 ,1.95 ,29.61 ,-21.27 ,-21.27 ,-953.38 ,-334.83 ,-375.34 ,-375.34 ,-393.50 ,1.56 ,-0.01 ,-3.29 ,-1.67 ,-0.14 ,17.76 ,1226 ,中
8034 榮群,2021/3/31,OTC,8034,27,通訊設備,-1.13 ,1,628737250 ,-1.29 ,84.94 ,1.96 ,42.57 ,8.82 ,8.82 ,14.11 ,12.24 ,12.24 ,12.24 ,12.28 ,-2.64 ,0.07 ,-5.40 ,0.14 ,-0.13 ,17.90 ,1235 ,中
8038 長園科,2023/6/30,OTC,8038,28,電子零組件,2.43 ,2,628741900 ,5.28 ,104.28 ,6.39 ,540.83 ,1262.82 ,1262.82 ,180.23 ,182.16 ,182.16 ,182.16 ,182.16 ,12.53 ,29.96 ,-3.89 ,5.75 ,0.39 ,53.20 ,3344 ,中
8038 長園科,2023/3/31,OTC,8038,28,電子零組件,0.97 ,1,628741900 ,2.35 ,,6.31 ,504.65 ,415.07 ,415.07 ,224.49 ,222.43 ,222.43 ,222.43 ,222.43 ,11.99 ,1.62 ,-3.97 ,1.93 ,0.15 ,42.45 ,2668 ,中
8038 長園科,2022/12/30,OTC,8038,28,電子零組件,-2.66 ,4,628741900 ,-6.10 ,,5.66 ,212.80 ,287.50 ,287.50 ,76.39 ,77.61 ,77.61 ,77.61 ,76.27 ,4.87 ,-5.45 ,-3.89 ,9.47 ,-0.41 ,37.16 ,2251 ,中
8038 長園科,2022/9/30,OTC,8038,28,電子零組件,-3.73 ,3,628741900 ,-8.36 ,,4.80 ,64.64 ,4047.25 ,4047.25 ,40.13 ,49.03 ,49.03 ,49.03 ,43.72 ,-6.50 ,-16.50 ,-4.47 ,3.42 ,-0.59 ,30.64 ,1855 ,中
8038 長園科,2022/6/30,OTC,8038,28,電子零組件,-3.21 ,2,628741900 ,-7.18 ,,6.23 ,93.36 ,229.37 ,229.37 ,32.80 ,37.13 ,37.13 ,37.13 ,37.13 ,-4.24 ,-18.85 ,-4.47 ,1.71 ,-0.51 ,40.27 ,2439 ,中
8038 長園科,2022/3/31,OTC,8038,28,電子零組件,-0.86 ,1,628741900 ,-1.88 ,,5.83 ,40.61 ,554.27 ,554.27 ,67.85 ,71.29 ,71.29 ,71.29 ,71.29 ,-5.96 ,-17.74 ,-4.35 ,2.06 ,-0.13 ,39.88 ,2415 ,中
8038 長園科,2021/12/30,OTC,8038,28,電子零組件,-11.62 ,4,628741900 ,-23.44 ,,6.14 ,-54.35 ,-253.84 ,-253.84 ,-54.49 ,-102.34 ,-102.34 ,-102.34 ,-58.52 ,-10.73 ,-20.78 ,-3.61 ,-5.58 ,-2.05 ,42.59 ,2578 ,中
8038 長園科,2021/9/30,OTC,8038,28,電子零組件,-6.69 ,3,628741900 ,-13.32 ,,4.34 ,-60.71 ,-97.91 ,-97.91 ,-28.63 ,-44.64 ,-44.64 ,-44.64 ,-30.98 ,-5.03 ,-13.73 ,-3.92 ,-2.00 ,-1.21 ,33.60 ,2034 ,中
8038 長園科,2021/6/30,OTC,8038,28,電子零組件,-4.72 ,2,628741900 ,-9.15 ,,4.52 ,-81.28 ,-118.90 ,-118.90 ,-106.41 ,-140.40 ,-140.40 ,-140.40 ,-140.40 ,-8.94 ,-14.26 ,-3.80 ,-2.58 ,-0.84 ,36.61 ,2216 ,中
8038 長園科,2021/3/31,OTC,8038,28,電子零組件,-2.76 ,1,628741900 ,-5.29 ,,4.01 ,-76.54 ,-111.70 ,-111.70 ,-121.13 ,-186.63 ,-186.63 ,-186.63 ,-186.63 ,-11.61 ,-14.74 ,-3.84 ,-1.72 ,-0.50 ,33.80 ,2046 ,中
8039 台虹,2023/6/30,TSE,8039,28,主機板,0.50 ,2,2091196920 ,0.84 ,21.49 ,1.22 ,-22.43 ,-36.40 ,-36.40 ,-75.12 ,-83.45 ,-84.88 ,-84.88 ,-86.14 ,-9.07 ,-2.56 ,8.55 ,-2.77 ,0.45 ,41.27 ,9149 ,中
8039 台虹,2023/3/31,TSE,8039,28,主機板,0.42 ,1,2091196920 ,-0.72 ,15.94 ,1.20 ,-35.78 ,-54.09 ,-54.09 ,-140.28 ,-125.83 ,-126.93 ,-126.93 ,-125.55 ,-12.29 ,-7.36 ,10.60 ,-2.00 ,-0.22 ,40.19 ,8908 ,中
8039 台虹,2022/12/30,TSE,8039,28,主機板,4.92 ,4,2091196920 ,8.67 ,9.48 ,1.09 ,-7.26 ,-5.45 ,-5.45 ,-31.70 ,-6.75 ,-7.14 ,-7.14 ,-4.84 ,-8.72 ,1.75 ,9.78 ,-0.10 ,3.35 ,38.86 ,8616 ,中
8039 台虹,2022/9/30,TSE,8039,28,主機板,4.56 ,3,2091196920 ,8.64 ,7.73 ,1.05 ,-5.50 ,-3.95 ,-3.95 ,-30.05 ,9.78 ,10.20 ,10.20 ,15.90 ,7.28 ,5.41 ,18.75 ,0.67 ,3.30 ,37.31 ,8271 ,中
8039 台虹,2022/6/30,TSE,8039,28,主機板,2.89 ,2,2091196920 ,5.54 ,8.93 ,1.22 ,-1.87 ,-0.68 ,-0.68 ,-25.45 ,13.73 ,15.98 ,15.98 ,21.86 ,12.64 ,-1.70 ,18.80 ,0.56 ,2.07 ,39.59 ,9316 ,中
8039 台虹,2022/3/31,TSE,8039,28,主機板,1.89 ,1,2091196920 ,2.60 ,9.42 ,1.17 ,-0.83 ,-5.25 ,-5.25 ,-36.09 ,11.23 ,18.52 ,18.52 ,29.98 ,18.17 ,5.35 ,8.32 ,0.29 ,1.00 ,40.08 ,9431 ,中
8039 台虹,2021/12/30,TSE,8039,28,主機板,5.93 ,4,2091196920 ,9.62 ,10.40 ,1.28 ,7.29 ,5.78 ,5.78 ,-9.02 ,-2.59 ,-5.03 ,-5.03 ,-4.10 ,22.05 ,4.43 ,5.97 ,0.09 ,3.51 ,42.21 ,9933 ,中
8039 台虹,2021/9/30,TSE,8039,28,主機板,4.50 ,3,2091196920 ,8.23 ,8.85 ,1.29 ,14.48 ,17.94 ,17.94 ,10.37 ,13.11 ,9.09 ,9.09 ,14.34 ,13.76 ,3.27 ,1.47 ,0.80 ,2.95 ,41.10 ,9672 ,中
8039 台虹,2021/6/30,TSE,8039,28,主機板,2.87 ,2,2091196920 ,4.84 ,9.69 ,1.43 ,24.66 ,35.34 ,35.34 ,37.85 ,57.86 ,48.53 ,48.53 ,50.56 ,7.34 ,12.97 ,0.70 ,1.29 ,1.77 ,45.30 ,11188 ,中
8039 台虹,2021/3/31,TSE,8039,28,主機板,1.62 ,1,2091196920 ,2.30 ,10.19 ,1.45 ,36.46 ,49.29 ,49.29 ,73.47 ,134.95 ,110.04 ,110.04 ,75.90 ,6.21 ,4.86 ,2.62 ,0.92 ,0.83 ,45.04 ,11125 ,中
8040 九暘,2023/6/30,OTC,8040,24,半導體,-1.35 ,2,688500740 ,-1.81 ,24.44 ,4.09 ,-34.49 ,-39.80 ,-39.80 ,-130.49 ,-158.74 ,-158.74 ,-158.74 ,-118.05 ,5.41 ,4.63 ,27.04 ,-3.03 ,-0.22 ,45.50 ,3215 ,中
8040 九暘,2023/3/31,OTC,8040,24,半導體,1.95 ,1,688500740 ,2.48 ,20.52 ,3.86 ,-26.75 ,-33.74 ,-33.74 ,-99.08 ,173.87 ,173.87 ,173.87 ,-102.25 ,11.26 ,17.17 ,21.46 ,1.37 ,0.32 ,49.40 ,3491 ,中
8040 九暘,2022/12/30,OTC,8040,24,半導體,13.53 ,4,688500740 ,18.31 ,16.64 ,4.11 ,17.68 ,28.65 ,28.65 ,77.26 ,155.07 ,145.56 ,145.56 ,113.03 ,15.40 ,15.88 ,23.81 ,8.77 ,2.18 ,51.15 ,3615 ,中
8040 九暘,2022/9/30,OTC,8040,24,半導體,7.61 ,3,688500740 ,10.27 ,17.05 ,4.59 ,23.26 ,40.17 ,40.17 ,176.90 ,557.83 ,557.83 ,557.83 ,276.53 ,11.81 ,14.38 ,-0.10 ,6.58 ,1.17 ,52.52 ,3711 ,中
8040 九暘,2022/6/30,OTC,8040,24,半導體,2.53 ,2,688500740 ,3.39 ,16.11 ,3.72 ,20.83 ,38.39 ,38.39 ,2547.16 ,444.19 ,444.19 ,444.19 ,6073.03 ,4.59 ,8.05 ,-3.71 ,1.95 ,0.37 ,38.97 ,2795 ,中
8040 九暘,2022/3/31,OTC,8040,24,半導體,0.81 ,1,688500740 ,1.05 ,26.00 ,5.83 ,52.36 ,120.01 ,120.01 ,237.82 ,139.45 ,139.45 ,139.45 ,270.35 ,4.40 ,15.77 ,-3.86 ,2.72 ,0.12 ,62.68 ,4496 ,中
8040 九暘,2021/12/30,OTC,8040,24,半導體,6.00 ,4,688500740 ,8.47 ,51.54 ,6.77 ,32.99 ,64.61 ,64.61 ,435.55 ,147.82 ,153.11 ,153.11 ,719.94 ,2.45 ,10.98 ,-8.00 ,17.53 ,0.89 ,71.61 ,5140 ,中
8040 九暘,2021/9/30,OTC,8040,24,半導體,1.24 ,3,688500740 ,1.76 ,165.42 ,6.28 ,24.00 ,41.76 ,41.76 ,333.15 ,112.28 ,112.28 ,112.28 ,595.54 ,-0.37 ,2.89 ,-8.80 ,11.28 ,0.18 ,61.82 ,4443 ,中
8040 九暘,2021/6/30,OTC,8040,24,半導體,0.48 ,2,688500740 ,0.68 ,2830.77 ,7.20 ,20.58 ,31.39 ,31.39 ,109.48 ,104.47 ,104.47 ,104.47 ,94.34 ,-4.70 ,1.48 ,-8.79 ,11.24 ,0.07 ,69.59 ,5008 ,中
8040 九暘,2021/3/31,OTC,8040,24,半導體,-2.12 ,1,688500740 ,-3.03 ,,6.53 ,-8.25 ,-17.42 ,-17.42 ,-293.59 ,83.26 ,83.26 ,83.26 ,-403.51 ,-8.18 ,-2.25 ,-8.74 ,10.40 ,-0.30 ,60.95 ,4350 ,中
8042 金山電,2023/6/30,OTC,8042,28,電子零組件,0.14 ,2,1294625490 ,1.17 ,35.24 ,1.26 ,-24.23 ,-19.89 ,-19.89 ,-81.77 ,-64.44 ,-63.56 ,-63.56 ,-104.39 ,-0.51 ,-2.29 ,15.25 ,-0.92 ,0.37 ,37.05 ,4797 ,中
8042 金山電,2023/3/31,OTC,8042,28,電子零組件,-0.02 ,1,1294625490 ,0.17 ,29.28 ,1.21 ,-35.93 ,-22.36 ,-22.36 ,-114.29 ,-94.12 ,-90.46 ,-90.46 ,-181.50 ,-2.42 ,1.56 ,13.02 ,-0.78 ,0.06 ,35.73 ,4816 ,中
8042 金山電,2022/12/30,OTC,8042,28,電子零組件,5.45 ,4,1294625490 ,2.75 ,20.68 ,1.15 ,-13.29 ,-3.23 ,-3.23 ,-6.29 ,-38.38 ,-34.58 ,-34.58 ,40.60 ,1.99 ,8.28 ,12.37 ,-0.58 ,0.81 ,33.95 ,4577 ,中
8042 金山電,2022/9/30,OTC,8042,28,電子零組件,6.71 ,3,1294625490 ,3.81 ,18.36 ,1.14 ,-10.36 ,4.01 ,4.01 ,18.01 ,51.82 ,87.65 ,87.65 ,94.66 ,4.42 ,13.86 ,16.21 ,0.90 ,1.14 ,34.53 ,4654 ,中
8042 金山電,2022/6/30,OTC,8042,28,電子零組件,4.20 ,2,1294625490 ,3.30 ,22.41 ,1.24 ,-4.74 ,6.14 ,6.14 ,45.58 ,120.19 ,168.39 ,168.39 ,59.23 ,7.43 ,5.70 ,0.66 ,0.98 ,0.96 ,34.83 ,4829 ,中
8042 金山電,2022/3/31,OTC,8042,28,電子零組件,3.00 ,1,1294625490 ,1.92 ,26.66 ,1.43 ,4.82 ,4.95 ,4.95 ,87.26 ,428.67 ,876.84 ,876.84 ,432.44 ,8.17 ,4.83 ,-0.85 ,0.83 ,0.56 ,40.29 ,5586 ,中
8042 金山電,2021/12/30,OTC,8042,28,電子零組件,-0.05 ,4,1294625490 ,4.32 ,32.70 ,1.67 ,14.81 ,15.42 ,15.42 ,4.37 ,242.24 ,2061.56 ,2061.56 ,67.17 ,5.53 ,-2.49 ,-4.75 ,2.12 ,1.24 ,44.40 ,6156 ,中
8042 金山電,2021/9/30,OTC,8042,28,電子零組件,-1.21 ,3,1294625490 ,2.14 ,37.73 ,1.69 ,16.95 ,15.23 ,15.23 ,-11.90 ,33.26 ,85.29 ,85.29 ,62.12 ,3.31 ,-5.34 ,-4.84 ,0.74 ,0.61 ,43.83 ,6077 ,中
8042 金山電,2021/6/30,OTC,8042,28,電子零組件,-1.12 ,2,1294625490 ,1.25 ,42.16 ,1.72 ,22.65 ,19.48 ,19.48 ,-27.17 ,57.92 ,287.13 ,287.13 ,114.56 ,1.70 ,-3.15 ,-2.59 ,0.67 ,0.36 ,45.14 ,6347 ,中
8042 金山電,2021/3/31,OTC,8042,28,電子零組件,-0.44 ,1,1294625490 ,0.20 ,36.51 ,1.73 ,37.91 ,60.09 ,60.09 ,375.86 ,131.08 ,115.62 ,115.62 ,119.68 ,2.98 ,-1.39 ,-0.58 ,0.87 ,0.05 ,46.04 ,6473 ,中
8043 蜜望實,2023/6/30,OTC,8043,28,資訊通路,-1.33 ,2,799071700 ,-1.44 ,70.90 ,0.89 ,-18.84 ,-83.33 ,-83.33 ,-243.80 ,-128.51 ,-137.82 ,-137.82 ,-138.51 ,-17.94 ,-3.28 ,-5.27 ,-3.03 ,-0.47 ,26.73 ,2225 ,中
8043 蜜望實,2023/3/31,OTC,8043,28,資訊通路,-0.91 ,1,799071700 ,-1.53 ,23.56 ,0.89 ,-29.27 ,-90.46 ,-90.46 ,-236.39 ,-164.81 ,-171.43 ,-171.43 ,-178.46 ,-24.80 ,-1.17 ,-3.08 ,-2.12 ,-0.50 ,27.02 ,2249 ,中
8043 蜜望實,2022/12/30,OTC,8043,28,資訊通路,3.70 ,4,799071700 ,5.83 ,10.12 ,0.80 ,-5.00 ,-22.59 ,-22.59 ,-67.25 ,14.68 ,7.65 ,7.65 ,84.52 ,-13.93 ,3.95 ,-2.62 ,0.32 ,1.91 ,25.48 ,2122 ,中
8043 蜜望實,2022/9/30,OTC,8043,28,資訊通路,4.04 ,3,799071700 ,6.03 ,7.63 ,0.73 ,5.64 ,-6.06 ,-6.06 ,-31.39 ,60.48 ,50.97 ,50.97 ,172.38 ,-2.57 ,6.50 ,-1.45 ,1.09 ,1.98 ,23.18 ,1930 ,中
8043 蜜望實,2022/6/30,OTC,8043,28,資訊通路,2.50 ,2,799071700 ,3.82 ,8.66 ,0.73 ,17.65 ,3.64 ,3.64 ,-11.31 ,48.18 ,38.52 ,38.52 ,350.29 ,10.27 ,4.65 ,-1.64 ,0.57 ,1.24 ,21.71 ,1878 ,中
8043 蜜望實,2022/3/31,OTC,8043,28,資訊通路,1.63 ,1,799071700 ,2.18 ,12.73 ,0.82 ,46.10 ,37.23 ,37.23 ,78.41 ,18.53 ,15.45 ,15.45 ,319.81 ,30.20 ,2.23 ,-5.81 ,0.16 ,0.70 ,24.16 ,2090 ,中
8043 蜜望實,2021/12/30,OTC,8043,28,資訊通路,2.65 ,4,799071700 ,5.63 ,18.25 ,0.87 ,6.55 ,35.71 ,35.71 ,80.82 ,281.75 ,369.75 ,369.75 ,307.77 ,11.59 ,3.76 ,-6.94 ,2.35 ,1.77 ,25.45 ,2201 ,中
8043 蜜望實,2021/9/30,OTC,8043,28,資訊通路,1.88 ,3,799071700 ,4.20 ,22.75 ,0.83 ,3.47 ,37.91 ,37.91 ,105.24 ,325.32 ,493.12 ,493.12 ,191.62 ,13.53 ,3.02 ,-7.51 ,1.83 ,1.31 ,23.97 ,2074 ,中
8043 蜜望實,2021/6/30,OTC,8043,28,資訊通路,1.27 ,2,799071700 ,2.88 ,43.98 ,1.08 ,3.29 ,55.02 ,55.02 ,397.93 ,450.47 ,836.12 ,836.12 ,140.12 ,10.01 ,2.64 ,-5.84 ,1.34 ,0.89 ,30.48 ,2657 ,中
8043 蜜望實,2021/3/31,OTC,8043,28,資訊通路,0.98 ,1,799071700 ,1.94 ,82.66 ,1.02 ,-5.22 ,39.86 ,39.86 ,305.87 ,201.40 ,287.56 ,287.56 ,-44.56 ,3.31 ,1.26 ,-6.79 ,0.76 ,0.61 ,29.25 ,2549 ,中
8044 網家,2023/6/30,OTC,8044,36,通訊設備,-0.18 ,2,1441629450 ,-1.65 ,,1.04 ,-16.22 ,-13.70 ,-13.70 ,-214.33 ,-169.31 ,-368.37 ,-368.37 ,-7.78 ,20.34 ,10.65 ,,-0.32 ,-1.65 ,50.59 ,6600 ,中
8044 網家,2023/3/31,OTC,8044,36,通訊設備,-0.18 ,1,1441629450 ,-0.96 ,293.20 ,1.25 ,-13.27 ,-16.32 ,-16.32 ,-9931.89 ,-224.60 ,-164.16 ,-164.16 ,-248.99 ,27.73 ,10.40 ,,0.03 ,-0.96 ,61.20 ,7985 ,中
8044 網家,2022/12/30,OTC,8044,36,通訊設備,0.22 ,4,1441629450 ,0.54 ,60.84 ,1.07 ,-5.10 ,-2.08 ,-2.08 ,-125.02 ,-24.11 ,-29.97 ,-29.97 ,-1023.79 ,8.85 ,10.27 ,18.34 ,0.37 ,-0.42 ,52.26 ,6818 ,中
8044 網家,2022/9/30,OTC,8044,36,通訊設備,-0.45 ,3,1441629450 ,0.43 ,355.84 ,0.99 ,-4.99 ,-0.73 ,-0.73 ,-123.70 ,-36.19 ,-86.87 ,-86.87 ,-172.78 ,45.49 ,91.77 ,,-0.57 ,-0.49 ,47.59 ,6227 ,中
8044 網家,2022/6/30,OTC,8044,36,通訊設備,-0.34 ,2,1441629450 ,0.68 ,248.42 ,1.47 ,-1.44 ,2.01 ,2.01 ,-134.30 ,-29.06 ,-71.95 ,-71.95 ,-187.20 ,33.25 ,83.32 ,,-0.32 ,-0.27 ,67.17 ,8855 ,中
8044 網家,2022/3/31,OTC,8044,36,通訊設備,-0.30 ,1,1441629450 ,-0.40 ,67.36 ,1.89 ,1.91 ,9.79 ,9.79 ,-99.16 ,-81.50 ,-121.53 ,-121.53 ,-125.42 ,46.01 ,88.50 ,,-0.62 ,-0.26 ,88.91 ,11720 ,中
8044 網家,2021/12/30,OTC,8044,36,通訊設備,0.72 ,4,1441629450 ,1.06 ,61.53 ,2.60 ,10.74 ,11.24 ,11.24 ,-23.66 ,11.25 ,-71.82 ,-71.82 ,-103.98 ,48.41 ,87.42 ,67.98 ,-0.91 ,0.77 ,124.78 ,16450 ,中
8044 網家,2021/9/30,OTC,8044,36,通訊設備,1.87 ,3,1441629450 ,6.14 ,43.63 ,4.35 ,10.70 ,11.55 ,11.55 ,21.73 ,39.40 ,24.31 ,24.31 ,-1.79 ,14.64 ,10.30 ,,0.27 ,2.18 ,128.68 ,15610 ,中
8044 網家,2021/6/30,OTC,8044,36,通訊設備,1.34 ,2,1441629450 ,4.50 ,38.66 ,3.86 ,10.73 ,8.79 ,8.79 ,15.88 ,19.17 ,20.98 ,20.98 ,10.40 ,14.99 ,5.56 ,,0.17 ,1.58 ,105.80 ,12949 ,中
8044 網家,2021/3/31,OTC,8044,36,通訊設備,1.11 ,1,1441629450 ,3.51 ,33.23 ,3.08 ,7.59 ,2.66 ,2.66 ,-2.05 ,21.32 ,38.09 ,38.09 ,6.69 ,2.58 ,8.08 ,,0.24 ,1.08 ,83.67 ,10241 ,中
8046 南電,2023/6/30,TSE,8046,28,主機板,4.22 ,2,6461654870 ,7.85 ,8.82 ,3.75 ,-23.64 ,-50.24 ,-50.24 ,-54.67 ,-54.65 ,-55.44 ,-55.44 ,-55.01 ,13.45 ,6.00 ,35.17 ,-5.30 ,6.03 ,264.00 ,170588 ,大
8046 南電,2023/3/31,TSE,8046,28,主機板,2.92 ,1,6461654870 ,4.73 ,7.80 ,4.11 ,-13.60 ,-31.05 ,-31.05 ,-33.87 ,-39.62 ,-40.13 ,-40.13 ,-39.61 ,37.53 ,-0.68 ,40.05 ,-1.68 ,3.60 ,265.64 ,182865 ,大
8046 南電,2022/12/30,TSE,8046,28,主機板,28.54 ,4,6461654870 ,41.22 ,5.76 ,2.73 ,23.78 ,73.81 ,73.81 ,83.17 ,93.67 ,83.49 ,83.49 ,81.57 ,45.09 ,32.72 ,52.29 ,16.67 ,30.05 ,213.08 ,146680 ,大
8046 南電,2022/9/30,TSE,8046,28,主機板,21.98 ,3,6461654870 ,32.02 ,5.26 ,2.51 ,25.33 ,83.85 ,83.85 ,95.74 ,112.71 ,103.00 ,103.00 ,102.94 ,48.00 ,31.33 ,52.67 ,13.68 ,22.08 ,177.41 ,122125 ,大
8046 南電,2022/6/30,TSE,8046,28,主機板,13.93 ,2,6461654870 ,20.97 ,8.49 ,3.92 ,27.45 ,103.51 ,103.51 ,120.62 ,138.44 ,123.53 ,123.53 ,122.74 ,44.99 ,26.52 ,44.62 ,9.23 ,13.54 ,244.52 ,168326 ,大
8046 南電,2022/3/31,TSE,8046,28,主機板,7.38 ,1,6461654870 ,9.11 ,20.34 ,7.56 ,34.14 ,145.12 ,145.12 ,175.97 ,182.97 ,145.06 ,145.06 ,144.32 ,35.81 ,32.23 ,40.83 ,4.44 ,6.01 ,474.87 ,338591 ,大
8046 南電,2021/12/30,TSE,8046,28,主機板,20.44 ,4,6461654870 ,29.05 ,27.84 ,9.13 ,35.61 ,158.75 ,158.75 ,213.34 ,227.13 ,188.65 ,188.65 ,188.32 ,26.46 ,25.08 ,24.15 ,16.76 ,16.38 ,518.37 ,369607 ,大
8046 南電,2021/9/30,TSE,8046,28,主機板,14.25 ,3,6461654870 ,20.25 ,27.58 ,7.59 ,36.07 ,158.19 ,158.19 ,218.98 ,231.61 ,199.98 ,199.98 ,193.55 ,25.22 ,19.37 ,22.45 ,11.31 ,10.88 ,394.22 ,281082 ,大
