m_date,company_id,revenue_release_date,revenue_m,revenue_m_lastyear, revenue_vs_lastyear_ratio, revenue_mom_ratio, revenue_growth_month,cumulative_revenue,cumulative_revenue_lastyear, cumulative_revenue_vs_lastyear_ratio
2023/9/28,1714,2023/10/6,1941684,2081377,-6.71,24.96,1,14979465,17075553,-12.28
2023/8/31,1714,2023/9/7,1553868,2042992,-23.94,-2.52,-1,13037781,14994176,-13.05
2023/7/31,1714,2023/8/9,1594036,2338832,-31.84,1.68,2,11483913,12951184,-11.33
2023/6/30,1714,2023/7/10,1567642,1839578,-14.78,5.06,1,9889877,10612353,-6.81
2023/5/31,1714,2023/6/9,1492139,1878391,-20.56,-13.31,-2,8322235,8772775,-5.14
2023/4/28,1714,2023/5/8,1721325,1947283,-11.6,-11.14,-1,6830095,6894383,-0.93
2023/3/31,1714,2023/4/10,1937142,1929326,0.41,21.88,2,5108770,4947099,3.27
2023/2/24,1714,2023/3/8,1589422,1491087,6.59,0.46,1,3171628,3017774,5.1
2023/1/31,1714,2023/2/7,1582206,1526686,3.64,-10.78,-2,1582206,1526686,3.64
2022/10/31,1714,2022/11/8,1821733,1730316,5.28,-12.47,-1,18897286,16637362,13.58
2022/9/30,1714,2022/10/7,2081377,1842123,12.99,1.88,1,17075553,14907046,14.55
2022/8/31,1714,2022/9/8,2042992,1673015,22.11,-12.65,-1,14994176,13064924,14.77
2022/7/29,1714,2022/8/9,2338832,1642419,42.4,27.14,1,12951184,11391909,13.69
2022/6/30,1714,2022/7/8,1839578,1545691,19.01,-2.07,-2,10612353,9749490,8.85
2022/5/31,1714,2022/6/9,1878391,1622275,15.79,-3.54,-1,8772775,8203799,6.94
2022/4/29,1714,2022/5/6,1947283,1732500,12.4,0.93,2,6894383,6581525,4.75
2022/3/31,1714,2022/4/7,1929326,1837409,5,29.39,1,4947099,4849024,2.02
2022/2/25,1714,2022/3/10,1491087,1211182,23.11,-2.33,-2,3017774,3011615,0.2
2022/1/26,1714,2022/2/10,1526686,1800434,-15.2,-15.3,-1,1526686,1800434,-15.2
2023/9/28,1717,2023/10/11,3916160,3805756,2.9,-1.2,-1,31692726,37243105,-14.9
2023/8/31,1717,2023/9/8,3963723,3878708,2.19,17.01,1,27776566,33437349,-16.93
2023/7/31,1717,2023/8/9,3387642,4010038,-15.52,-1.77,-4,23812843,29558641,-19.44
2023/6/30,1717,2023/7/10,3448811,4158528,-17.07,-6.58,-3,20425201,25548603,-20.05
2023/5/31,1717,2023/6/9,3691766,4505625,-18.06,-0.47,-2,16976390,21390075,-20.63
2023/4/28,1717,2023/5/9,3709132,4520617,-17.95,-2.84,-1,13284624,16884450,-21.32
2023/3/31,1717,2023/4/10,3817497,5051983,-24.44,15.94,2,9575492,12363833,-22.55
2023/2/24,1717,2023/3/9,3292782,3275069,0.54,33.57,1,5757995,7311850,-21.25
2023/1/31,1717,2023/2/9,2465213,4036781,-38.93,-31.27,-3,2465213,4036781,-38.93
2022/10/31,1717,2022/11/9,4109743,4211682,-2.42,7.99,1,41352848,41635350,-0.68
2022/9/30,1717,2022/10/7,3805756,4401398,-13.53,-1.88,-6,37243105,37423668,-0.48
2022/8/31,1717,2022/9/8,3878708,4368209,-11.21,-3.28,-5,33437349,33022270,1.26
2022/7/29,1717,2022/8/9,4010038,4240587,-5.44,-3.57,-4,29558641,28654061,3.16
2022/6/30,1717,2022/7/8,4158528,4175807,-0.41,-7.7,-3,25548603,24413474,4.65
2022/5/31,1717,2022/6/9,4505625,4316922,4.37,-0.33,-2,21390075,20237667,5.69
2022/4/29,1717,2022/5/9,4520617,4718326,-4.19,-10.52,-1,16884450,15920745,6.05
2022/3/31,1717,2022/4/11,5051983,4454630,13.41,54.26,1,12363833,11202419,10.37
2022/2/25,1717,2022/3/9,3275069,2631509,24.46,-18.87,-2,7311850,6747789,8.36
2022/1/26,1717,2022/2/10,4036781,4116280,-1.93,-8.63,-1,4036781,4116280,-1.93
2023/9/28,1718,2023/10/11,3420387,2779499,23.06,-6.62,-1,29377964,25131858,16.9
2023/8/31,1718,2023/9/8,3662804,2973454,23.18,9.25,2,25957577,22352359,16.13
2023/7/31,1718,2023/8/10,3352660,2952896,13.54,3.87,1,22295770,19378905,15.05
2023/6/30,1718,2023/7/7,3227783,2756923,17.08,-5.88,-1,18943109,16426010,15.32
2023/5/31,1718,2023/6/8,3429587,2794081,22.74,13.25,2,15715326,13669087,14.97
2023/4/28,1718,2023/5/10,3028341,2823270,7.26,2.49,1,12285739,10875006,12.97
2023/3/31,1718,2023/4/12,2954711,2795604,5.69,-5.66,-2,9256401,8051736,14.96
2023/2/24,1718,2023/3/9,3131986,2295623,36.43,-1.19,-1,6301690,5256132,19.89
2023/1/31,1718,2023/2/9,3169704,2960509,7.07,16.45,1,3169704,2960509,7.07
2022/10/31,1718,2022/11/9,3152222,2966288,6.27,13.41,1,28284080,26766478,5.67
2022/9/30,1718,2022/10/7,2779499,2660048,4.49,-6.52,-1,25131858,23800190,5.6
2022/8/31,1718,2022/9/8,2973454,2735907,8.68,0.7,2,22352359,21140142,5.73
2022/7/29,1718,2022/8/10,2952896,2880141,2.53,7.11,1,19378905,18404235,5.3
2022/6/30,1718,2022/7/8,2756923,2548978,8.16,-1.33,-2,16426010,15524094,5.81
2022/5/31,1718,2022/6/10,2794081,2587885,7.97,-1.03,-1,13669087,12975116,5.35
2022/4/29,1718,2022/5/9,2823270,2680593,5.32,0.99,2,10875006,10387232,4.7
2022/3/31,1718,2022/4/11,2795604,2921189,-4.3,21.78,1,8051736,7706638,4.48
2022/2/25,1718,2022/3/8,2295623,2457848,-6.6,-22.46,-2,5256132,4785449,9.84
2022/1/26,1718,2022/2/14,2960509,2327601,27.19,-10.17,-1,2960509,2327601,27.19
2023/9/28,1720,2023/10/6,495586,577234,-14.14,-15.41,-1,4647391,4267765,8.9
2023/8/31,1720,2023/9/8,585898,509036,15.1,3.9,2,4151805,3690531,12.5
2023/7/31,1720,2023/8/9,563910,462839,21.84,13.59,1,3565907,3181495,12.08
2023/6/30,1720,2023/7/10,496451,545007,-8.91,-3.94,-1,3001996,2718656,10.42
2023/5/31,1720,2023/6/9,516803,505470,2.24,4.25,1,2505546,2173648,15.27
2023/4/28,1720,2023/5/9,495723,430810,15.07,-8.98,-1,1988743,1668178,19.22
2023/3/31,1720,2023/4/12,544635,433700,25.58,19.73,1,1493020,1237368,20.66
2023/2/24,1720,2023/3/9,454878,322740,40.94,-7.83,-3,948385,803669,18.01
2023/1/31,1720,2023/2/9,493507,480929,2.62,-5.56,-2,493507,480929,2.62
2023/9/28,1721,2023/10/6,206090,196164,5.06,23.07,3,1597691,2303802,-30.65
2023/8/31,1721,2023/9/7,167455,225643,-25.79,12.4,2,1391601,2107638,-33.97
2023/7/31,1721,2023/8/7,148976,230167,-35.27,19.75,1,1224146,1881995,-34.95
2023/6/30,1721,2023/7/7,124401,205457,-39.45,-40.17,-1,1075170,1651828,-34.91
2023/5/31,1721,2023/6/7,207930,327634,-36.54,24.24,1,950768,1446371,-34.27
2023/4/28,1721,2023/5/9,167367,321888,-48,-25.94,-1,742838,1118737,-33.6
2023/3/31,1721,2023/4/11,225991,342699,-34.06,23.54,2,575471,796849,-27.78
2023/2/24,1721,2023/3/8,182930,175985,3.95,9.83,1,349480,454150,-23.05
2023/1/31,1721,2023/2/7,166550,278165,-40.13,-36.29,-1,166550,278165,-40.13
2022/10/31,1721,2022/11/7,197109,269719,-26.92,0.48,1,2500911,2283019,9.54
2022/9/30,1721,2022/10/6,196164,225462,-12.99,-13.06,-2,2303802,2013300,14.43
2022/8/31,1721,2022/9/6,225643,194246,16.16,-1.97,-1,2107638,1787838,17.89
2022/7/29,1721,2022/8/9,230167,180460,27.54,12.03,1,1881995,1593592,18.1
2022/6/30,1721,2022/7/6,205457,243448,-15.61,-37.29,-1,1651828,1413132,16.89
2022/5/31,1721,2022/6/8,327634,230490,42.15,1.79,1,1446371,1169684,23.65
2022/4/29,1721,2022/5/9,321888,212536,51.45,-6.07,-1,1118737,939194,19.12
2022/3/31,1721,2022/4/7,342699,278527,23.04,94.73,1,796849,726658,9.66
2022/2/25,1721,2022/3/7,175985,180284,-2.38,-36.73,-1,454150,448131,1.34
2022/1/26,1721,2022/2/10,278165,267847,3.85,6.43,1,278165,267847,3.85
2023/9/28,1722,2023/10/6,966873,1201791,-19.55,-5.32,-1,12382418,11543061,7.27
2023/8/31,1722,2023/9/8,1021253,1318608,-22.55,9.8,1,11415545,10341270,10.39
2023/7/31,1722,2023/8/9,930082,1191512,-21.94,-74,-1,10394292,9022662,15.2
2023/6/30,1722,2023/7/10,3576861,1199247,198.26,225.1,1,9464210,7831150,20.85
2023/5/31,1722,2023/6/8,1100251,1151274,-4.43,-18.75,-1,5887349,6631903,-11.23
2023/4/28,1722,2023/5/9,1354134,1396356,-3.02,13.45,2,4787098,5480629,-12.65
2023/3/31,1722,2023/4/11,1193549,1481717,-19.45,10.62,1,3432964,4084273,-15.95
2023/2/24,1722,2023/3/9,1078965,1107210,-2.55,-7.02,-2,2239415,2602556,-13.95
2023/1/31,1722,2023/2/10,1160450,1495346,-22.4,-18.97,-1,1160450,1495346,-22.4
2022/10/31,1722,2022/11/9,990785,1100881,-10,-17.56,-2,12533846,9730423,28.81
2022/9/30,1722,2022/10/7,1201791,1171517,2.58,-8.86,-1,11543061,8629542,33.76
2022/8/31,1722,2022/9/8,1318608,996228,32.36,10.67,1,10341270,7458025,38.66
2022/7/29,1722,2022/8/9,1191512,901496,32.17,-0.64,-1,9022662,6461797,39.63
2022/6/30,1722,2022/7/8,1199247,1027962,16.66,4.17,1,7831150,5560301,40.84
2022/5/31,1722,2022/6/9,1151274,728505,58.03,-17.55,-2,6631903,4532339,46.32
2022/4/29,1722,2022/5/9,1396356,858319,62.68,-5.76,-1,5480629,3803834,44.08
2022/3/31,1722,2022/4/8,1481717,963772,53.74,33.82,1,4084273,2945516,38.66
2022/2/25,1722,2022/3/9,1107210,923777,19.86,-25.96,-2,2602556,1981743,31.33
2022/1/26,1722,2022/2/11,1495346,1057966,41.34,-34.44,-1,1495346,1057966,41.34
2023/9/28,1723,2023/10/11,530119,778765,-31.93,-20.42,-1,6403677,8223703,-22.13
2023/8/31,1723,2023/9/8,666121,865016,-22.99,3.67,1,5873558,7444938,-21.11
2023/7/31,1723,2023/8/7,642568,964882,-33.4,-12.9,-1,5207437,6579922,-20.86
2023/6/30,1723,2023/7/7,737721,1067016,-30.86,26.24,1,4564869,5615040,-18.7
2023/5/31,1723,2023/6/8,584378,916336,-36.23,-39.86,-1,3827148,4548024,-15.85
2023/4/28,1723,2023/5/8,971662,1258776,-22.81,27.97,1,3242770,3631688,-10.71
2023/3/31,1723,2023/4/11,759290,885939,-14.3,-9.59,-1,2271108,2372566,-4.28
2023/2/24,1723,2023/3/8,839791,656535,27.91,24.96,1,1511818,1486627,1.69
2023/1/31,1723,2023/2/8,672027,830092,-19.04,-8.01,-1,672027,830092,-19.04
2022/10/31,1723,2022/11/8,977671,655718,49.1,25.54,1,9201374,6572259,40
2022/9/30,1723,2022/10/7,778765,795130,-2.06,-9.97,-3,8223703,5916541,39
2022/8/31,1723,2022/9/7,865016,751480,15.11,-10.35,-2,7444938,5121411,45.37
2022/7/29,1723,2022/8/8,964882,749190,28.79,-9.57,-1,6579922,4369931,50.57
2022/6/30,1723,2022/7/8,1067016,659493,61.79,16.44,1,5615040,3620741,55.08
2022/5/31,1723,2022/6/9,916336,642982,42.51,-27.2,-1,4548024,2961248,53.58
2022/4/29,1723,2022/5/5,1258776,649410,93.83,42.08,2,3631688,2318266,56.66
2022/3/31,1723,2022/4/7,885939,706902,25.33,34.94,1,2372566,1668856,42.17
2022/2/25,1723,2022/3/8,656535,505420,29.9,-20.91,-1,1486627,961954,54.54
2022/1/26,1723,2022/2/10,830092,456534,81.82,18.79,1,830092,456534,81.82
2023/9/28,1725,2023/10/5,604467,623168,-3,-16.85,-1,5644888,7179399,-21.37
2023/8/31,1725,2023/9/7,726950,646962,12.36,23.66,2,5040421,6556231,-23.12
2023/7/31,1725,2023/8/7,587885,632445,-7.05,17.89,1,4313471,5909269,-27
2023/6/30,1725,2023/7/6,498679,947350,-47.36,-23.47,-3,3725586,5276824,-29.4
2023/5/31,1725,2023/6/6,651621,822835,-20.81,-3.4,-2,3226907,4329474,-25.47
2023/4/28,1725,2023/5/8,674543,916035,-26.36,-10.05,-1,2575286,3506639,-26.56
2023/3/31,1725,2023/4/10,749933,1071627,-30.02,22.21,2,1900743,2590604,-26.63
2023/2/24,1725,2023/3/6,613630,680806,-9.87,14.23,1,1150810,1518977,-24.24
2023/1/31,1725,2023/2/7,537180,838171,-35.91,-23.52,-1,537180,838171,-35.91
2023/9/28,1726,2023/10/11,708441,789203,-10.23,-9.68,-1,6836552,7092787,-3.61
2023/8/31,1726,2023/9/11,784327,763776,2.69,11,1,6128111,6303584,-2.78
2023/7/31,1726,2023/8/10,706595,791287,-10.7,-6.27,-1,5343785,5539808,-3.54
2023/6/30,1726,2023/7/10,753886,753876,0,3.65,2,4638716,4748521,-2.31
2023/5/31,1726,2023/6/9,727324,784344,-7.27,4.77,1,3884830,3994645,-2.75
2023/4/28,1726,2023/5/10,694234,749504,-7.37,-20.69,-1,3157505,3210301,-1.64
2023/3/31,1726,2023/4/12,875292,979393,-10.63,7,2,2459739,2460797,-0.04
2023/2/24,1726,2023/3/9,818068,608193,34.51,6.74,1,1584447,1481404,6.96
2023/1/31,1726,2023/2/9,766379,873211,-12.23,-18.24,-1,766379,873211,-12.23
2023/9/28,1727,2023/10/7,151735,198647,-23.62,9.57,1,1299069,1740407,-25.36
2023/8/31,1727,2023/9/8,138477,192152,-27.93,-4.09,-1,1147334,1541760,-25.58
2023/7/31,1727,2023/8/9,144381,192762,-25.1,9.06,1,1008857,1349608,-25.25
2023/6/30,1727,2023/7/7,132386,178553,-25.86,-15.18,-1,864476,1156846,-25.27
2023/5/31,1727,2023/6/9,156072,195523,-20.18,16.96,1,732090,978293,-25.17
2023/4/28,1727,2023/5/10,133444,181274,-26.39,-17.08,-1,576018,782770,-26.41
2023/3/31,1727,2023/4/10,160933,233593,-31.11,8.94,2,442574,601496,-26.42
2023/2/24,1727,2023/3/9,147732,190368,-22.4,10.32,1,281641,367903,-23.45
2023/1/31,1727,2023/2/10,133909,177535,-24.57,-26.58,-2,133909,177535,-24.57
2023/9/28,1730,2023/10/6,218065,240248,-9.23,5.11,1,1958027,2121104,-7.69
2023/8/31,1730,2023/9/8,207472,266545,-22.16,-1.2,-2,1739962,1880855,-7.49
2023/7/31,1730,2023/8/10,209982,204056,2.9,-5.53,-1,1532489,1614311,-5.07
2023/6/30,1730,2023/7/10,222266,227339,-2.23,7.51,2,1322507,1410255,-6.22
2023/5/31,1730,2023/6/9,206746,213814,-3.31,6.34,1,1100241,1182916,-6.99
2023/4/28,1730,2023/5/10,194415,174124,11.65,-6.56,-1,893496,969102,-7.8
2023/3/31,1730,2023/4/10,208074,187037,11.25,13.12,1,699081,794978,-12.06
2023/2/24,1730,2023/3/10,183946,161381,13.98,-40.09,-1,491007,607941,-19.23
2023/1/31,1730,2023/2/10,307061,446559,-31.24,46.48,1,307061,446559,-31.24
2023/9/28,1731,2023/10/3,105364,98291,7.2,3.86,2,963924,936460,2.93
2023/8/31,1731,2023/9/8,101448,103953,-2.41,4.76,1,858560,838169,2.43
2023/7/31,1731,2023/8/7,96834,105362,-8.09,-7.36,-1,757112,734215,3.12
2023/6/30,1731,2023/7/7,104522,117402,-10.97,0.14,1,660277,628853,5
2023/5/31,1731,2023/6/5,104374,80626,29.45,-1.91,-2,555755,511451,8.66
2023/4/28,1731,2023/5/8,106407,92431,15.12,-21.08,-1,451381,430825,4.77
2023/3/31,1731,2023/4/10,134821,98009,37.56,48.68,1,344974,338394,1.94
2023/2/24,1731,2023/3/6,90679,86385,4.97,-24.1,-1,210153,240385,-12.58
2023/1/31,1731,2023/2/10,119473,154000,-22.42,9.59,2,119473,154000,-22.42
2023/9/28,1732,2023/10/11,44484,45933,-3.15,7.16,1,417962,447187,-6.54
2023/8/31,1732,2023/9/11,41511,46050,-9.86,-3.51,-3,373478,401254,-6.92
2023/7/31,1732,2023/8/10,43021,49203,-12.56,-14.21,-2,331968,355204,-6.54
2023/6/30,1732,2023/7/10,50146,56065,-10.56,-6.31,-1,288947,306001,-5.57
2023/5/31,1732,2023/6/9,53523,52899,1.18,7.44,3,238801,249936,-4.46
2023/4/28,1732,2023/5/10,49816,49366,0.91,6.41,2,185278,197037,-5.97
2023/3/31,1732,2023/4/12,46817,47939,-2.34,8.28,1,135463,147672,-8.27
2023/2/24,1732,2023/3/9,43238,40365,7.12,-4.78,-2,88646,99732,-11.12
2023/1/31,1732,2023/2/10,45408,59368,-23.51,-11.5,-1,45408,59368,-23.51
2023/9/28,1733,2023/10/6,115344,203242,-43.25,-21.74,-2,1266309,1735537,-27.04
2023/8/31,1733,2023/9/8,147378,198847,-25.88,-1.6,-1,1150965,1532295,-24.89
2023/7/31,1733,2023/8/8,149769,203389,-26.36,15.36,1,1003587,1333448,-24.74
2023/6/30,1733,2023/7/7,129824,188243,-31.03,-5.11,-3,853818,1130059,-24.44
2023/5/31,1733,2023/6/9,136814,211675,-35.37,-9.18,-2,723994,941816,-23.13
2023/4/28,1733,2023/5/9,150643,208187,-27.64,-5.91,-1,587180,730141,-19.58
2023/3/31,1733,2023/4/10,160102,175276,-8.66,18.29,1,436537,521954,-16.36
2023/2/24,1733,2023/3/8,135344,185661,-27.1,-4.07,-3,276435,346678,-20.26
2023/1/31,1733,2023/2/8,141091,161017,-12.38,-11.6,-2,141091,161017,-12.38
2023/9/28,1734,2023/10/11,265696,276864,-4.03,16.99,3,2215917,2094288,5.81
2023/8/31,1734,2023/9/11,227103,240083,-5.41,1.03,2,1950221,1817424,7.31
2023/7/31,1734,2023/8/10,224786,193219,16.34,0.83,1,1723118,1577341,9.24
2023/6/30,1734,2023/7/10,222942,239595,-6.95,-15.83,-1,1498332,1384122,8.25
2023/5/31,1734,2023/6/9,264870,257980,2.67,10.56,1,1275390,1144527,11.43
2023/4/28,1734,2023/5/10,239580,217214,10.3,-27.39,-1,1010520,886547,13.98
2023/3/31,1734,2023/4/11,329968,262316,25.79,55.42,1,770940,669333,15.18
2023/2/24,1734,2023/3/10,212309,166743,27.33,-7.15,-3,440972,407017,8.34
2023/1/31,1734,2023/2/10,228663,240274,-4.83,-8.57,-2,228663,240274,-4.83
2023/9/28,1735,2023/10/6,208998,237879,-12.14,-8.87,-1,1750026,2327755,-24.82
2023/8/31,1735,2023/9/8,229340,242407,-5.39,19.63,2,1541028,2089876,-26.26
2023/7/31,1735,2023/8/8,191715,229032,-16.29,4.49,1,1311688,1847469,-29
2023/6/30,1735,2023/7/7,183485,275565,-33.41,-2.26,-1,1119973,1618437,-30.8
2023/5/31,1735,2023/6/9,187734,286089,-34.38,5.47,1,936488,1342873,-30.26
2023/4/28,1735,2023/5/9,178002,256244,-30.53,-30.05,-1,748753,1056783,-29.15
2023/3/31,1735,2023/4/10,254467,334862,-24.01,35.31,2,570752,800540,-28.7
2023/2/24,1735,2023/3/8,188061,227511,-17.34,46.67,1,316285,465678,-32.08
2023/1/31,1735,2023/2/10,128223,238167,-46.16,-36.05,-5,128223,238167,-46.16
2023/9/28,1736,2023/10/11,3587203,3274749,9.54,9.49,2,25312619,22137620,14.34
2023/8/31,1736,2023/9/7,3276394,2762353,18.61,18.5,1,21716538,18862871,15.13
2023/7/31,1736,2023/8/8,2764855,2009065,37.62,-11.71,-1,18436494,16100518,14.51
2023/6/30,1736,2023/7/10,3131669,2180683,43.61,0.95,2,15654003,14099737,11.02
2023/5/31,1736,2023/6/7,3102338,2247498,38.04,28.78,1,12547090,11919054,5.27
2023/4/28,1736,2023/5/10,2408997,2144930,12.31,-16.31,-1,9444344,9671555,-2.35
2023/3/31,1736,2023/4/10,2878493,2572322,11.9,37.88,2,7032467,7526625,-6.57
2023/2/24,1736,2023/3/7,2087740,2376568,-12.15,0.74,1,4150872,4956385,-16.25
2023/1/31,1736,2023/2/8,2072491,2579816,-19.67,-56.02,-1,2072491,2579816,-19.67
2023/9/28,1737,2023/10/11,332827,332826,0,4.4,2,2645250,2769223,-4.48
2023/8/31,1737,2023/9/8,318789,334505,-4.7,18.44,1,2312423,2436397,-5.09
2023/7/31,1737,2023/8/8,269146,305192,-11.81,-4.91,-2,1993634,2101892,-5.15
2023/6/30,1737,2023/7/10,283034,276814,2.25,-10.38,-1,1724488,1796700,-4.02
2023/5/31,1737,2023/6/8,315818,296471,6.53,21.17,1,1441454,1519886,-5.16
2023/4/28,1737,2023/5/8,260635,300262,-13.2,-11.41,-1,1125636,1223415,-7.99
2023/3/31,1737,2023/4/12,294205,371648,-20.84,17.44,1,865001,923153,-6.3
2023/2/24,1737,2023/3/8,250507,212495,17.89,-21.79,-1,570796,551505,3.5
2023/1/31,1737,2023/2/8,320289,339010,-5.52,19.38,1,320289,339010,-5.52
2023/9/28,1742,2023/10/11,23139,81570,-71.63,60.02,1,291385,425212,-31.47
2023/8/31,1742,2023/9/11,14460,35053,-58.75,-38.43,-3,268246,343642,-21.94
2023/7/31,1742,2023/8/10,23486,49793,-52.83,-29.3,-2,253786,308590,-17.76
2023/6/30,1742,2023/7/10,33219,53726,-38.17,-53.08,-1,230300,258797,-11.01
2023/5/31,1742,2023/6/9,70793,35961,96.86,221.93,1,197081,205071,-3.9
2023/4/28,1742,2023/5/10,21990,32909,-33.18,-57.53,-1,126288,169110,-25.32
2023/3/31,1742,2023/4/12,51772,64788,-20.09,62.85,2,104298,136201,-23.42
2023/2/24,1742,2023/3/10,31791,26943,17.99,53.32,1,52526,71413,-26.45
2023/1/31,1742,2023/2/10,20735,44471,-53.37,-27.7,-1,20735,44471,-53.37
2022/10/31,1742,2022/11/10,12914,21029,-38.59,-84.17,-1,438125,430433,1.79
2022/9/30,1742,2022/10/11,81570,84081,-2.99,132.7,1,425212,409404,3.86
2022/8/31,1742,2022/9/12,35053,31366,11.75,-29.6,-2,343642,325323,5.63
2022/7/29,1742,2022/8/10,49793,21739,129.05,-7.32,-1,308590,293957,4.98
2022/6/30,1742,2022/7/8,53726,110589,-51.42,49.4,2,258797,272219,-4.93
2022/5/31,1742,2022/6/10,35961,39458,-8.86,9.27,1,205071,161630,26.88
2022/4/29,1742,2022/5/10,32909,18137,81.45,-49.21,-1,169110,122172,38.42
2022/3/31,1742,2022/4/11,64788,41861,54.77,140.46,1,136201,104035,30.92
2022/2/25,1742,2022/3/10,26943,44937,-40.04,-39.41,-1,71413,62175,14.86
2022/1/26,1742,2022/2/14,44471,17238,157.98,7.14,3,44471,17238,157.98
2023/9/28,1752,2023/10/6,167453,158742,5.49,-13.42,-1,1633918,1339442,21.98
2023/8/31,1752,2023/9/7,193411,151201,27.92,9.77,1,1466465,1180700,24.2
2023/7/31,1752,2023/8/10,176193,180890,-2.6,-0.43,-2,1273054,1029499,23.66
2023/6/30,1752,2023/7/10,176948,173736,1.85,-5.01,-1,1096861,848609,29.25
2023/5/31,1752,2023/6/7,186278,153181,21.61,16.02,1,919913,674873,36.31
2023/4/28,1752,2023/5/10,160551,145938,10.01,-33.57,-1,733635,521692,40.63
2023/3/31,1752,2023/4/11,241671,141154,71.21,45.24,2,573084,375754,52.52
2023/2/24,1752,2023/3/6,166390,92399,80.08,0.83,1,331413,234600,41.27
2023/1/31,1752,2023/2/4,165023,142201,16.05,-16.47,-1,165023,142201,16.05
2023/9/28,1760,2023/10/11,115669,156797,-26.23,-52.6,-1,1353209,1930920,-29.92
2023/8/31,1760,2023/9/8,244031,345476,-29.36,112.37,1,1237540,1774124,-30.25
2023/7/31,1760,2023/8/9,114909,159290,-27.86,-8.64,-2,993510,1428647,-30.46
2023/6/30,1760,2023/7/10,125781,242694,-48.17,-44.18,-1,878601,1269358,-30.78
2023/5/31,1760,2023/6/8,225334,388449,-41.99,89.42,1,752820,1026664,-26.67
2023/4/28,1760,2023/5/9,118958,183649,-35.23,-1.19,-2,527486,638215,-17.35
2023/3/31,1760,2023/4/11,120390,140211,-14.14,-39.24,-1,408529,454566,-10.13
2023/2/24,1760,2023/3/9,198126,194689,1.77,120.11,1,288139,314355,-8.34
2023/1/31,1760,2023/2/9,90013,119666,-24.78,-30.99,-2,90013,119666,-24.78
2023/9/28,1762,2023/10/6,74242,178072,-58.31,-53.2,-1,1631089,1574667,3.58
2023/8/31,1762,2023/9/8,158641,156945,1.08,49.28,1,1556847,1396595,11.47
2023/7/31,1762,2023/8/10,106273,130715,-18.7,-19.59,-5,1398206,1239650,12.79
2023/6/30,1762,2023/7/10,132165,239655,-44.85,-26.99,-4,1291933,1108935,16.5
2023/5/31,1762,2023/6/9,181028,120712,49.97,-15.13,-3,1159768,869280,33.42
2023/4/28,1762,2023/5/10,213290,219036,-2.62,-1.67,-2,978740,748568,30.75
2023/3/31,1762,2023/4/10,216908,268869,-19.33,-24.07,-1,765450,529532,44.55
2023/2/24,1762,2023/3/10,285652,117001,144.14,8.66,2,548542,260663,110.44
2023/1/31,1762,2023/2/9,262890,143662,82.99,77.46,1,262890,143662,82.99
2023/9/28,1773,2023/10/4,875068,884802,-1.1,0.03,3,7297104,8805725,-17.13
2023/8/31,1773,2023/9/7,874848,973028,-10.09,13.27,2,6422036,7920923,-18.92
2023/7/31,1773,2023/8/3,772362,900338,-14.21,0.06,1,5547188,6947895,-20.16
2023/6/30,1773,2023/7/5,771881,1014151,-23.89,-2.4,-1,4774826,6047557,-21.05
2023/5/31,1773,2023/6/5,790846,997238,-20.7,4.18,1,3992980,5033406,-20.67
2023/4/28,1773,2023/5/3,759082,989747,-23.31,-11.02,-1,3202134,4036168,-20.66
2023/3/31,1773,2023/4/6,853122,1095480,-22.12,0.22,2,2443052,3046421,-19.81
2023/2/24,1773,2023/3/2,851277,890516,-4.41,15.25,1,1589930,1950941,-18.5
2023/1/31,1773,2023/2/3,738653,1060458,-30.35,-9.24,-5,738653,1060458,-30.35
2022/10/31,1773,2022/11/3,866154,1032653,-16.12,-2.11,-2,9671879,9034683,7.05
2022/9/30,1773,2022/10/4,884802,995468,-11.12,-9.07,-1,8805725,8002030,10.04
2022/8/31,1773,2022/9/2,973028,1008976,-3.56,8.07,1,7920923,7006562,13.05
2022/7/29,1773,2022/8/3,900338,982433,-8.36,-11.22,-1,6947895,5997586,15.84
2022/6/30,1773,2022/7/5,1014151,920823,10.14,1.7,2,6047557,5015153,20.59
2022/5/31,1773,2022/6/6,997238,945261,5.5,0.76,1,5033406,4094330,22.94
2022/4/29,1773,2022/5/4,989747,855267,15.72,-9.65,-1,4036168,3149069,28.17
2022/3/31,1773,2022/4/6,1095480,851219,28.7,23.02,1,3046421,2293802,32.81
2022/2/25,1773,2022/3/2,890516,682494,30.48,-16.03,-1,1950941,1442583,35.24
2022/1/26,1773,2022/2/9,1060458,760089,39.52,2.59,1,1060458,760089,39.52
2023/9/28,1776,2023/10/11,109181,104345,4.63,7.13,5,875051,1122736,-22.06
2023/8/31,1776,2023/9/8,101916,126953,-19.72,0.05,4,765870,1018391,-24.8
2023/7/31,1776,2023/8/8,101861,101105,0.75,20.88,3,663954,891438,-25.52
2023/6/30,1776,2023/7/10,84266,105956,-20.47,4.04,2,562093,790333,-28.88
2023/5/31,1776,2023/6/8,80995,117032,-30.79,4.31,1,477827,684377,-30.18
2023/4/28,1776,2023/5/8,77646,149829,-48.18,-32.03,-1,396832,567345,-30.05
2023/3/31,1776,2023/4/12,114228,184762,-38.18,12.54,1,319186,417516,-23.55
2023/2/24,1776,2023/3/9,101502,120723,-15.92,-1.89,-4,204958,232754,-11.94
