證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張)
2534 宏盛,2023/9/7,2534,-76,-1,-27,-104
2534 宏盛,2023/9/6,2534,-73,-1,-32,-106
2534 宏盛,2023/9/5,2534,-90,-3,0,-93
2534 宏盛,2023/9/4,2534,83,0,-5,78
2534 宏盛,2023/9/1,2534,38,0,-4,34
2534 宏盛,2023/8/31,2534,19,0,0,19
2534 宏盛,2023/8/30,2534,-5,0,2,-3
2534 宏盛,2023/8/29,2534,-14,0,0,-14
2534 宏盛,2023/8/28,2534,-50,-1,-7,-58
2534 宏盛,2023/8/25,2534,-61,-1,-6,-68
2534 宏盛,2023/8/24,2534,53,-3,0,50
2534 宏盛,2023/8/23,2534,-122,0,0,-122
2534 宏盛,2023/8/22,2534,-235,0,-7,-242
2534 宏盛,2023/8/21,2534,-178,0,0,-178
2534 宏盛,2023/8/18,2534,-411,-3,5,-409
2534 宏盛,2023/8/17,2534,71,0,-33,38
2534 宏盛,2023/8/16,2534,75,0,-10,65
2534 宏盛,2023/8/15,2534,210,-4,-15,191
2534 宏盛,2023/8/14,2534,-15,-1,-90,-106
2534 宏盛,2023/8/11,2534,-180,1,-5,-184
2534 宏盛,2023/8/10,2534,-204,0,-11,-215
2534 宏盛,2023/8/9,2534,-112,-1,-4,-117
2534 宏盛,2023/8/8,2534,-61,0,-52,-113
2534 宏盛,2023/8/7,2534,16,2,22,40
2534 宏盛,2023/8/4,2534,651,82,27,760
2534 宏盛,2023/8/2,2534,220,85,-87,218
2534 宏盛,2023/8/1,2534,540,0,1,541
2534 宏盛,2023/7/31,2534,-85,0,25,-60
2534 宏盛,2023/7/28,2534,-30,0,-1,-31
2534 宏盛,2023/7/27,2534,-123,0,0,-123
2534 宏盛,2023/7/26,2534,400,-5,0,395
2534 宏盛,2023/7/25,2534,-470,-5,10,-465
2534 宏盛,2023/7/24,2534,-693,-4,13,-684
2534 宏盛,2023/7/21,2534,225,-5,56,276
2534 宏盛,2023/7/20,2534,2294,-1,-851,1442
2534 宏盛,2023/7/19,2534,-713,-2,-8,-723
2534 宏盛,2023/7/18,2534,-450,-88,-26,-564
2534 宏盛,2023/7/17,2534,-202,-3,-15,-220
2534 宏盛,2023/7/14,2534,-203,-1,430,226
2534 宏盛,2023/7/13,2534,-538,-4,423,-119
2534 宏盛,2023/7/12,2534,-411,-2,-17,-430
2534 宏盛,2023/7/11,2534,257,-1,0,256
2534 宏盛,2023/7/10,2534,-285,0,-32,-317
2534 宏盛,2023/7/7,2534,-352,0,-24,-376
2534 宏盛,2023/7/6,2534,-510,-3,-14,-527
2534 宏盛,2023/7/5,2534,-134,-1,-41,-176
2534 宏盛,2023/7/4,2534,-314,-2,-43,-359
2534 宏盛,2023/7/3,2534,-127,0,8,-119
2534 宏盛,2023/6/30,2534,-127,0,0,-127
2534 宏盛,2023/6/29,2534,-119,0,32,-87
2534 宏盛,2023/6/28,2534,-92,-1,28,-65
2534 宏盛,2023/6/27,2534,7,0,19,26
2534 宏盛,2023/6/26,2534,-62,0,5,-57
2534 宏盛,2023/6/21,2534,40,-2,1,39
2534 宏盛,2023/6/20,2534,3,-1,-3,-1
2534 宏盛,2023/6/19,2534,-124,-1,-4,-129
2534 宏盛,2023/6/16,2534,-61,0,6,-55
2534 宏盛,2023/6/15,2534,-167,-7,0,-174
2534 宏盛,2023/6/14,2534,-4,-2,16,10
2534 宏盛,2023/6/13,2534,108,-1,31,138
2534 宏盛,2023/6/12,2534,-84,0,-16,-100
2534 宏盛,2023/6/9,2534,13,0,0,13
2534 宏盛,2023/6/8,2534,42,-4,-1,37
2534 宏盛,2023/6/7,2534,28,0,4,32
2534 宏盛,2023/6/6,2534,52,-1,-6,45
2534 宏盛,2023/6/5,2534,119,-2,44,161
2534 宏盛,2023/6/2,2534,181,-5,7,183
2534 宏盛,2023/6/1,2534,39,-151,-31,-143
2535 達欣工,2023/9/19,2535,47,0,-6,41
2535 達欣工,2023/9/18,2535,-12,0,-1,-13
2535 達欣工,2023/9/15,2535,-134,0,8,-126
2535 達欣工,2023/9/14,2535,-31,0,0,-31
2535 達欣工,2023/9/13,2535,-53,0,0,-53
2535 達欣工,2023/9/12,2535,-10,0,0,-10
2535 達欣工,2023/9/11,2535,-42,0,1,-41
2535 達欣工,2023/9/8,2535,-12,0,1,-11
2535 達欣工,2023/9/7,2535,-25,0,-14,-39
2535 達欣工,2023/9/6,2535,-123,0,-39,-162
2535 達欣工,2023/9/5,2535,-91,0,1,-90
2535 達欣工,2023/9/4,2535,165,0,71,236
2535 達欣工,2023/9/1,2535,149,0,32,181
2535 達欣工,2023/8/31,2535,36,0,56,92
2535 達欣工,2023/8/30,2535,-115,0,2,-113
2535 達欣工,2023/8/29,2535,37,0,1,38
2535 達欣工,2023/8/28,2535,-40,0,-9,-49
2535 達欣工,2023/8/25,2535,95,0,-5,90
2535 達欣工,2023/8/24,2535,80,0,-44,36
2535 達欣工,2023/8/23,2535,-33,0,0,-33
2535 達欣工,2023/8/22,2535,-116,0,0,-116
2535 達欣工,2023/8/21,2535,42,0,0,42
2535 達欣工,2023/8/18,2535,112,0,12,124
2535 達欣工,2023/8/17,2535,3,0,41,44
2535 達欣工,2023/8/16,2535,-78,0,20,-58
2535 達欣工,2023/8/15,2535,344,0,3,347
2535 達欣工,2023/8/14,2535,-67,0,-3,-70
2535 達欣工,2023/8/11,2535,-13,0,-2,-15
2535 達欣工,2023/8/10,2535,-99,0,0,-99
2535 達欣工,2023/8/9,2535,175,0,-13,162
2535 達欣工,2023/8/8,2535,-83,0,-44,-127
2535 達欣工,2023/8/7,2535,-39,0,-23,-62
2535 達欣工,2023/8/4,2535,4,0,8,12
2535 達欣工,2023/8/2,2535,-97,0,-21,-118
2535 達欣工,2023/8/1,2535,-5,0,0,-5
2535 達欣工,2023/7/31,2535,162,0,-8,154
2535 達欣工,2023/7/28,2535,119,0,0,119
2535 達欣工,2023/7/27,2535,223,0,4,227
2535 達欣工,2023/7/26,2535,246,0,35,281
2535 達欣工,2023/7/25,2535,353,0,16,369
2535 達欣工,2023/7/24,2535,-147,0,-1,-148
2535 達欣工,2023/7/21,2535,-93,0,13,-80
2535 達欣工,2023/7/20,2535,67,0,-22,45
2535 達欣工,2023/7/19,2535,-175,0,-14,-189
2535 達欣工,2023/7/18,2535,-177,0,-46,-223
2535 達欣工,2023/7/17,2535,-160,0,-35,-195
2535 達欣工,2023/7/14,2535,30,0,1,31
2535 達欣工,2023/7/13,2535,-26,0,0,-26
2535 達欣工,2023/7/12,2535,-13,0,-68,-81
2535 達欣工,2023/7/11,2535,-32,0,-20,-52
2535 達欣工,2023/7/10,2535,-108,0,-8,-116
2535 達欣工,2023/7/7,2535,-18,0,-15,-33
2535 達欣工,2023/7/6,2535,-77,0,-11,-88
2535 達欣工,2023/7/5,2535,107,0,-25,82
2535 達欣工,2023/7/4,2535,190,0,-3,187
2535 達欣工,2023/7/3,2535,209,0,15,224
2535 達欣工,2023/6/30,2535,6,0,34,40
2535 達欣工,2023/6/29,2535,-64,0,36,-28
2535 達欣工,2023/6/28,2535,74,0,29,103
2535 達欣工,2023/6/27,2535,-120,0,25,-95
2535 達欣工,2023/6/26,2535,-50,0,6,-44
2535 達欣工,2023/6/21,2535,-25,0,0,-25
2535 達欣工,2023/6/20,2535,-11,0,0,-11
2535 達欣工,2023/6/19,2535,45,0,-11,34
2535 達欣工,2023/6/16,2535,118,0,10,128
2535 達欣工,2023/6/15,2535,23,0,-33,-10
2535 達欣工,2023/6/14,2535,8,0,12,20
2535 達欣工,2023/6/13,2535,99,0,23,122
2535 達欣工,2023/6/12,2535,-114,0,-16,-130
2535 達欣工,2023/6/9,2535,-27,0,8,-19
2535 達欣工,2023/6/8,2535,-44,0,11,-33
2535 達欣工,2023/6/7,2535,-90,0,-12,-102
2535 達欣工,2023/6/6,2535,158,0,10,168
2535 達欣工,2023/6/5,2535,135,0,21,156
2535 達欣工,2023/6/2,2535,-196,0,6,-190
2535 達欣工,2023/6/1,2535,-34,0,34,0
2536 宏普,2023/9/19,2536,-23,0,-4,-27
2536 宏普,2023/9/18,2536,-62,0,0,-62
2536 宏普,2023/9/15,2536,-47,0,5,-42
2536 宏普,2023/9/14,2536,92,0,0,92
2536 宏普,2023/9/13,2536,-4,0,0,-4
2536 宏普,2023/9/12,2536,-25,0,0,-25
2536 宏普,2023/9/11,2536,31,0,73,104
2536 宏普,2023/9/8,2536,-16,0,-4,-20
2536 宏普,2023/9/7,2536,-21,0,-1,-22
2536 宏普,2023/9/6,2536,-41,0,0,-41
2536 宏普,2023/9/5,2536,10,0,0,10
2536 宏普,2023/9/4,2536,-21,0,0,-21
2536 宏普,2023/9/1,2536,-59,0,0,-59
2536 宏普,2023/8/31,2536,-23,0,0,-23
2536 宏普,2023/8/30,2536,102,0,0,102
2536 宏普,2023/8/29,2536,75,0,0,75
2536 宏普,2023/8/28,2536,16,0,0,16
2536 宏普,2023/8/25,2536,57,0,-2,55
2536 宏普,2023/8/24,2536,-67,0,0,-67
2536 宏普,2023/8/23,2536,-61,0,-4,-65
2536 宏普,2023/8/22,2536,-83,0,-6,-89
2536 宏普,2023/8/21,2536,-165,0,0,-165
2536 宏普,2023/8/18,2536,-10,0,-3,-13
2536 宏普,2023/8/17,2536,-67,0,-6,-73
2536 宏普,2023/8/16,2536,-59,0,1,-58
2536 宏普,2023/8/15,2536,-5,0,0,-5
2536 宏普,2023/8/14,2536,-52,0,-1,-53
2536 宏普,2023/8/11,2536,-13,0,7,-6
2536 宏普,2023/8/10,2536,-133,0,0,-133
2536 宏普,2023/8/9,2536,-72,0,11,-61
2536 宏普,2023/8/8,2536,-42,0,-41,-83
2536 宏普,2023/8/7,2536,106,0,-31,75
2536 宏普,2023/8/4,2536,184,0,-27,157
2536 宏普,2023/8/2,2536,410,0,-26,384
2536 宏普,2023/8/1,2536,242,0,0,242
2536 宏普,2023/7/31,2536,16,0,-1,15
2536 宏普,2023/7/28,2536,57,0,-1,56
2536 宏普,2023/7/27,2536,-30,0,0,-30
2536 宏普,2023/7/26,2536,30,0,0,30
2536 宏普,2023/7/25,2536,-113,0,0,-113
2536 宏普,2023/7/24,2536,-350,0,-116,-466
2536 宏普,2023/7/21,2536,-40,0,0,-40
2536 宏普,2023/7/20,2536,-72,0,0,-72
2536 宏普,2023/7/19,2536,-23,0,-4,-27
2536 宏普,2023/7/18,2536,-272,0,2,-270
2536 宏普,2023/7/17,2536,-61,0,1,-60
2536 宏普,2023/7/14,2536,-26,0,0,-26
2536 宏普,2023/7/13,2536,-19,0,1,-18
2536 宏普,2023/7/12,2536,5,0,0,5
2536 宏普,2023/7/11,2536,-15,0,2,-13
2536 宏普,2023/7/10,2536,-6,0,-3,-9
2536 宏普,2023/7/7,2536,-3,0,-2,-5
2536 宏普,2023/7/6,2536,15,0,-7,8
2536 宏普,2023/7/5,2536,6,0,-2,4
2536 宏普,2023/7/4,2536,-122,0,-1,-123
2536 宏普,2023/7/3,2536,-69,0,39,-30
2536 宏普,2023/6/30,2536,103,0,0,103
2536 宏普,2023/6/29,2536,145,0,-3,142
2536 宏普,2023/6/28,2536,346,0,-12,334
2536 宏普,2023/6/27,2536,-20,0,0,-20
2536 宏普,2023/6/26,2536,18,0,0,18
2536 宏普,2023/6/21,2536,100,0,-3,97
2536 宏普,2023/6/20,2536,-19,0,-1,-20
2536 宏普,2023/6/19,2536,-7,0,0,-7
2536 宏普,2023/6/16,2536,-31,0,21,-10
2536 宏普,2023/6/15,2536,21,0,0,21
2536 宏普,2023/6/14,2536,-18,0,-3,-21
2536 宏普,2023/6/13,2536,183,0,0,183
2536 宏普,2023/6/12,2536,281,0,-3,278
2536 宏普,2023/6/9,2536,51,0,-1,50
2536 宏普,2023/6/8,2536,-53,0,1,-52
2536 宏普,2023/6/7,2536,100,0,7,107
2536 宏普,2023/6/6,2536,80,0,27,107
2536 宏普,2023/6/5,2536,45,0,45,90
2536 宏普,2023/6/2,2536,19,0,34,53
2536 宏普,2023/6/1,2536,-41,0,1,-40
2537 聯上發,2023/9/19,2537,416,0,-3,413
2537 聯上發,2023/9/18,2537,1046,0,-2,1044
2537 聯上發,2023/9/15,2537,50,0,0,50
2537 聯上發,2023/9/14,2537,-107,0,0,-107
2537 聯上發,2023/9/13,2537,-545,0,0,-545
2537 聯上發,2023/9/12,2537,710,0,0,710
2537 聯上發,2023/9/11,2537,640,0,-2,638
2537 聯上發,2023/9/8,2537,480,0,-1,479
2537 聯上發,2023/9/7,2537,28,0,-1,27
2537 聯上發,2023/9/6,2537,189,0,-23,166
2537 聯上發,2023/9/5,2537,279,0,0,279
2537 聯上發,2023/9/4,2537,695,0,-8,687
2537 聯上發,2023/9/1,2537,-17,0,31,14
2537 聯上發,2023/8/31,2537,-1,0,0,-1
2537 聯上發,2023/8/30,2537,-570,0,0,-570
2537 聯上發,2023/8/29,2537,857,0,0,857
2537 聯上發,2023/8/28,2537,228,0,0,228
2537 聯上發,2023/8/25,2537,1106,0,-2,1104
2537 聯上發,2023/8/24,2537,342,0,0,342
2537 聯上發,2023/8/23,2537,-126,0,0,-126
2537 聯上發,2023/8/22,2537,699,0,-14,685
2537 聯上發,2023/8/21,2537,51,0,-5,46
2537 聯上發,2023/8/18,2537,108,0,-2,106
2537 聯上發,2023/8/17,2537,99,0,-1,98
2537 聯上發,2023/8/16,2537,16,0,21,37
2537 聯上發,2023/8/15,2537,-34,0,0,-34
2537 聯上發,2023/8/14,2537,-54,0,0,-54
2537 聯上發,2023/8/11,2537,308,0,16,324
2537 聯上發,2023/8/10,2537,-111,0,0,-111
2537 聯上發,2023/8/9,2537,91,0,0,91
2537 聯上發,2023/8/8,2537,345,0,-5,340
2537 聯上發,2023/8/7,2537,33,0,6,39
2537 聯上發,2023/8/4,2537,236,0,0,236
2537 聯上發,2023/8/2,2537,-8,0,0,-8
2537 聯上發,2023/8/1,2537,37,0,0,37
2537 聯上發,2023/7/31,2537,-102,0,6,-96
2537 聯上發,2023/7/28,2537,-60,0,-1,-61
2537 聯上發,2023/7/27,2537,101,0,0,101
2537 聯上發,2023/7/26,2537,129,0,0,129
2537 聯上發,2023/7/25,2537,2,0,0,2
2537 聯上發,2023/7/24,2537,-495,0,0,-495
2537 聯上發,2023/7/21,2537,-69,0,0,-69
2537 聯上發,2023/7/20,2537,24,0,7,31
2537 聯上發,2023/7/19,2537,-20,0,-3,-23
2537 聯上發,2023/7/18,2537,-613,0,0,-613
2537 聯上發,2023/7/17,2537,-350,0,0,-350
2537 聯上發,2023/7/14,2537,-163,0,0,-163
2537 聯上發,2023/7/13,2537,17,0,0,17
2537 聯上發,2023/7/12,2537,32,0,0,32
2537 聯上發,2023/7/11,2537,-64,0,0,-64
2537 聯上發,2023/7/10,2537,-18,0,-32,-50
2537 聯上發,2023/7/7,2537,-62,0,-51,-113
2537 聯上發,2023/7/6,2537,-147,0,-4,-151
2537 聯上發,2023/7/5,2537,-83,0,-1,-84
2537 聯上發,2023/7/4,2537,-144,0,0,-144
2537 聯上發,2023/7/3,2537,-112,0,0,-112
2537 聯上發,2023/6/30,2537,-202,0,0,-202
2537 聯上發,2023/6/29,2537,-91,0,0,-91
2537 聯上發,2023/6/28,2537,317,0,0,317
2537 聯上發,2023/6/27,2537,-214,0,0,-214
2537 聯上發,2023/6/26,2537,-337,0,0,-337
2537 聯上發,2023/6/21,2537,622,0,1,623
2537 聯上發,2023/6/20,2537,399,0,1,400
2537 聯上發,2023/6/19,2537,320,0,0,320
2537 聯上發,2023/6/16,2537,370,0,0,370
2537 聯上發,2023/6/15,2537,-48,0,0,-48
2537 聯上發,2023/6/14,2537,-76,0,0,-76
2537 聯上發,2023/6/13,2537,-68,0,0,-68
2537 聯上發,2023/6/12,2537,-328,0,-36,-364
2537 聯上發,2023/6/9,2537,-59,0,-47,-106
2537 聯上發,2023/6/8,2537,-54,0,-27,-81
2537 聯上發,2023/6/7,2537,11,0,0,11
2537 聯上發,2023/6/6,2537,73,0,115,188
2537 聯上發,2023/6/5,2537,293,0,0,293
2537 聯上發,2023/6/2,2537,81,0,87,168
2537 聯上發,2023/6/1,2537,-9,0,0,-9
2538 基泰,2023/9/19,2538,1041,0,-4,1037
2538 基泰,2023/9/18,2538,-1135,0,-2,-1137
2538 基泰,2023/9/15,2538,1024,0,0,1024
2538 基泰,2023/9/14,2538,-238,0,0,-238
2538 基泰,2023/9/13,2538,-141,0,-50,-191
2538 基泰,2023/9/12,2538,-5153,0,41,-5112
2538 基泰,2023/9/11,2538,9,0,127,136
2538 基泰,2023/9/8,2538,-92,0,0,-92
2538 基泰,2023/9/7,2538,-732,0,4,-728
2538 基泰,2023/9/6,2538,-279,0,-11,-290
2538 基泰,2023/9/5,2538,-457,0,0,-457
2538 基泰,2023/9/4,2538,-138,0,0,-138
2538 基泰,2023/9/1,2538,-92,0,0,-92
2538 基泰,2023/8/31,2538,-129,0,0,-129
2538 基泰,2023/8/30,2538,137,0,-3,134
2538 基泰,2023/8/29,2538,-244,0,0,-244
2538 基泰,2023/8/28,2538,-57,0,0,-57
2538 基泰,2023/8/25,2538,291,0,8,299
2538 基泰,2023/8/24,2538,984,0,4,988
2538 基泰,2023/8/23,2538,538,0,0,538
2538 基泰,2023/8/22,2538,327,0,0,327
2538 基泰,2023/8/21,2538,425,0,0,425
2538 基泰,2023/8/18,2538,1003,0,-1,1002
2538 基泰,2023/8/17,2538,948,0,-2,946
2538 基泰,2023/8/16,2538,648,0,-154,494
2538 基泰,2023/8/15,2538,505,0,-8,497
2538 基泰,2023/8/14,2538,-527,0,-9,-536
2538 基泰,2023/8/11,2538,1405,0,-70,1335
2538 基泰,2023/8/10,2538,76,0,-3,73
2538 基泰,2023/8/9,2538,-35,0,-2,-37
2538 基泰,2023/8/8,2538,-200,0,-24,-224
2538 基泰,2023/8/7,2538,175,0,-11,164
2538 基泰,2023/8/4,2538,34,0,0,34
2538 基泰,2023/8/2,2538,-205,0,-1,-206
2538 基泰,2023/8/1,2538,190,0,20,210
2538 基泰,2023/7/31,2538,-17,0,-14,-31
2538 基泰,2023/7/28,2538,-2,0,-5,-7
2538 基泰,2023/7/27,2538,163,0,-1,162
2538 基泰,2023/7/26,2538,-33,0,-1,-34
2538 基泰,2023/7/25,2538,-90,0,0,-90
2538 基泰,2023/7/24,2538,-257,0,-1,-258
2538 基泰,2023/7/21,2538,-47,0,-1,-48
2538 基泰,2023/7/20,2538,-27,0,0,-27
2538 基泰,2023/7/19,2538,-210,0,-8,-218
2538 基泰,2023/7/18,2538,-368,0,-3,-371
2538 基泰,2023/7/17,2538,-32,0,0,-32
2538 基泰,2023/7/14,2538,-166,0,0,-166
2538 基泰,2023/7/13,2538,-201,0,27,-174
2538 基泰,2023/7/12,2538,-439,0,0,-439
2538 基泰,2023/7/11,2538,-257,0,0,-257
2538 基泰,2023/7/10,2538,-269,0,-5,-274
2538 基泰,2023/7/7,2538,-185,0,0,-185
2538 基泰,2023/7/6,2538,-501,0,-8,-509
2538 基泰,2023/7/5,2538,-121,0,-3,-124
2538 基泰,2023/7/4,2538,2,0,-1,1
2538 基泰,2023/7/3,2538,228,0,0,228
2538 基泰,2023/6/30,2538,-122,0,-1,-123
2538 基泰,2023/6/29,2538,32,0,0,32
2538 基泰,2023/6/28,2538,-117,0,0,-117
2538 基泰,2023/6/27,2538,-102,0,0,-102
2538 基泰,2023/6/26,2538,-80,0,0,-80
2538 基泰,2023/6/21,2538,-21,0,153,132
2538 基泰,2023/6/20,2538,-176,0,-2,-178
2538 基泰,2023/6/19,2538,-65,0,0,-65
2538 基泰,2023/6/16,2538,-32,0,0,-32
2538 基泰,2023/6/15,2538,-40,0,0,-40
2538 基泰,2023/6/14,2538,-129,0,0,-129
2538 基泰,2023/6/13,2538,-26,0,0,-26
2538 基泰,2023/6/12,2538,-329,0,-1,-330
2538 基泰,2023/6/9,2538,40,0,0,40
2538 基泰,2023/6/8,2538,-84,0,0,-84
2538 基泰,2023/6/7,2538,93,0,0,93
2538 基泰,2023/6/6,2538,76,0,0,76
2538 基泰,2023/6/5,2538,295,0,1,296
2538 基泰,2023/6/2,2538,124,0,2,126
2538 基泰,2023/6/1,2538,240,0,0,240
2539 櫻花建,2023/9/19,2539,194,0,-18,176
2539 櫻花建,2023/9/18,2539,-129,0,0,-129
2539 櫻花建,2023/9/15,2539,273,0,-3,270
2539 櫻花建,2023/9/14,2539,46,0,-25,21
2539 櫻花建,2023/9/13,2539,-66,0,0,-66
2539 櫻花建,2023/9/12,2539,0,0,0,0
2539 櫻花建,2023/9/11,2539,-188,0,0,-188
2539 櫻花建,2023/9/8,2539,-32,0,-2,-34
2539 櫻花建,2023/9/7,2539,-125,0,-27,-152
2539 櫻花建,2023/9/6,2539,-181,0,25,-156
2539 櫻花建,2023/9/5,2539,37,-1,-6,30
2539 櫻花建,2023/9/4,2539,36,0,-37,-1
2539 櫻花建,2023/9/1,2539,-112,-1,0,-113
2539 櫻花建,2023/8/31,2539,-69,0,0,-69
2539 櫻花建,2023/8/30,2539,-178,0,0,-178
2539 櫻花建,2023/8/29,2539,-8,0,0,-8
2539 櫻花建,2023/8/28,2539,-223,0,-46,-269
2539 櫻花建,2023/8/25,2539,-100,0,1,-99
2539 櫻花建,2023/8/24,2539,-1425,0,-5,-1430
2539 櫻花建,2023/8/23,2539,-97,0,-4,-101
2539 櫻花建,2023/8/22,2539,308,0,-3,305
2539 櫻花建,2023/8/21,2539,-277,0,4,-273
2539 櫻花建,2023/8/18,2539,-38,0,-2,-40
2539 櫻花建,2023/8/17,2539,90,0,-11,79
2539 櫻花建,2023/8/16,2539,-264,0,3,-261
2539 櫻花建,2023/8/15,2539,-2,0,1,-1
2539 櫻花建,2023/8/14,2539,0,0,5,5
2539 櫻花建,2023/8/11,2539,-56,0,-3,-59
2539 櫻花建,2023/8/10,2539,61,0,3,64
2539 櫻花建,2023/8/9,2539,-181,0,0,-181
2539 櫻花建,2023/8/8,2539,-89,0,-28,-117
2539 櫻花建,2023/8/7,2539,-65,0,-5,-70
2539 櫻花建,2023/8/4,2539,237,0,-4,233
2539 櫻花建,2023/8/2,2539,-181,0,-1,-182
2539 櫻花建,2023/8/1,2539,-297,0,0,-297
2539 櫻花建,2023/7/31,2539,94,0,-9,85
2539 櫻花建,2023/7/28,2539,192,0,2,194
2539 櫻花建,2023/7/27,2539,168,0,-1,167
2539 櫻花建,2023/7/26,2539,66,0,3,69
2539 櫻花建,2023/7/25,2539,-26,0,0,-26
2539 櫻花建,2023/7/24,2539,-97,0,0,-97
2539 櫻花建,2023/7/21,2539,-45,0,-2,-47
2539 櫻花建,2023/7/20,2539,314,0,1,315
2539 櫻花建,2023/7/19,2539,-69,0,-5,-74
2539 櫻花建,2023/7/18,2539,-122,0,2,-120
2539 櫻花建,2023/7/17,2539,-342,0,-2,-344
2539 櫻花建,2023/7/14,2539,293,0,0,293
2539 櫻花建,2023/7/13,2539,161,0,-3,158
2539 櫻花建,2023/7/12,2539,96,0,0,96
2539 櫻花建,2023/7/11,2539,58,0,0,58
2539 櫻花建,2023/7/10,2539,329,0,39,368
2539 櫻花建,2023/7/7,2539,16,0,-14,2
2539 櫻花建,2023/7/6,2539,82,0,-33,49
2539 櫻花建,2023/7/5,2539,-25,0,-8,-33
2539 櫻花建,2023/7/4,2539,-18,0,-1,-19
2539 櫻花建,2023/7/3,2539,279,0,13,292
2539 櫻花建,2023/6/30,2539,47,0,1,48
2539 櫻花建,2023/6/29,2539,-70,0,6,-64
2539 櫻花建,2023/6/28,2539,76,0,2,78
2539 櫻花建,2023/6/27,2539,20,0,22,42
2539 櫻花建,2023/6/26,2539,28,0,0,28
2539 櫻花建,2023/6/21,2539,51,0,-50,1
2539 櫻花建,2023/6/20,2539,23,0,1,24
2539 櫻花建,2023/6/19,2539,-204,0,19,-185
2539 櫻花建,2023/6/16,2539,70,0,24,94
2539 櫻花建,2023/6/15,2539,-399,0,3,-396
2539 櫻花建,2023/6/14,2539,210,0,-2,208
2539 櫻花建,2023/6/13,2539,318,0,10,328
2539 櫻花建,2023/6/12,2539,331,0,17,348
2539 櫻花建,2023/6/9,2539,-19,0,15,-4
2539 櫻花建,2023/6/8,2539,-35,0,0,-35
2539 櫻花建,2023/6/7,2539,196,0,-12,184
2539 櫻花建,2023/6/6,2539,54,0,2,56
2539 櫻花建,2023/6/5,2539,177,0,12,189
2539 櫻花建,2023/6/2,2539,239,0,26,265
2539 櫻花建,2023/6/1,2539,337,0,-1,336
2540 愛山林,2023/9/19,2540,89,0,2,91
2540 愛山林,2023/9/18,2540,-231,0,-1,-232
2540 愛山林,2023/9/15,2540,123,0,-10,113
2540 愛山林,2023/9/14,2540,-98,0,0,-98
2540 愛山林,2023/9/13,2540,-181,0,10,-171
2540 愛山林,2023/9/12,2540,-54,0,0,-54
2540 愛山林,2023/9/11,2540,-416,0,-7,-423
2540 愛山林,2023/9/8,2540,5,0,-1,4
2540 愛山林,2023/9/7,2540,-213,0,-9,-222
2540 愛山林,2023/9/6,2540,-1,0,-1,-2
2540 愛山林,2023/9/5,2540,-139,1,0,-138
2540 愛山林,2023/9/4,2540,316,0,0,316
2540 愛山林,2023/9/1,2540,365,0,2,367
2540 愛山林,2023/8/31,2540,32,0,-1,31
2540 愛山林,2023/8/30,2540,-394,0,-1,-395
2540 愛山林,2023/8/29,2540,432,0,-1,431
2540 愛山林,2023/8/28,2540,-10,0,-2,-12
2540 愛山林,2023/8/25,2540,322,0,-2,320
2540 愛山林,2023/8/24,2540,57,0,8,65
2540 愛山林,2023/8/23,2540,24,0,-6,18
2540 愛山林,2023/8/22,2540,22,0,0,22
2540 愛山林,2023/8/21,2540,0,0,3,3
2540 愛山林,2023/8/18,2540,-210,0,-1,-211
2540 愛山林,2023/8/17,2540,238,0,-1,237
2540 愛山林,2023/8/16,2540,223,0,-5,218
2540 愛山林,2023/8/15,2540,-46,0,6,-40
2540 愛山林,2023/8/14,2540,346,0,-3,343
2540 愛山林,2023/8/11,2540,-56,0,-4,-60
2540 愛山林,2023/8/10,2540,83,0,-2,81
2540 愛山林,2023/8/9,2540,82,0,6,88
2540 愛山林,2023/8/8,2540,-14,0,-21,-35
2540 愛山林,2023/8/7,2540,6,0,0,6
2540 愛山林,2023/8/4,2540,259,0,1,260
2540 愛山林,2023/8/2,2540,-18,0,-11,-29
2540 愛山林,2023/8/1,2540,116,0,0,116
2540 愛山林,2023/7/31,2540,268,0,1,269
2540 愛山林,2023/7/28,2540,148,0,2,150
2540 愛山林,2023/7/27,2540,113,0,0,113
2540 愛山林,2023/7/26,2540,77,0,-1,76
2540 愛山林,2023/7/25,2540,36,0,0,36
2540 愛山林,2023/7/24,2540,-27,0,-1,-28
2540 愛山林,2023/7/21,2540,24,0,1,25
2540 愛山林,2023/7/20,2540,26,0,-3,23
2540 愛山林,2023/7/19,2540,-46,0,-3,-49
2540 愛山林,2023/7/18,2540,-133,0,8,-125
2540 愛山林,2023/7/17,2540,68,0,0,68
2540 愛山林,2023/7/14,2540,-29,0,1,-28
2540 愛山林,2023/7/13,2540,-75,0,0,-75
2540 愛山林,2023/7/12,2540,-78,0,-7,-85
2540 愛山林,2023/7/11,2540,74,0,0,74
2540 愛山林,2023/7/10,2540,-4,0,-20,-24
2540 愛山林,2023/7/7,2540,-2,0,-11,-13
2540 愛山林,2023/7/6,2540,-24,0,-8,-32
2540 愛山林,2023/7/5,2540,407,0,-23,384
2540 愛山林,2023/7/4,2540,176,0,-29,147
2540 愛山林,2023/7/3,2540,186,0,-23,163
2540 愛山林,2023/6/30,2540,-105,0,0,-105
2540 愛山林,2023/6/29,2540,-40,0,-8,-48
2540 愛山林,2023/6/28,2540,9,0,-8,1
