company_id,market_type,industry,company_name,industry_name,capital
1101 ,TSE,1,台泥,水泥工業,77511817420
1102 ,TSE,1,亞泥,水泥工業,35465628810
1103 ,TSE,1,嘉泥,水泥工業,7902474590
1104 ,TSE,1,環泥,水泥工業,6732174670
1108 ,TSE,1,幸福,水泥工業,4047380000
1109 ,TSE,1,信大,水泥工業,3411588680
1110 ,TSE,1,東泥,水泥工業,5720007970
1201 ,TSE,2,味全,食品工業,5060629000
1203 ,TSE,2,味王,食品工業,2400000000
1210 ,TSE,2,大成,食品工業,8947672220
1213 ,TSE,2,大飲,食品工業,566226270
1215 ,TSE,2,卜蜂,食品工業,2947900980
1216 ,TSE,2,統一,食品工業,56820154210
1217 ,TSE,2,愛之味,食品工業,4945133360
1218 ,TSE,2,泰山,食品工業,4999990380
1219 ,TSE,2,福壽,食品工業,3316633830
1220 ,TSE,2,台榮,食品工業,1770779440
1225 ,TSE,2,福懋油,食品工業,2296382040
1227 ,TSE,2,佳格,食品工業,9150895910
1229 ,TSE,2,聯華,食品工業,15837395670
1231 ,TSE,2,聯華食,食品工業,2466565910
1232 ,TSE,2,大統益,食品工業,1599749150
1233 ,TSE,2,天仁,食品工業,905919480
1234 ,TSE,2,黑松,食品工業,4018710940
1235 ,TSE,2,興泰,食品工業,1496649500
1236 ,TSE,2,宏亞,食品工業,866740080
1240 ,OTC,33,茂生農經,農業科技,393701580
1256 ,TSE,2,鮮活果汁-KY,食品工業,338421600
1259 ,OTC,16,安心,觀光餐旅,323895000
1264 ,OTC,2,德麥,食品工業,370643670
1268 ,OTC,16,漢來美食,觀光餐旅,422237300
1301 ,TSE,3,台塑,塑膠工業,63657407810
1303 ,TSE,3,南亞,塑膠工業,79308215890
1304 ,TSE,3,台聚,塑膠工業,11887635000
1305 ,TSE,3,華夏,塑膠工業,5810504940
