index_name,date,index_open,index_high,index_low,index_close,index_volume,index_ma5,index_ma10,index_ma20,index_ma60,index_mavol_5,index_mavol_10,index_mavol_20,index_mavol_60
TSE,2023/5/17,15702.74,15961.97,15698.63,15925.29,6161177,15618.25,15639.54,15601.46,15651.64,5198856,5068566,5287707,5414301
OTC,2023/5/16,205.26,207.56,205.26,206.95,1383619,206.91,209.44,209.86,209.33,1352080,1440256,1521626,1496130
TSE,2023/5/16,15550.57,15723.95,15550.57,15673.9,5084407,15561.54,15602.35,15598.67,15647.12,4891721,4961727,5268595,5381913
OTC,2023/5/15,206.81,206.96,204.35,204.87,1332641,207.53,209.99,210.41,209.2,1393141,1478939,1543935,1492141
TSE,2023/5/15,15489.18,15510.09,15434.52,15475.05,4742994,15572.3,15598.61,15613.15,15644.96,4913371,5010077,5309336,5366408
OTC,2023/5/12,205.47,207.22,204.33,206.89,1303260,209.17,210.43,210.98,209.13,1417396,1499649,1563680,1496223
TSE,2023/5/12,15477.12,15545.99,15424.42,15502.36,5132689,15617.21,15609.02,15635.87,15646.82,5043842,5093990,5374632,5363979
OTC,2023/5/11,210.14,210.49,205.69,205.69,1479051,210.4,210.34,211.42,209.05,1480412,1500961,1596016,1500208
TSE,2023/5/11,15666.49,15675.37,15501.58,15514.64,4873012,15641.95,15599.93,15650.99,15648.43,4934639,5082758,5431987,5351205
OTC,2023/5/10,210.1,210.34,209.17,210.13,1261830,211.75,210.26,211.97,209,1489936,1484542,1614701,1503744
TSE,2023/5/10,15708.48,15711.39,15579.49,15641.76,4625505,15660.83,15585.93,15671.9,15650.15,4938277,5126312,5460130,5357575
OTC,2023/5/9,213.15,213.55,209.98,210.08,1588922,211.98,209.73,212.24,208.85,1528433,1517929,1631222,1506042
TSE,2023/5/9,15702.26,15744.27,15635.9,15727.7,5192657,15643.16,15558.83,15685.51,15646.14,5031732,5311448,5479805,5352033
OTC,2023/5/8,213.54,214.59,213.06,213.06,1453919,212.44,209.71,212.46,208.66,1564737,1480500,1625123,1501148
TSE,2023/5/8,15648.54,15757.8,15648.54,15699.57,5395345,15624.91,15548.75,15692.93,15640.56,5106782,5254985,5437987,5343196
OTC,2023/5/5,212.57,214.13,212.57,213.05,1618340,211.7,209.24,212.45,208.45,1581901,1504789,1618373,1502979
TSE,2023/5/5,15627.93,15673.62,15578.67,15626.07,4586675,15600.83,15539.09,15699.78,15638.94,5144138,5321144,5380167,5342608
OTC,2023/5/4,211.39,212.74,210.81,212.42,1526667,210.28,209.23,212.41,208.23,1521510,1527229,1605183,1502280
TSE,2023/5/4,15548.02,15622.41,15523.5,15609.03,4891203,15557.92,15547.23,15709.01,15638.43,5230877,5416418,5403399,5375460
OTC,2023/5/3,212.26,212.43,211.1,211.3,1454315,208.78,209.7,212.42,207.96,1479149,1556320,1596521,1500375
TSE,2023/5/3,15629.51,15629.51,15530.79,15553.41,5092780,15511.04,15563.38,15721.97,15635.28,5314346,5506848,5401625,5387248
OTC,2023/5/2,209.59,212.5,209.59,212.39,1770445,207.47,210.27,212.46,207.69,1507424,1602995,1591209,1499281
TSE,2023/5/2,15588.68,15651.23,15532.63,15636.48,5567907,15474.5,15594.98,15736.77,15630.48,5591164,5575464,5364222,5405212
OTC,2023/4/28,206.68,209.61,206.68,209.33,1539740,206.98,210.83,212.36,207.37,1396262,1608932,1565411,1489422
TSE,2023/4/28,15477.34,15580.63,15477.34,15579.18,5582127,15472.58,15627.69,15743.43,15628.1,5403189,5608595,5309087,5427735
OTC,2023/4/27,205.07,206.95,203.61,205.95,1316383,206.77,211.53,212.44,207.02,1427677,1627712,1569623,1477264
TSE,2023/4/27,15374.39,15455.88,15306.69,15411.49,5020367,15477.34,15662.71,15749.55,15617.33,5498149,5655273,5269246,5390708
OTC,2023/4/26,204.28,204.98,202.01,204.91,1314863,208.18,212.5,212.84,206.72,1532948,1691070,1584478,1469836
TSE,2023/4/26,15352.03,15398.4,15284.46,15374.63,5308551,15536.55,15702.04,15770.49,15609.25,5601958,5781216,5273838,5366561
OTC,2023/4/25,210.05,210.99,204.14,204.77,1595691,210.62,213.67,213.27,206.41,1633491,1744860,1602000,1463485
TSE,2023/4/25,15606.83,15639.49,15353.22,15370.73,6476866,15615.72,15757.87,15797.49,15600.08,5699350,5793948,5288146,5343393
OTC,2023/4/24,208.21,210.7,207.96,209.94,1214633,213.06,214.76,213.66,206.11,1698566,1744515,1610456,1454340
TSE,2023/4/24,15555.1,15643.86,15529.39,15626.87,4628032,15715.46,15812.19,15822.15,15589.43,5559764,5648162,5234119,5298199
OTC,2023/4/21,213.2,214.05,208.2,208.29,1696815,214.68,215.2,213.73,205.75,1821601,1769747,1633813,1453454
TSE,2023/4/21,15776.54,15802.93,15592.96,15602.99,6056927,15782.79,15837.12,15828.83,15574.84,5814000,5620989,5279085,5287636
OTC,2023/4/20,217.32,217.76,212.97,212.97,1842737,216.29,215.67,213.73,205.41,1827746,1731957,1619256,1445015
TSE,2023/4/20,15771.45,15804.38,15686.54,15707.52,5539416,15848.08,15860.47,15824.35,15561.5,5812398,5439191,5226612,5263840
OTC,2023/4/19,217.13,218.35,217.13,217.15,1817581,216.82,215.59,213.46,205,1849193,1683137,1592930,1435796
TSE,2023/4/19,15874.65,15915.39,15756.75,15770.47,5795511,15867.53,15870.79,15809.98,15545.58,5960473,5390381,5197981,5273115
OTC,2023/4/18,218.3,219.21,216.82,216.96,1921063,216.71,215.14,212.92,204.48,1856229,1636722,1564520,1424644
TSE,2023/4/18,15967.89,15967.89,15851.71,15869.44,5778934,15900.03,15880.55,15794.1,15522.29,5888546,5296402,5215211,5249212
OTC,2023/4/17,216.49,218.34,216.49,218.04,1829811,216.46,214.66,212.23,203.92,1790465,1579423,1537909,1412378
TSE,2023/4/17,15934.64,15963.55,15894.77,15963.55,5899214,15908.92,15878.55,15761.68,15496.15,5736559,5152979,5260679,5231227
OTC,2023/4/14,215.94,217.08,215.94,216.33,1727538,215.71,213.89,211.58,203.35,1717892,1521891,1510616,1401098
TSE,2023/4/14,15854.25,15973.82,15854.25,15929.43,6048915,15891.44,15859.17,15732.89,15466.75,5427977,5009579,5247557,5208175
OTC,2023/4/13,216.63,217,215.55,215.62,1949972,215.05,213.35,210.94,202.79,1636167,1511535,1483433,1389103
TSE,2023/4/13,15888.63,15913.2,15800.42,15804.76,6279791,15872.86,15836.38,15704.44,15438.33,5065984,4883218,5251565,5181149
OTC,2023/4/12,215.88,216.95,215.88,216.61,1852762,214.36,213.18,210.43,202.2,1517080,1477886,1454491,1371030
TSE,2023/4/12,15914.15,15944.32,15867.02,15932.97,5435877,15874.06,15838.93,15692.22,15410.54,4820288,4766460,5245315,5134753
OTC,2023/4/11,214.67,215.97,214.61,215.71,1592242,213.57,212.88,209.94,201.6,1417214,1459140,1442538,1357565
TSE,2023/4/11,15886.46,15945.63,15838.1,15913.88,5018999,15861.08,15837.11,15671.88,15379.74,4704258,4782344,5333973,5113837
OTC,2023/4/10,213.27,215.2,213.27,214.29,1466945,212.86,212.56,209.74,201,1368382,1476396,1445923,1349045
TSE,2023/4/10,15850.94,15919.76,15850.94,15876.17,4356302,15848.19,15832.11,15664.72,15350.73,4569399,4820077,5377415,5104029
OTC,2023/4/7,212.34,213.42,212.34,213.02,1318916,212.06,212.26,209.62,200.49,1325889,1497879,1457089,1341439
TSE,2023/4/7,15856.19,15877.99,15811.19,15836.5,4238950,15826.9,15820.54,15661.82,15324.93,4591181,4937181,5462129,5092408
OTC,2023/4/6,212.53,213.02,211.45,212.19,1354536,211.64,211.78,209.53,199.98,1386903,1506556,1473425,1338248
TSE,2023/4/6,15838.07,15838.07,15733.29,15810.77,5051314,15799.9,15788.24,15662.89,15299.08,4700452,5014033,5525848,5073534
OTC,2023/3/31,212.32,213.02,212.32,212.65,1353433,211.99,211.33,209.46,199.49,1438693,1502724,1484782,1334589
TSE,2023/3/31,15874.19,15951.8,15857.19,15868.06,4855726,15803.81,15749.16,15660.53,15273.43,4712631,5005581,5577814,5060099
OTC,2023/3/30,210.64,212.65,210.64,212.15,1348079,212.18,210.71,209.23,199.01,1501065,1492317,1489132,1331777
TSE,2023/3/30,15824.65,15885.21,15791.75,15849.43,4344704,15813.14,15707.65,15647.55,15249.67,4860429,5134019,5603541,5072094
OTC,2023/3/29,211.1,212.47,209.69,210.3,1254482,212.26,209.8,208.99,198.5,1584410,1496394,1482722,1325965
TSE,2023/3/29,15766.29,15811.2,15681.1,15769.76,4465210,15816.04,15644.82,15635.01,15222.76,5070755,5368379,5633309,5093151
OTC,2023/3/28,214.12,214.99,210.65,210.93,1623984,212.46,209.27,208.82,198.01,1669870,1499342,1480205,1329287
TSE,2023/3/28,15790.7,15846.54,15685.59,15701.48,4785305,15814.18,15606.6,15626.45,15196.09,5283182,5485535,5693791,5137257
OTC,2023/3/27,213.8,214.91,213.54,213.91,1613485,211.91,208.54,208.57,197.6,1626209,1455331,1475928,1323243
TSE,2023/3/27,15873.67,15902.06,15821.63,15830.31,5112209,15776.57,15572.49,15616.57,15174.96,5327614,5619913,5749581,5152316
OTC,2023/3/24,212.83,214.15,212.83,213.6,1665293,210.66,207.69,208.22,197.14,1566754,1431095,1472583,1318434
TSE,2023/3/24,15869.84,15921.97,15845.99,15914.7,5594716,15694.51,15545.51,15605.82,15153.26,5298531,5724171,5787572,5196816
OTC,2023/3/23,211.38,212.78,210.76,212.54,1764808,209.23,207,207.7,196.74,1483570,1425937,1462310,1314100
TSE,2023/3/23,15711.6,15882.75,15680.84,15863.95,5396335,15602.16,15506.66,15581.02,15133.59,5407609,5885603,5777958,5190942
OTC,2023/3/22,208.69,211.58,208.69,211.33,1681778,207.33,206.93,207.35,196.35,1408378,1415450,1448403,1308047
TSE,2023/3/22,15535.17,15760.46,15535.17,15760.46,5527343,15473.59,15497.33,15565.98,15114.84,5666003,5934753,5770810,5191427
OTC,2023/3/21,208.13,209.41,208.13,208.19,1405680,206.08,206.98,206.98,195.94,1328815,1416298,1438780,1302751
TSE,2023/3/21,15437.95,15547.97,15437.95,15513.45,5007468,15399.02,15503.11,15555.52,15094.22,5687888,5987077,5758125,5182567
OTC,2023/3/20,206.63,208.22,206.5,207.66,1316213,205.17,207.27,206.7,195.59,1284453,1440294,1441259,1302178
TSE,2023/3/20,15454.75,15488.98,15399.07,15419.97,4966795,15368.41,15537.55,15553.83,15079.2,5912211,6037663,5759918,5175508
OTC,2023/3/17,203.83,206.6,203.83,206.45,1249371,204.71,207.59,206.42,195.26,1295435,1466840,1447751,1304702
TSE,2023/3/17,15337.97,15452.96,15337.97,15452.96,6140104,15396.52,15571.9,15560.35,15067.29,6149810,6150046,5792494,5184150
OTC,2023/3/16,205.01,205.55,202.12,203.04,1388847,204.76,207.74,206.05,194.95,1368303,1485946,1443561,1306800
TSE,2023/3/16,15334.25,15334.25,15186.74,15221.12,6688306,15411.16,15587.45,15559.35,15052.3,6363598,6073063,5739984,5171925
OTC,2023/3/15,204.23,207.14,204.23,205.07,1283964,206.52,208.18,205.9,194.69,1422523,1469050,1428856,1311165
TSE,2023/3/15,15425.99,15526.73,15387.59,15387.59,5636769,15521.07,15625.21,15581.02,15042.44,6203503,5898239,5616464,5174012
OTC,2023/3/14,205.1,205.78,203.61,203.61,1183872,207.87,208.38,205.62,194.44,1503781,1461068,1421873,1317242
TSE,2023/3/14,15517.74,15517.74,15348.12,15360.42,6129081,15607.19,15646.3,15588.85,15031.47,6286266,5902047,5542333,5187611
OTC,2023/3/13,206.35,206.35,201.84,205.38,1371120,209.38,208.6,205.46,194.26,1596135,1496526,1441554,1325566
TSE,2023/3/13,15514.03,15571.17,15349.67,15560.49,6154789,15706.69,15660.64,15600.16,15025.14,6163115,5879249,5465740,5187246
OTC,2023/3/10,211.35,211.35,206.19,206.72,1613714,210.46,208.74,205.31,194.04,1638244,1514072,1450116,1330522
TSE,2023/3/10,15729.29,15729.29,15488.71,15526.2,7209043,15747.29,15666.13,15602.08,15015.31,6150282,5850974,5376312,5178026
OTC,2023/3/9,212.05,213.28,211.81,211.83,1659945,210.72,208.4,205.11,193.77,1603589,1498683,1453992,1333879
TSE,2023/3/9,15827.98,15878.75,15770.66,15770.66,5887831,15763.74,15655.39,15606.67,15006.75,5782527,5670313,5278622,5183061
OTC,2023/3/8,210.94,212.03,209.94,211.83,1690253,209.84,207.77,204.55,193.36,1515577,1481357,1440982,1329339
TSE,2023/3/8,15819.18,15821.49,15740.98,15818.2,6050588,15729.35,15634.62,15588.19,14991.9,5592976,5606867,5198880,5208482
OTC,2023/3/7,210.82,211.92,210.82,211.14,1645644,208.88,206.98,203.91,192.91,1418355,1461263,1421231,1323779
TSE,2023/3/7,15763.87,15879.16,15749.04,15857.89,5513326,15685.41,15607.92,15566.92,14973.42,5517827,5529173,5129471,5207680
OTC,2023/3/6,208.47,211.17,208.47,210.79,1581665,207.82,206.13,203.36,192.48,1396916,1442223,1417139,1316699
TSE,2023/3/6,15675.28,15818.88,15675.28,15763.51,6090623,15614.59,15570.1,15554.16,14951.74,5595383,5482174,5121808,5203404
OTC,2023/3/3,207.81,209.31,207.77,208.02,1440437,207.02,205.26,202.81,192.04,1389900,1428662,1416875,1313067
TSE,2023/3/3,15621.36,15713.42,15606.85,15608.42,5370269,15584.97,15548.8,15545.74,14935.32,5551665,5434941,5145167,5194644
OTC,2023/3/2,207.11,207.82,206.51,207.44,1219884,206.07,204.36,202.24,191.68,1393777,1401175,1415471,1313612
TSE,2023/3/2,15580.28,15618.06,15492.37,15598.72,4940073,15547.04,15531.25,15536.32,14921.58,5558098,5406906,5156577,5198499
OTC,2023/3/1,205.52,207.06,204.84,206.99,1204143,205.69,203.61,201.61,191.3,1447136,1388662,1423913,1315789
TSE,2023/3/1,15435.38,15617.03,15387.38,15598.49,5674842,15539.89,15536.83,15519.65,14905.08,5620759,5334688,5218104,5190937
OTC,2023/2/24,207.08,208.18,205.5,205.87,1538453,205.08,202.86,200.92,190.89,1504171,1382678,1422651,1318546
TSE,2023/2/24,15669.88,15717.96,15503.79,15503.79,5901107,15530.44,15531.41,15514.41,14887.47,5540519,5182619,5280329,5172028
OTC,2023/2/23,203.45,207.05,203.45,206.8,1546584,204.43,202.32,200.05,190.52,1487530,1386583,1386242,1315926
TSE,2023/2/23,15463.46,15657.63,15463.46,15615.41,5872036,15525.62,15539.69,15485.87,14869.9,5368964,5052231,5153298,5149311
OTC,2023/2/22,205.12,205.12,202.04,203.24,1459821,203.49,201.87,199.1,190.14,1467423,1386160,1352445,1317610
TSE,2023/2/22,15541.17,15541.17,15345.93,15418.77,5402433,15512.64,15538.02,15451.45,14851.39,5318217,4901651,5038272,5147034
OTC,2023/2/21,204.19,205.78,204.19,205.57,1486681,202.65,201.82,198.25,189.84,1408573,1409300,1326146,1319159
TSE,2023/2/21,15535.64,15567.74,15496.73,15563,5253377,15515.46,15557.96,15421.72,14836.67,5255713,4886931,4964076,5155343
OTC,2023/2/20,203.17,204.35,203.17,203.94,1489316,201.53,201.34,197.31,189.46,1330188,1400608,1304159,1320090
TSE,2023/2/20,15452.01,15575.32,15436.66,15551.23,5273643,15533.76,15541.75,15380.15,14819.57,5048617,4790892,4889666,5184156
OTC,2023/2/17,201.99,202.68,201.43,202.6,1455249,200.64,200.84,196.54,189.09,1261184,1381199,1287769,1320235
TSE,2023/2/17,15503.75,15503.75,15418.43,15479.7,5043332,15532.37,15525.91,15340.16,14802.83,4824718,4729768,4825697,5228152
OTC,2023/2/16,199.29,202.32,199.29,202.12,1446049,200.2,200.59,195.82,188.72,1285635,1392055,1274530,1317844
TSE,2023/2/16,15474.46,15585.48,15474.46,15550.5,5618302,15553.76,15538.21,15306.33,14781.08,4735498,4761443,4804990,5262328
OTC,2023/2/15,199.92,200.61,198.49,199.01,1165569,200.25,200.37,195.12,188.34,1304898,1405088,1266707,1322716
TSE,2023/2/15,15497.67,15553.68,15388.85,15432.89,5089910,15563.4,15542.67,15266.41,14755.36,4485084,4855392,4828870,5308461
OTC,2023/2/14,199.79,200.86,199.79,200,1094759,200.98,200.12,194.46,187.94,1410028,1429768,1265852,1324960
TSE,2023/2/14,15584.74,15669.63,15584.74,15654.48,4217899,15600.46,15541.4,15213.43,14723.21,4518149,4906249,4792442,5309069
OTC,2023/2/13,200.41,200.52,199.35,199.47,1144295,201.15,199.6,193.65,187.53,1471027,1459163,1270368,1330283
TSE,2023/2/13,15564.76,15569.99,15465.56,15544.28,4154146,15549.74,15502.47,15145.76,14689.62,4533166,5101521,4816539,5345676
OTC,2023/2/10,202.43,202.9,200.26,200.42,1577505,201.04,198.97,192.85,187.08,1501214,1462625,1270804,1337147
TSE,2023/2/10,15627.33,15628.3,15546.11,15586.65,4597233,15519.45,15497.42,15078.5,14653.01,4634819,5378039,4834637,5378268
OTC,2023/2/9,202.64,203.69,202.33,202.34,1542360,200.98,197.78,191.95,186.63,1498474,1385901,1242321,1336010
TSE,2023/2/9,15590,15617.34,15553.84,15598.71,4366230,15522.65,15432.05,15010.38,14613.63,4787387,5254366,4826142,5402663
OTC,2023/2/8,201.14,203.29,201.14,202.69,1691220,200.48,196.33,190.85,186.11,1505279,1318729,1208482,1331486
TSE,2023/2/8,15538.71,15631.22,15520.05,15618.17,5255236,15521.94,15364.88,14937.33,14570.76,5225700,5174893,4782632,5417391
OTC,2023/2/7,198.88,200.81,198.88,200.81,1399753,199.25,194.68,189.74,185.57,1449508,1242991,1176165,1323793
TSE,2023/2/7,15376.12,15462.1,15363.65,15400.91,4292987,15482.34,15285.48,14860.67,14526.9,5294349,5041222,4728916,5407882
OTC,2023/2/6,200.04,200.04,198.87,198.92,1295231,198.05,193.29,188.71,185.04,1447300,1207711,1160230,1321878
TSE,2023/2/6,15514.8,15514.8,15392.82,15392.82,4662408,15455.19,15218.55,14799.28,14488.55,5669875,4988441,4735792,5409360
OTC,2023/2/3,199.91,200.89,198.98,200.16,1563808,196.91,192.25,187.94,184.51,1424036,1194340,1145998,1319578
TSE,2023/2/3,15591.95,15617.73,15504.03,15602.66,5360074,15475.39,15154.41,14746.06,14449.29,6121258,4921625,4685625,5403818
OTC,2023/2/2,196.88,199.94,196.88,199.83,1576383,194.58,191.04,187.06,183.91,1273327,1157004,1124181,1309335
TSE,2023/2/2,15508.83,15602.09,15496.52,15595.16,6557794,15341.45,15074.44,14680.18,14405.08,5721344,4848538,4572944,5389975
OTC,2023/2/1,194.97,196.54,194.97,196.54,1412365,192.18,189.88,186.21,183.28,1132179,1128326,1102110,1301677
TSE,2023/2/1,15346.35,15420.13,15291.68,15420.13,5598484,15207.82,14990.15,14614.01,14358.3,5124086,4802349,4457317,5358978
OTC,2023/1/31,193.24,194.79,193.12,194.79,1388712,190.11,188.8,185.56,182.74,1036473,1101935,1090728,1295020
TSE,2023/1/31,15419.21,15441.98,15265.2,15265.2,6170613,15088.62,14885.47,14565.15,14316.74,4788094,4678634,4456164,5350996
OTC,2023/1/30,189.57,193.25,189.57,193.23,1178912,188.52,187.7,184.89,182.15,968122,1081572,1071259,1285153
TSE,2023/1/30,15291.53,15493.82,15291.53,15493.82,6919326,14981.91,14789.05,14513.61,14274.47,4307007,4531557,4428040,5324685
OTC,2023/1/17,187.89,188.63,187.63,188.5,810261,187.58,186.72,184.28,181.58,964643,1078984,1085006,1279261
TSE,2023/1/17,14922.34,14945.23,14884.78,14932.93,3360505,14833.43,14659.58,14447.42,14227.34,3721992,4291236,4437651,5296833
OTC,2023/1/16,186.31,187.82,186.31,187.82,870645,187.49,186.12,184.18,181.15,1040682,1098741,1107557,1279054
TSE,2023/1/16,14895.26,14960.92,14895.26,14927.01,3571501,14807.44,14588.7,14422.44,14192.74,3975732,4397917,4554068,5325954
OTC,2023/1/13,187.22,188.47,186.18,186.22,933837,187.58,185.37,184.12,180.71,1124473,1098235,1130275,1278867
TSE,2023/1/13,14923.05,14962.31,14822.15,14824.13,3918527,14772.48,14509.77,14402.51,14157.61,4480612,4390371,4764603,5343408
OTC,2023/1/12,188.5,188.87,186.79,186.85,1046957,187.48,184.8,184.27,180.35,1167397,1109339,1153846,1278347
TSE,2023/1/12,14780.58,14813.31,14700.73,14731.64,3765175,14682.32,14435.86,14398.01,14126.31,4569174,4416611,4830791,5391378
OTC,2023/1/11,188.25,188.97,188.06,188.52,1161517,186.87,184.13,184.4,180,1195022,1112750,1171578,1274676
TSE,2023/1/11,14822.86,14842.74,14734.44,14751.44,3994253,14596.2,14380.01,14398.4,14097.06,4756107,4483143,4913804,5411961
OTC,2023/1/10,188.3,189.08,187.73,188.05,1190454,185.86,183.63,184.29,179.65,1193325,1097657,1181704,1271005
TSE,2023/1/10,14796.27,14816.13,14728.56,14802.96,4629202,14485.74,14337.71,14386.98,14069.95,4860479,4449624,4963878,5436536
OTC,2023/1/9,186.29,188.26,186.29,188.26,1289599,184.75,183.08,184.26,179.29,1156801,1091357,1190747,1269140
TSE,2023/1/9,14504.47,14752.21,14504.47,14752.21,6095905,14369.97,14285.92,14377.46,14039.33,4820103,4297351,4961615,5466466
OTC,2023/1/6,184.29,185.74,184.17,185.74,1148460,183.17,182.53,184.25,178.94,1071997,1075894,1199649,1265293
TSE,2023/1/6,14278.52,14384.92,14278.52,14373.34,4361333,14247.07,14237.86,14375.12,14012.27,4300129,4112284,4931085,5469659
OTC,2023/1/5,183.76,185.49,183.69,183.76,1185082,182.12,182.31,184.36,178.56,1051281,1079520,1210988,1267526
TSE,2023/1/5,14285.12,14357.6,14270.93,14301.05,4699844,14189.4,14244.82,14384.1,13986.22,4264048,4233694,4983351,5504939
OTC,2023/1/4,182.48,184.01,182.45,183.47,1153028,181.4,182.09,184.53,178.31,1030477,1060946,1234270,1266106
TSE,2023/1/4,14186.95,14257.45,14177.97,14199.13,4516111,14163.81,14238.16,14400.55,13965.89,4210179,4324523,5089033,5513445
OTC,2023/1/3,180.35,182.53,180.32,182.53,1007835,181.39,181.83,184.86,178.06,1001990,1091027,1259048,1266381
TSE,2023/1/3,14108.16,14237.94,14001.97,14224.12,4427323,14189.67,14235.25,14427.04,13947.67,4038769,4584067,5185862,5545857
OTC,2022/12/30,180.83,182.1,180.34,180.34,865580,181.4,182.24,185.38,177.96,1025914,1116373,1292822,1268835
TSE,2022/12/30,14183.52,14248.9,14137.69,14137.69,3496035,14201.87,14256.17,14464.87,13938.98,3774599,4710219,5269857,5544697
OTC,2022/12/29,179.81,180.61,178.44,180.52,1044881,181.9,182.86,185.96,177.93,1079791,1162314,1332967,1274902
TSE,2022/12/29,14097.51,14120.57,13981.63,14085.02,4180927,14228.66,14295.26,14506.52,13934.88,3924439,5138835,5375134,5564387
OTC,2022/12/28,183.18,183.18,180.13,180.13,1081060,182.5,183.74,186.45,177.88,1107759,1198352,1371479,1282305
TSE,2022/12/28,14249.83,14249.83,14119.3,14173.1,4430499,14300.25,14360.17,14552.91,13930.16,4203340,5244971,5541644,5602417
OTC,2022/12/27,182.81,183.93,182.81,183.45,1010592,182.78,184.66,186.81,177.82,1091415,1230406,1386803,1285920
TSE,2022/12/27,14310.19,14410.24,14310.19,14328.43,3659061,14312.51,14416.79,14588.23,13920.21,4438868,5344465,5690774,5618792
OTC,2022/12/26,182.97,183.56,182.55,182.55,1127455,182.27,184.95,186.88,177.64,1180065,1265750,1404108,1288024
TSE,2022/12/26,14271.2,14301.11,14253.2,14285.13,3106471,14280.83,14436.25,14607.29,13903.08,5129364,5478132,5807946,5640931
OTC,2022/12/23,183.16,183.16,181.34,182.84,1134968,183.07,185.44,187.03,177.49,1206833,1290136,1408778,1289636
TSE,2022/12/23,14318.12,14318.12,14192.98,14271.63,4245235,14310.46,14468.99,14620.88,13888.74,5645839,5625880,5915459,5688601
OTC,2022/12/22,182.12,183.81,182.12,183.54,1184719,183.82,185.97,187.1,177.3,1244837,1323404,1420215,1290977
TSE,2022/12/22,14323.04,14442.94,14323.04,14442.94,5575432,14361.85,14512.37,14646.22,13876.45,6353232,5749886,5981450,5713646
OTC,2022/12/21,181.13,183.06,181.13,181.51,999340,184.97,186.4,187.25,177.07,1288945,1342456,1434637,1294207
TSE,2022/12/21,14205.06,14291.98,14197.86,14234.4,5608140,14420.09,14523.38,14663.28,13860.17,6286602,5733007,5982756,5735683
OTC,2022/12/20,186.41,187.46,180.92,180.92,1453841,186.55,186.97,187.39,177.01,1369397,1407593,1452194,1298481
TSE,2022/12/20,14410.75,14451.91,14157.99,14170.03,7111544,14521.08,14562.94,14681.98,13853.37,6250062,5853542,5926666,5732764
OTC,2022/12/19,186.46,187.46,186.03,186.55,1261298,187.62,187.88,187.49,176.95,1351435,1427068,1447980,1296481
TSE,2022/12/19,14478.45,14493.72,14411.81,14433.32,5688846,14591.66,14618.83,14700.59,13846.84,5826899,5787658,5798106,5723941
OTC,2022/12/16,188.67,188.67,186.48,186.56,1324989,187.8,188.53,187.33,176.92,1373439,1469271,1453978,1299260
TSE,2022/12/16,14554.21,14568.31,14447.77,14528.55,7782196,14627.52,14673.57,14701.39,13841.59,5605920,5829495,5740568,5718329
OTC,2022/12/15,189.3,190.23,188.99,189.3,1405258,188.11,189.06,187.2,176.95,1401970,1503620,1470110,1297415
TSE,2022/12/15,14692.92,14756.38,14649.54,14734.13,5242285,14662.89,14717.78,14700.22,13837.53,5146541,5611433,5638227,5689843
OTC,2022/12/14,186.6,189.41,186.6,189.41,1401598,187.82,189.16,186.99,176.94,1395967,1544607,1477484,1291307
TSE,2022/12/14,14557.56,14739.36,14557.56,14739.36,5425439,14626.68,14745.65,14690.27,13832.36,5179412,5838317,5671163,5684866
OTC,2022/12/13,187.65,188.79,186.29,186.29,1364033,187.4,188.96,186.68,176.95,1445790,1543201,1484532,1283840
TSE,2022/12/13,14617.86,14658.7,14515.74,14522.96,4995730,14604.81,14759.67,14680.17,13829.2,5457021,6037084,5748998,5667391
OTC,2022/12/12,187.89,187.89,185.85,187.43,1371318,188.15,188.82,186.45,176.99,1502701,1542465,1491232,1278639
TSE,2022/12/12,14658.46,14658.46,14538.66,14612.59,4583948,14645.99,14778.34,14681.34,13827.58,5748417,6137760,5894880,5656009
OTC,2022/12/9,188.18,189.38,188.02,188.14,1467644,189.26,188.62,186.1,177.06,1565103,1527419,1488255,1275039
TSE,2022/12/9,14620.27,14742.79,14620.27,14705.43,5485304,14719.62,14772.76,14659.45,13826.73,6053071,6205039,6020379,5679678
OTC,2022/12/8,187.34,188.16,186.96,187.85,1375241,190,188.24,185.65,177.15,1605269,1517026,1501792,1273686
TSE,2022/12/8,14631.21,14634.16,14464.2,14553.04,5406640,14772.67,14780.07,14624.56,13826.14,6076325,6213014,6165427,5669993
OTC,2022/12/7,190.07,190.58,186.51,187.27,1650714,190.5,188.11,185.01,177.27,1693247,1526819,1498040,1271748
TSE,2022/12/7,14708.08,14823.15,14630.01,14630.01,6813484,14864.62,14803.17,14572.1,13827.89,6497222,6232504,6151415,5663313
OTC,2022/12/6,193.05,193.88,189.78,190.04,1648589,190.52,187.82,184.41,177.41,1640611,1496795,1486211,1266911
TSE,2022/12/6,14955.29,14957.82,14728.88,14728.88,6452710,14914.53,14801.02,14522.54,13832.3,6617146,5999790,6131456,5632226
OTC,2022/12/5,192.15,193.6,192.15,192.98,1683328,189.5,187.09,183.54,177.48,1582229,1468893,1481588,1262126
TSE,2022/12/5,14972.17,15088.06,14969.97,14980.74,6107215,14910.68,14782.35,14453.48,13833.61,6527104,5808553,6114305,5612574
OTC,2022/12/2,190.23,192.02,190.23,191.88,1668473,187.98,186.13,182.54,177.48,1489735,1438684,1472886,1254059
TSE,2022/12/2,14933.2,15021.73,14921.06,14970.68,5601577,14825.91,14729.22,14365.63,13826.99,6357007,5651641,6111990,5590670
OTC,2022/12/1,188.13,190.62,188.13,190.33,1815130,186.47,185.33,181.53,177.44,1428783,1436600,1453009,1245949
