證券代碼,年月日,收盤價(元),季別,市值(百萬元),每股盈餘,ROE－綜合損益,營業毛利,營業收入淨額,營業費用,營業利益,營業毛利率,營業利益率,營業費用率,營收成長率,營業毛利成長率,營業利益成長率,營收變動率,營業利益變動率,流動比率,速動比率,負債比率,等級,評鑑結果,屆次
5302 太欣,2022/6/30,9.52,2,"1,522",-0.08,-1,583,"3,465","19,791","-19,208",16.83,-554.34,571.17,-65.35,-89.51,-24.97,27.16,3.22,133.45,117.03,22.42,,,
5314 世紀,2022/6/30,18.1223,2,266,-0.1,-8.93,825,"2,444","8,018","-7,193",33.76,-294.31,328.07,-31.62,-66.22,-7.23,91.84,-23.1,435.63,432.16,32.34,,,
5344 立衛,2022/6/30,18.45,2,"1,466",0.08,0.08,"13,023","74,025","10,671","2,352",17.59,3.18,14.42,-23.29,-44.61,-81.52,-7.1,275,375.91,369.84,18.79,,,
5347 世界,2022/6/30,68.4114,2,"125,874",2.98,13.83,"7,645,192","15,300,862","1,733,684","5,911,508",49.97,38.64,11.33,50.66,84.09,97.88,13.41,18.52,193.63,176.53,63,,,
5351 鈺創,2022/6/30,51.4843,2,"14,870",0.57,2.4,"449,402","1,392,480","321,125","142,780",32.27,10.25,23.06,9.11,17.79,-16.26,-14.61,-25.67,248.8,117.81,39.67,,,
5425 台半,2022/6/30,65.9478,2,"18,734",1.55,6.16,"1,396,860","3,964,703","649,038","747,822",35.23,18.86,16.37,22.69,37.72,65.32,5.67,19.45,184.31,116.52,45.64,,,
5468 凱鈺,2022/6/30,25.4065,2,729,0.17,2.22,"15,606","50,391","11,220","4,386",30.97,8.7,22.27,40.24,9.08,-0.3,-0.59,-63.16,141.81,32.22,53.92,,,
5471 松翰,2022/6/30,57.1567,2,"11,248",1.49,1.83,"489,580","1,027,183","275,815","213,765",47.66,20.81,26.85,-34.77,-40.34,-58.15,0.03,-7.32,220.67,151,38.44,,,
5483 中美晶,2022/6/30,129.5994,2,"82,657",3.11,2.19,"8,264,745","20,270,574","1,460,634","6,804,111",40.77,33.57,7.21,17.97,41.31,57.73,8,9.65,271.74,233.63,67.7,,,
5487 通泰,2022/6/30,29.5479,2,745,0.11,0.16,"20,673","71,450","18,007","2,666",28.93,3.73,25.2,-38.6,-51.91,-87.54,-3.72,-55.01,648.52,545.37,20.09,,,
6103 合邦,2022/6/30,32.5373,2,443,-0.03,-1.9,"1,397","16,882","4,098","-2,701",8.28,-16,24.27,172.51,17,17.5,22.72,29.26,197.8,148.56,34.16,,,
6104 創惟,2022/6/30,146.1346,2,"13,452",1.45,6.87,"418,205","862,285","280,948","137,257",48.5,15.92,32.58,14.94,10.44,-10.95,-30.43,-65.81,156.76,61.24,45.25,,,
6129 普誠,2022/6/30,31.299,2,"5,781",0.14,2.56,"173,910","490,381","140,564","33,346",35.46,6.8,28.66,21.7,11.03,28.41,13.69,12.79,570.08,407.57,21.09,,,
6138 茂達,2022/6/30,125.4301,2,"10,555",5.03,13.43,"888,015","2,050,806","356,883","535,530",43.3,26.11,17.4,27.37,52.76,75.48,5.73,16.76,207.92,160.77,45.89,,,
6147 頎邦,2022/6/30,49.1434,2,"43,803",2.42,-0.4,"2,180,968","6,629,277","540,050","1,640,918",32.9,24.75,8.15,-4.9,-4.63,-11.04,-1.71,-5.64,130.88,116.94,30.1,,,
6182 合晶,2022/6/30,44.3018,2,"25,992",1,3.07,"1,250,093","3,116,471","400,799","849,294",40.11,27.25,12.86,25.52,55.84,80.94,2.59,-1.3,210.36,160.3,41.28,,,
6198 瑞築,2022/6/30,31.4,2,711,-0.11,-0.52,"1,204","1,501","4,670","-3,466",80.21,-230.91,311.13,-8.08,14.78,-4.65,31.78,18.14,"8,683.58","6,061.28",3.91,,,
6202 盛群,2022/6/30,77.2933,2,"19,405",1.57,3.47,"898,728","1,665,409","459,433","420,251",53.96,25.23,27.59,-0.28,1.7,0.24,-13.19,-18.04,186.19,77.66,50.05,,,
6223 旺矽,2022/6/30,77.5907,2,"8,006",3.21,4.53,"842,388","1,883,877","514,911","327,477",44.72,17.38,27.33,19.49,24.09,49.46,9.52,11.69,210.87,109.31,39.56,,,
6229 研通,2022/6/30,25.3206,2,"1,053",0.84,-1.12,"77,813","436,157","66,232","11,940",17.84,2.74,15.19,-20.94,-27.36,-70.59,8.45,-28.89,134.54,91.57,57.08,,,
6233 旺玖,2022/6/30,23.6854,2,"1,919",0.15,-1.85,"47,029","116,474","43,867","3,162",40.38,2.71,37.66,10.14,-1.27,-60.78,13.98,-44.14,734.41,605.39,11.84,,,
6237 驊訊,2022/6/30,48.5416,2,"3,923",0.08,0.33,"66,981","267,569","73,783","-6,802",25.03,-2.54,27.58,-43.66,-76.4,-103.31,37.09,56.14,503.41,369.29,10.48,,,
6239 力成,2022/6/30,76.052,2,"66,653",3.67,5.25,"5,466,968","23,263,343","1,418,868","4,048,100",23.5,17.4,6.1,12.81,13.19,9.58,11.68,17.75,174.99,134.24,50.74,,,
6243 迅杰,2022/6/30,35.5743,2,"1,650",0.5,2.89,"60,211","174,174","61,507","-1,296",34.57,-0.74,35.31,-18.73,-7.84,-106.23,-17.3,-119.96,261.24,143.6,37.3,,,
6257 矽格,2022/6/30,44.1518,2,"23,521",2.18,8.05,"1,685,824","5,154,295","449,113","1,236,711",32.71,23.99,8.71,22.56,31.05,35.12,11.58,23.19,155.55,142.46,54.01,,,
6261 久元,2022/6/30,61.3975,2,"8,481",2.44,3.76,"507,716","1,316,102","173,278","361,955",38.58,27.5,13.17,-8.46,-18.44,-20.52,1.2,-10.59,233.37,189.39,28.64,,,
6271 同欣電,2022/6/30,202.6337,2,"35,917",5.59,4.42,"1,361,494","3,605,570","344,488","1,017,006",37.76,28.21,9.55,4.98,24.98,25.81,4.04,19.36,174.41,134.32,23.57,,,
6287 元隆,2022/6/30,31.2,2,"3,418",0.16,24.63,"90,482","485,308","17,778","72,704",18.64,14.98,3.66,27.21,159.95,252.45,6.87,43.81,74.34,35.69,83.76,,,
6291 沛亨,2022/6/30,84.3,2,"3,541",0.43,2.97,"114,054","365,910","92,033","22,021",31.17,6.02,25.15,47.74,65.41,17.25,5.95,-54.57,207.46,154.47,39.73,,,
6411 晶焱,2022/6/30,101.3601,2,"10,452",2.36,4.93,"466,793","999,686","257,115","209,678",46.69,20.97,25.72,10.84,24.8,9.77,12.6,10.49,148.69,111.62,39.7,,,
6415 矽力*-KY,2022/6/30,593.4882,2,"227,579",5.53,8.4,"3,640,884","6,800,957","1,600,579","2,044,523",53.53,30.06,23.53,29.34,29.65,23.81,12.96,15.01,861.61,709.46,12.11,,,
6435 大中,2022/6/30,115.8291,2,"4,112",5.51,6.12,"310,485","970,755","100,458","210,027",31.98,21.64,10.35,32.27,75.79,88.82,0.15,6.77,184.8,96.26,48.76,,,
6451 訊芯-KY,2022/6/30,70.1364,2,"7,909",1.43,-1.09,"164,521","1,274,819","173,742","-9,221",12.91,-0.72,13.63,7.63,-48.88,-117.32,56,93.93,160.97,134.95,57.29,,,
6457 紘康,2022/6/30,70.4237,2,"2,574",0.88,2.8,"106,043","236,179","66,181","39,862",44.9,16.88,28.02,-32.27,-45.27,-64.44,-17.01,-43.06,222.52,132.38,38.32,,,
6462 神盾,2022/6/30,77.5257,2,"6,234",-4.68,-16.26,"238,422","731,133","452,199","-213,777",32.61,-29.24,61.85,-0.21,-16.23,-54.24,-20.28,-311.6,128.42,86.86,43.48,,,
6485 點序,2022/6/30,74.6118,2,"3,669",2.96,6.99,"313,147","503,012","151,899","161,248",62.25,32.06,30.2,10.6,17.64,22.33,-7.54,-9.4,290.32,232.74,30.89,,,
6488 環球晶,2022/6/30,430.4741,2,"198,074",6.24,2.35,"7,644,731","17,539,783","1,243,986","6,400,745",43.59,36.49,7.09,15.33,36.9,50.28,7.56,8.65,313.39,270.71,71.1,,,
6494 九齊,2022/6/30,79.4623,2,"2,768",3.22,8.1,"267,113","516,897","155,399","111,714",51.68,21.61,30.06,-13.64,-11.17,-38.5,-7.5,-34.31,204.12,157.51,38.58,,,
6510 精測,2022/6/30,385.6306,2,"13,378",7.65,3.28,"643,597","1,185,463","341,558","302,039",54.29,25.48,28.81,13.07,14.01,11.27,42.98,143.27,299.72,249.2,16.83,,,
6515 穎崴,2022/6/30,342.8223,2,"12,438",6.11,7.33,"459,526","1,057,164","207,490","252,036",43.47,23.84,19.63,64.74,84.97,140.03,32.01,92.72,198.41,166.99,36.27,,,
6525 捷敏-KY,2022/6/30,68.9372,2,"10,246",2.08,5.26,"296,758","1,373,555","97,352","199,406",21.61,14.52,7.09,18.76,-16.52,-27.84,8.48,-18.5,133.44,116.03,46.19,,,
6531 愛普*,2022/6/30,204.5999,2,"33,741",3.85,6.31,"630,222","1,538,648","172,483","457,739",40.96,29.75,11.21,-5.81,-16.19,-23.53,-0.39,-14.43,513.83,416.87,18.34,,,
6532 瑞耘,2022/6/30,39.4359,2,"1,549",1.32,5.81,"70,708","156,396","18,555","52,153",45.21,33.35,11.86,33.93,76.11,121.32,18.6,21.56,157.44,105.16,28.41,,,
6533 晶心科,2022/6/30,250.7269,2,"12,739",1.42,1.52,"140,042","140,138","215,250","-75,208",99.93,-53.67,153.6,-32.42,-32.4,-208.87,-33.59,"-2,149.26","1,397.13","1,361.08",7.78,,,
6548 長科*,2022/6/30,28.8731,2,"28,892",2.09,7.22,"1,165,594","3,777,741","308,945","856,649",30.85,22.68,8.18,23.03,67.32,84.64,4.03,4.94,220.73,157.92,45.58,,,
6552 易華電,2022/6/30,37.9202,2,"3,308",0.88,-4.26,"140,402","698,948","68,076","72,326",20.09,10.35,9.74,-14.67,-29.88,-46.81,11.12,73.02,159.56,129.94,49.03,,,
6568 宏觀,2022/6/30,130.4692,2,"4,298",1.5,3.06,"161,866","320,087","100,841","60,328",50.57,18.85,31.5,13.25,8.17,25.83,31.66,214.59,283,202.88,29.43,,,
6573 虹揚-KY,2022/6/30,15.5,2,"1,248",-0.39,-4.19,-826,"349,341","57,122","-57,948",-0.24,-16.59,16.35,-42.05,-100.74,-304.06,7.7,-28.08,98.26,66.64,58.99,,,
6640 均華,2022/6/30,81.9814,2,"2,616",3.39,5.3,"178,949","427,770","80,772","98,177",41.83,22.95,18.88,-7.32,1.46,12.35,8.5,14.85,149.99,111.59,59.83,,,
6643 M31,2022/6/30,211.5931,2,"7,437",2.64,5.24,"299,748","299,748","226,651","73,097",100,24.39,75.61,39.89,39.89,17.57,21,206.37,223.62,193.9,27.66,,,
6651 全宇昕,2022/6/30,65.0478,2,"2,554",3.04,10.26,"179,013","458,571","71,942","107,071",39.04,23.35,15.69,20.32,26.52,24.41,9.49,24.94,201.72,120.31,43.01,,,
6679 鈺太,2022/6/30,215.4116,2,"12,068",3.31,1.62,"301,853","664,686","106,343","195,510",45.41,29.41,16,-8.22,0.78,-6.77,-1.96,8.93,"1,057.19",825.53,8.4,,,
6683 雍智科技,2022/6/30,196.0848,2,"5,523",3.92,5.53,"202,817","389,687","75,343","127,474",52.05,32.71,19.33,3.01,-1.08,-11.85,5.98,7.78,302,204.77,26.44,,,
6684 安格,2022/6/30,68.0823,2,"1,992",0.37,1.12,"73,909","133,996","47,532","26,377",55.16,19.68,35.47,-13.85,-20.1,-45.16,-16.16,-41.76,372.41,328.71,26.18,,,
6693 廣閎科,2022/6/30,94.3636,2,"4,572",1.36,5.14,"110,931","381,826","48,644","62,287",29.05,16.31,12.74,31.31,59.11,99.03,6.9,18.74,355.08,268.79,37.24,,,
6716 應廣,2022/6/30,90.513,2,"2,992",2.58,6.85,"126,227","303,469","53,320","72,907",41.59,24.02,17.57,23.42,-13.43,-24.56,12.6,6.67,192.16,163.42,40.84,,,
6719 力智,2022/6/30,425.4846,2,"35,341",5.74,5.22,"841,291","1,871,415","338,268","503,023",44.95,26.88,18.08,30.06,43.26,55.15,9.54,12.26,414.24,338.33,21.37,,,
6732 昇佳電子,2022/6/30,263.0211,2,"13,378",5.12,4.95,"472,805","1,120,789","184,371","288,439",42.19,25.74,16.45,-25.2,-34.72,-45.06,-16.9,-24.23,274.61,210.11,30.11,,,
6756 威鋒電子,2022/6/30,247.8408,2,"17,535",3.72,8.33,"468,879","880,765","207,065","261,814",53.24,29.73,23.51,9.71,9.81,2.99,-10.57,-10.46,299.76,230.2,24.6,,,
6770 力積電,2022/6/30,38.9229,2,"144,224",1.95,9.58,"11,166,377","21,832,031","2,432,057","8,813,030",51.15,40.37,11.14,42.37,84.36,108.49,5.43,5.94,250.92,210.56,48.53,,,
6788 華景電,2022/6/30,105.5369,2,"4,065",2.6,6.13,"179,064","348,820","70,051","109,013",51.33,31.25,20.08,43.51,39.24,54.95,14.44,28.01,305.74,222.31,33.61,,,
6789 采鈺,2022/6/30,329.0772,2,"105,096",2.12,4.86,"1,119,648","2,650,415","353,598","774,139",42.24,29.21,13.34,23.89,45.14,33.95,15.46,26.88,318.58,305.17,30.76,,,
6799 來頡,2022/6/30,131.8453,2,"5,553",2.16,8.68,"159,348","323,641","55,598","103,750",49.24,32.06,17.18,34.08,32.63,32.82,1.3,0.33,432.55,367.64,22.14,,,
6823 濾能,2022/6/30,85.6225,2,"2,004",1.86,5.7,"69,835","268,682","35,500","34,335",25.99,12.78,13.21,48.83,31.3,9.78,8.21,94.26,265.19,197.54,39.12,,,
7556 意德士,2022/6/30,107.0584,2,"2,698",1.52,1.04,"60,952","143,072","23,843","37,109",42.6,25.94,16.67,23.89,26.02,25.35,9.72,10.82,311.22,283.66,21.99,,,
8016 矽創,2022/6/30,147.8632,2,"24,027",9.12,8.66,"2,399,367","4,537,216","949,965","1,449,773",52.88,31.95,20.94,-18.02,-23.75,-30.79,-18.89,-25.57,179,130.42,46.15,,,
8024 佑華,2022/6/30,18.0797,2,951,0.64,4.11,"57,265","115,530","44,835","12,430",49.57,10.76,38.81,-26.77,-21.51,-59.15,7.44,-24.17,478.73,451.8,19.34,,,
8028 昇陽半導體,2022/6/30,57.2869,2,"8,884",0.62,3.6,"197,547","730,043","137,601","59,946",27.06,8.21,18.85,3.09,25.23,75.7,0.41,-21.72,84.01,61.07,65.34,,,
8040 九暘,2022/6/30,38.9722,2,"2,795",0.26,2.3,"102,368","272,236","84,333","18,035",37.6,6.62,30.98,-0.61,-2.19,-37.52,-4.09,-51.15,290.64,237.7,24.41,,,
8054 安國,2022/6/30,33.5442,2,"3,090",0.7,2.05,"212,087","428,937","190,486","21,601",49.44,5.04,44.41,14.42,8.46,-53.7,19.14,-15.42,392.37,322.35,20.03,,,
8081 致新,2022/6/30,141.2525,2,"13,098",7.47,8.21,"1,157,592","2,380,007","460,240","697,352",48.64,29.3,19.34,-0.01,2.03,-1.12,-6.31,-8.69,198.19,137.96,41.62,,,
8086 宏捷科,2022/6/30,81.6337,2,"16,704",0.13,0.34,"113,057","587,943","97,276","15,781",19.23,2.68,16.55,-48.87,-66.16,-93.47,-3.78,-62.91,336.95,269.53,13.34,,,
8088 品安,2022/6/30,17.4704,2,"1,206",0.89,5.67,"75,781","424,979","22,842","52,939",17.83,12.46,5.37,8.97,343.55,"7,550.14",1.74,65.55,359.2,295.65,19.05,,,
8110 華東,2022/6/30,11.9434,2,"6,365",-0.02,-7.57,"214,942","2,428,567","108,879","106,063",8.85,4.37,4.48,11.56,72.22,351.93,5.88,158.39,164.04,106.73,48.95,,,
8131 福懋科,2022/6/30,34.2169,2,"17,512",1.55,3.31,"608,027","2,699,094","57,401","550,626",22.53,20.4,2.13,9.41,17.35,18.3,5.32,22.47,407.71,319.88,21.49,,,
8150 南茂,2022/6/30,34.7681,2,"26,872",1.82,4.72,"1,741,892","6,851,737","485,059","1,276,872",25.42,18.64,7.08,-1.87,-11.4,-17.07,1.88,3.62,195.68,154.32,44.76,,,
8261 富鼎,2022/6/30,104.3797,2,"12,739",3.09,7.41,"438,744","1,163,163","132,103","306,641",37.72,26.36,11.36,12.85,44.98,49.84,2.78,0.57,457.14,386.25,20.17,,,
8271 宇瞻,2022/6/30,35.0016,2,"3,768",1.45,5.18,"401,205","2,112,860","222,814","178,391",18.99,8.44,10.55,-7.6,-9.61,-16.47,-8.27,-12.01,223.42,126.05,36.09,,,
8277 商丞,2022/6/30,9.43,2,864,-0.19,-3.38,"10,299","92,130","32,351","-22,052",11.18,-23.94,35.11,48.08,11.78,8.93,2.11,-45.13,631.13,431.9,12.71,,,
8299 群聯,2022/6/30,259.4714,2,"53,407",9.17,4.15,"4,991,058","16,285,415","3,026,762","1,919,853",30.65,11.79,18.59,2.36,-3.77,-24.31,-4.8,-21.94,262.81,138.01,38.54,,,
2801 彰銀,2022/6/30,16.7018,2,"181,977",0.28,-1.21,,"8,532,191","4,356,887",,,,51.06,22.06,,,14.84,,,,93.75,,,
2809 京城銀,2022/6/30,34.3258,2,"39,692",0.73,-5.79,,"1,114,415","519,826",,,,46.65,-61.41,,,85.57,,,,88.2,,,
2812 台中銀,2022/6/30,11.8744,2,"61,497",0.28,0.48,,"3,606,957","1,787,708",,,,49.56,9.26,,,4.93,,,,91.83,,,
2816 旺旺保,2022/6/30,16.2763,2,"3,868",-3.37,-14,"-255,359","1,848,537","517,011","-772,370",-13.81,-41.78,27.97,-15.4,-140.3,-755.45,-8.89,"-1,829.62",,,72.01,,,
2820 華票,2022/6/30,15.3378,2,"22,495",0.13,-6.11,,"333,880","112,765",,,,33.77,-52.6,,,-44.6,,,,88.92,,,
2832 台產,2022/6/30,18.5565,2,"7,027",0.81,-1.3,"752,898","1,508,022","386,510","366,388",49.93,24.3,25.63,-20.06,"3,770.14",217.73,0.49,259.52,,,51.68,,,
2834 臺企銀,2022/6/30,11.0418,2,"89,434",0.25,-2.66,,"6,713,413","3,520,201",,,,52.44,12.74,,,8.06,,,,95.01,,,
2836 高雄銀,2022/6/30,12.4517,2,"15,823",0.22,-5.74,,"1,031,529","674,267",,,,65.37,7.88,,,-0.36,,,,94.23,,,
2838 聯邦銀,2022/6/30,13.1649,2,"50,417",0.02,-4.75,,"3,525,740","2,616,066",,,,74.2,-16.83,,,1.56,,,,92.65,,,
2845 遠東銀,2022/6/30,10.091,2,"39,532",0.28,0.13,,"2,945,612","1,689,178",,,,57.35,7.01,,,15.69,,,,93.64,,,
2849 安泰銀,2022/6/30,14.4615,2,"30,539",0.24,-0.68,,"1,573,927","760,187",,,,48.3,0.75,,,0.73,,,,90.25,,,
2850 新產,2022/6/30,49.4313,2,"16,398",1.2,-3.13,"1,373,599","4,575,341","866,697","506,902",30.02,11.08,18.94,0.22,-12.85,-29.3,-2.11,-22.99,,,68.26,,,
