證券代碼,年月日,收盤價(元),季別,市值(百萬元),每股盈餘,ROE－綜合損益,營業毛利,營業收入淨額,營業費用,營業利益,營業毛利率,營業利益率,營業費用率,營收成長率,營業毛利成長率,營業利益成長率,營收變動率,營業利益變動率,流動比率,速動比率,負債比率,等級,評鑑結果,屆次
6823 濾能,2022/9/30,86.8251,3,"1,991",1.86,5.12,"98,014","278,099","49,433","48,581",35.24,17.47,17.78,22.95,37.9,35.55,3.5,41.49,347.86,246.98,35.08,,,
7556 意德士,2022/9/30,96.5401,3,"2,383",1.6,4.96,"58,035","141,431","25,098","32,937",41.03,23.29,17.75,9.83,5.29,7.92,-1.15,-11.24,380.07,342.44,17.47,,,
8016 矽創,2022/9/30,149.8185,3,"19,763",6.09,6.14,"1,698,416","4,065,580","826,099","872,574",41.78,21.46,20.32,-38.27,-55.3,-66.24,-10.39,-39.81,254.43,160.84,32.24,,,
8024 佑華,2022/9/30,19.9448,3,973,0.96,6.48,"66,499","126,935","52,820","13,679",52.39,10.78,41.61,-7.09,6.1,-41.27,9.87,10.05,747.93,707.77,13.34,,,
8028 昇陽半導體,2022/9/30,52.813,3,"8,303",0.82,4.46,"224,065","824,049","138,574","85,491",27.19,10.37,16.82,16.23,35.46,97.35,12.88,42.61,127.25,95.07,64.33,,,
8040 九暘,2022/9/30,52.515,3,"3,711",0.81,7.04,"159,404","399,753","99,951","59,453",39.88,14.87,25,26.8,42.66,51.5,46.84,229.65,287.73,212.84,25.58,,,
8054 安國,2022/9/30,31.1764,3,"2,871",-0.02,0.18,"189,426","427,616","228,316","-38,890",44.3,-9.09,53.39,41.89,27.25,"-6,910.86",-0.31,-280.04,568.05,445.58,14.46,,,
8081 致新,2022/9/30,112.4445,3,"10,427",5.2,5.83,"789,797","1,787,064","416,729","373,068",44.2,20.88,23.32,-28.99,-39.63,-55.25,-24.91,-46.5,369.51,211.25,22.33,,,
8086 宏捷科,2022/9/30,60.9,3,"11,968",0.07,0.18,"71,740","590,683","96,119","-24,379",12.15,-4.13,16.27,-53.9,-81.54,-108.41,0.47,-254.48,702.66,553.1,6.29,,,
8088 品安,2022/9/30,19.4229,3,"1,267",1.24,5.9,"91,102","445,225","24,023","67,079",20.46,15.07,5.4,9.57,132.27,185.83,4.76,26.71,462.43,391.24,14.11,,,
8110 華東,2022/9/30,11.5724,3,"6,104",0.52,0.31,"274,379","2,614,518","122,443","151,936",10.49,5.81,4.68,21.16,142.6,"1,369.97",7.66,43.25,174.23,120.26,48.65,,,
8131 福懋科,2022/9/30,34.2059,3,"16,362",1.42,3.25,"559,455","2,670,776","61,827","497,628",20.95,18.63,2.31,9.07,17.52,18.22,-1.05,-9.63,746.74,579.01,14.01,,,
8150 南茂,2022/9/30,28.2285,3,"21,817",0.92,3.07,"812,223","5,253,906","456,287","397,175",15.46,7.56,8.68,-26.63,-58.51,-74,-23.32,-68.89,317.97,242.8,41.7,,,
8261 富鼎,2022/9/30,100.5667,3,"12,274",2.06,4.54,"302,038","910,105","129,783","172,255",33.19,18.93,14.26,-11.99,-13.74,-26.46,-21.76,-43.83,515.44,417.63,17.27,,,
8271 宇瞻,2022/9/30,36.799,3,"4,345",1.16,4.76,"385,080","2,245,226","237,082","147,998",17.15,6.59,10.56,5.51,10.17,12.92,6.26,-17.04,266.22,136.8,30.55,,,
8277 商丞,2022/9/30,8.76,3,803,-0.13,-2.96,"13,220","92,815","33,958","-20,738",14.24,-22.34,36.59,35.32,-8.82,-27.89,0.74,5.96,646.35,430.38,14.26,,,
8299 群聯,2022/9/30,254.2054,3,"52,323",6.13,2.59,"3,532,661","14,574,608","2,338,104","1,221,222",24.24,8.38,16.04,-13.89,-34.28,-57.2,-10.51,-36.39,270.73,143.23,37.97,,,
2801 彰銀,2022/9/30,17.15,3,"181,678",0.3,0.55,,"9,176,754","4,617,266",,,,50.31,18.3,,,7.55,,,,93.92,,,
2809 京城銀,2022/9/30,32.6774,3,"37,449",0.22,-4.32,,"1,223,181","593,029",,,,48.48,-37.89,,,9.76,,,,89.09,,,
2812 台中銀,2022/9/30,12.3341,3,"62,666",0.28,1.69,,"4,105,271","1,843,682",,,,44.91,21.17,,,13.82,,,,91.95,,,
2816 旺旺保,2022/9/30,14.85,3,"3,321",0.03,-1.44,"486,177","2,253,838","478,252","7,925",21.57,0.35,21.22,9.82,-12.93,-92.36,21.93,101.03,,,71.51,,,
2820 華票,2022/9/30,14.2757,3,"19,809",0.24,-1.26,,"468,632","112,618",,,,24.03,-32.97,,,40.36,,,,89.2,,,
2832 台產,2022/9/30,19.1783,3,"7,262",0.71,-1.37,"646,395","1,578,590","330,311","316,084",40.95,20.02,20.92,-20.95,46.07,56.33,4.68,-13.73,,,51.85,,,
2834 臺企銀,2022/9/30,12.6,3,"101,174",0.36,0.44,,"7,825,723","3,769,485",,,,48.17,19.34,,,16.57,,,,95.07,,,
2836 高雄銀,2022/9/30,12.3259,3,"15,219",0.18,-1.45,,"910,070","661,424",,,,72.68,-7.41,,,-11.77,,,,94.33,,,
2838 聯邦銀,2022/9/30,14.0956,3,"53,551",0.34,-0.88,,"4,553,827","2,856,295",,,,62.72,6.38,,,29.16,,,,92.86,,,
2845 遠東銀,2022/9/30,10.7143,3,"45,171",0.24,0.59,,"2,877,064","1,789,501",,,,62.2,2.58,,,-2.33,,,,93.04,,,
2849 安泰銀,2022/9/30,13.735,3,"27,602",0.24,-0.39,,"1,484,734","736,252",,,,49.59,-2.19,,,-5.67,,,,90.56,,,
2850 新產,2022/9/30,46.4312,3,"15,403",1.78,1.65,"1,624,836","4,872,712","924,346","700,490",33.35,14.38,18.97,3.35,0.65,-7.81,6.5,38.19,,,67.44,,,
2851 中再保,2022/9/30,19.4806,3,"11,926",-0.11,-0.03,"93,807","4,939,280","105,092","-11,285",1.9,-0.23,2.13,0.68,-84.89,-102.12,-18.96,98.68,,,73.12,,,
2852 第一保,2022/9/30,13.5841,3,"4,277",0.82,4.23,"664,680","1,850,726","375,677","289,003",35.91,15.62,20.3,5.59,-0.19,-5,6.38,41.57,,,58.28,,,
2867 三商壽,2022/9/30,6.0816,3,"19,465",0.34,3.23,"1,135,257","30,633,481","1,174,277","-39,020",3.71,-0.13,3.83,2.08,"1,605.43",96.59,42.16,98.3,,,98.18,,,
2880 華南金,2022/9/30,22.25,3,"303,551",0.43,-0.27,,"16,028,000","7,422,345",,,,46.31,14.48,,,20.15,,,,95.09,,,
2881 富邦金,2022/9/30,48.7449,3,"618,521",1.15,-12.57,,"64,455,942","17,061,956",,,,26.47,-41.45,,,-29.97,,,,94.65,,,
2882 國泰金,2022/9/30,38.3885,3,"526,110",0.39,-38.14,,"68,694,454","22,933,101",,,,33.38,-47.88,,,-35.02,,,,97.42,,,
2883 開發金,2022/9/30,12,3,"202,167",0.4,-10.4,,"25,168,340","7,980,517",,,,31.71,-49.27,,,-22.74,,,,95.36,,,
2884 玉山金,2022/9/30,24.3514,3,"367,584",0.32,1,,"14,348,034","8,130,727",,,,56.67,-5.53,,,18.26,,,,94.69,,,
2885 元大金,2022/9/30,18.901,3,"244,405",0.65,2.37,,"24,938,059","10,814,809",,,,43.37,-12.04,,,1.9,,,,90.99,,,
2886 兆豐金,2022/9/30,31.15,3,"434,225",0.41,-1.19,,"14,813,599","7,429,752",,,,50.15,-6.95,,,13.69,,,,93.25,,,
2887 台新金,2022/9/30,12.7985,3,"164,046",0.28,1.07,,"16,425,232","7,526,980",,,,45.83,-14.57,,,14.34,,,,92.95,,,
2888 新光金,2022/9/30,8.21,3,"127,153",0.48,-14.82,,"31,614,271","7,153,597",,,,22.63,-43.11,,,16.13,,,,96.37,,,
2889 國票金,2022/9/30,11.4189,3,"36,352",0.13,-3.66,,"1,592,243","893,019",,,,56.09,-34.81,,,6.16,,,,89.46,,,
2890 永豐金,2022/9/30,17.1504,3,"196,939",0.41,-0.36,,"12,928,309","6,646,742",,,,51.41,5.59,,,11.47,,,,94.11,,,
2891 中信金,2022/9/30,19.0833,3,"387,015",0.4,-4.75,,"36,130,378","16,666,521",,,,46.13,-28.86,,,-16.09,,,,95.41,,,
2892 第一金,2022/9/30,26,3,"343,809",0.47,2.14,,"19,830,829","6,969,889",,,,35.15,23.52,,,17.36,,,,94.6,,,
2897 王道銀行,2022/9/30,7.9634,3,"22,610",0.26,0.41,,"2,604,305","1,260,987",,,,48.42,10.5,,,25.29,,,,91.62,,,
5876 上海商銀,2022/9/30,46.4777,3,"220,495",1.28,3.37,,"13,133,793","4,351,739",,,,33.13,31.96,,,27.63,,,,90.97,,,
5878 台名,2022/9/30,44.5438,3,"1,179",0.33,-0.27,"31,960","158,567","23,588","8,372",20.16,5.28,14.88,-14.67,-8.7,-32.63,-17.03,-60.28,264.78,237.24,28.58,,,
5880 合庫金,2022/9/30,26.25,3,"367,735",0.41,-2.33,,"15,423,830","7,333,295",,,,47.55,2.17,,,26.1,,,,95.39,,,
4951 精拓科,2022/9/30,,3,,1.07,4.91,"82,096","111,990","49,775","32,321",73.31,28.86,44.45,-22.43,-19.5,-32.47,-27.48,-35.95,533.47,435.73,14.25,,,
6695 芯鼎,2022/9/30,,3,,0.29,1.76,"114,330","266,047","126,050","-11,720",42.97,-4.41,47.38,-24.01,-28.94,-123.29,-24.97,-137.99,542.84,312.41,19.26,,,
6708 天擎,2022/9/30,,3,,0.62,5.21,"44,364","85,590","39,309","5,055",51.83,5.91,45.93,-6.52,-10.72,-56.4,-15.43,-74.11,495.7,400.61,25.57,,,
8227 巨有科技,2022/9/30,,3,,1.17,9.93,"66,162","232,629","32,341","33,821",28.44,14.54,13.9,54.27,11.76,2.68,-23.68,30.36,182.8,127.49,49.07,,,
2302 麗正,2022/6/30,15.8353,2,"2,844",0.34,1.23,"95,313","213,632","41,012","54,301",44.62,25.42,19.2,8.97,38.96,73.38,8.71,85.4,181.6,119.85,18.89,,,
2303 聯電,2022/6/30,36.4984,2,"488,675",1.74,6.06,"33,472,177","72,055,140","6,706,528","28,164,004",46.45,39.09,9.31,41.54,110.41,148.95,13.61,26.1,201.63,177.9,43.32,,,
2329 華泰,2022/6/30,14.5152,2,"8,914",0.61,3.93,"752,628","4,288,219","303,378","449,047",17.55,10.47,7.07,3.37,-9.13,-17.79,11.7,22.53,160.72,112.67,48.6,,,
2330 台積電,2022/6/30,465.8507,2,"12,342,861",9.14,10.29,"315,467,994","534,140,808","53,374,518","262,123,749",59.06,49.07,9.99,43.53,69.43,79.95,8.77,17.13,225.48,195.23,42.23,,,
2337 旺宏,2022/6/30,31.5891,2,"65,885",1.59,4.89,"5,464,617","11,340,048","2,484,361","2,980,256",48.19,26.28,21.91,-0.76,22.37,29.28,-2.22,-7.38,182.79,114.93,41.62,,,
2338 光罩,2022/6/30,68.7914,2,"18,639",-1.58,-10.07,"618,035","1,994,321","185,453","432,582",30.99,21.69,9.3,33.66,108.53,"1,398.59",16.8,106.16,80.27,71.33,81.71,,,
2340 台亞,2022/6/30,39.1106,2,"18,729",0.32,-0.78,"393,366","1,328,448","195,568","197,798",29.61,14.89,14.72,-4,-12.19,-9.87,3.6,41.67,240.08,194.9,28.23,,,
2342 茂矽,2022/6/30,35.7647,2,"5,950",1.08,6.69,"170,030","574,967","67,135","102,895",29.57,17.9,11.68,20.21,51.02,73.08,9.54,27.53,365.16,333.61,38.85,,,
2344 華邦電,2022/6/30,21.7,2,"86,366",1.29,4.61,"12,888,155","26,646,696","7,088,804","5,799,351",48.37,21.76,26.6,5.6,20.98,25.47,0.5,-8.02,162.49,117.1,47.52,,,
2351 順德,2022/6/30,123.2499,2,"23,769",1.54,4,"597,516","3,086,298","239,710","357,806",19.36,11.59,7.77,11.63,6.58,5.16,10.54,20.98,195.48,78.19,52.04,,,
2363 矽統,2022/6/30,15.9499,2,"13,084",0.97,-23.8,"2,475","60,089","151,062","-148,587",4.12,-247.28,251.4,0.3,-82.87,-62.89,40.41,-63.99,235.89,211.89,4.37,,,
2369 菱生,2022/6/30,14.9446,2,"6,253",0.25,1.58,"217,927","1,649,308","137,608","80,319",13.21,4.87,8.34,-17.3,-46.56,-67.41,-6.41,-48.71,195.36,141.83,36.31,,,
2379 瑞昱,2022/6/30,333.4344,2,"186,170",9.12,14.1,"15,301,398","30,499,344","10,685,277","4,616,121",50.17,15.14,35.03,18.04,17.47,7.33,2.5,-12.93,135.55,109.22,67.68,,,
2388 威盛,2022/6/30,47.6625,2,"23,713",-0.33,1.39,"830,507","2,289,001","824,838","5,669",36.28,0.25,36.03,41.49,15.44,102.05,3.66,-92.87,288.75,237.01,39.13,,,
2401 凌陽,2022/6/30,28.021,2,"18,263",-0.08,0.41,"1,033,876","1,984,509","771,641","262,259",52.1,13.22,38.88,-5.59,-4.1,-17.14,-6.15,-2.42,238.74,186.72,30.25,,,
2408 南亞科,2022/6/30,47.9068,2,"153,024",2.12,4.59,"7,958,199","18,030,672","2,593,911","5,364,288",44.14,29.75,14.39,-20.35,-16.96,-24.05,-9.6,-14.34,448.35,389.45,15.55,,,
2434 統懋,2022/6/30,30.4,2,"1,125",-0.48,-3.59,"-2,555","26,754","15,620","-18,175",-9.55,-67.93,58.38,-34.14,-127.84,-396.45,23.94,-29.51,184.59,103.63,24.64,,,
2436 偉詮電,2022/6/30,50.9434,2,"9,791",0.18,-4.33,"211,452","663,669","117,753","93,699",31.86,14.12,17.74,-26.55,-21.49,-18.49,-29.94,-44.2,266.45,186.86,36.03,,,
2441 超豐,2022/6/30,57.622,2,"35,496",1.92,4.82,"1,498,035","4,689,880","175,346","1,322,689",31.94,28.2,3.74,-2.57,-7.78,-8.94,-0.5,-3.34,170.28,130.7,27.44,,,
2449 京元電子,2022/6/30,34.9598,2,"48,910",1.65,2.91,"3,715,855","9,928,261","1,010,329","2,705,526",37.43,27.25,10.18,30.68,82.41,154.96,10.51,17.85,134.71,122.74,53.94,,,
2451 創見,2022/6/30,58.5613,2,"29,648",2.67,5.4,"874,275","3,006,488","305,131","569,144",29.08,18.93,10.15,-20.76,-33.62,-42.03,-12.85,8.61,438.11,305.57,20.01,,,
2454 聯發科,2022/6/30,587.965,2,"1,040,998",22.39,9.4,"76,764,285","155,729,821","37,583,322","39,180,963",49.29,25.16,24.13,23.94,32.26,35.88,9.12,7.44,132.26,101.48,46.25,,,
2458 義隆,2022/6/30,116.7364,2,"42,391",2.75,6.44,"1,973,520","4,148,548","853,215","1,119,868",47.57,26.99,20.57,-17.62,-21.96,-32.9,1.22,0.64,153.88,116.35,55.1,,,
2481 強茂,2022/6/30,57.3772,2,"24,117",1.49,4.57,"1,131,715","3,485,093","619,160","512,555",32.47,14.71,17.77,-3.27,-1.88,-19.93,-6.22,-15.65,150.51,109.77,52.82,,,
3006 晶豪科,2022/6/30,79.0155,2,"25,411",3.35,7.23,"1,505,820","4,959,233","784,581","721,239",30.36,14.54,15.82,-19.69,-33.49,-55.59,-2.4,-16.16,179.49,106.6,46.85,,,
3014 聯陽,2022/6/30,66.6216,2,"12,838",1.83,1.22,"734,763","1,372,482","355,795","378,968",53.54,27.61,25.92,-25.03,-25.92,-31.92,-14.79,-17.3,186.38,141.65,40.05,,,
3016 嘉晶,2022/6/30,80.0196,2,"24,136",0.74,4.44,"309,744","1,533,692","71,010","238,734",20.2,15.57,4.63,24.2,75.77,110.59,4.15,11.39,288.45,236.92,36.34,,,
3034 聯詠,2022/6/30,228.7354,2,"183,770",13.95,11.07,"14,982,460","31,461,142","4,997,806","9,984,654",47.62,31.74,15.89,-7.77,-12.72,-16.74,-13.83,-24.82,182.52,147.79,57.13,,,
3035 智原,2022/6/30,181.6788,2,"47,473",2.66,1.99,"1,659,535","3,364,742","834,983","824,552",49.32,24.51,24.82,99.35,97.92,273.73,4.92,12.11,186.52,132.8,42.32,,,
3041 揚智,2022/6/30,22.95,2,"4,439",0.17,0.73,"300,397","740,606","236,856","63,541",40.56,8.58,31.98,6.7,11.67,281.77,3.52,152.3,298.92,228.99,19.16,,,
3094 聯傑,2022/6/30,23.7739,2,"2,111",0.22,2.08,"59,139","81,312","39,100","20,039",72.73,24.64,48.09,10.54,17.24,47.89,7.27,6.29,564.93,528.88,17.66,,,
3105 穩懋,2022/6/30,180.1752,2,"81,615",1.52,0.21,"1,600,707","5,297,325","853,473","747,234",30.22,14.11,16.11,-14.49,-27.65,-46.97,-5.35,-18.44,210.35,150.48,51.94,,,
3122 笙泉,2022/6/30,35.796,2,"1,507",0.19,1.29,"49,172","131,009","45,211","3,961",37.53,3.02,34.51,-29.1,-36.28,-82.45,-25.05,-89.97,359.7,264.26,43.98,,,
3141 晶宏,2022/6/30,130.4815,2,"10,134",3.2,9.03,"399,123","766,177","158,071","240,872",52.09,31.44,20.63,34.24,49.61,79.92,4.56,2.22,244.97,134.85,47.59,,,
3169 亞信,2022/6/30,116.193,2,"7,866",1.73,6.59,"207,205","355,044","80,505","126,700",58.36,35.69,22.67,22.98,33.15,53.55,-1.71,-5.01,336.63,295.06,28.3,,,
3178 公準,2022/6/30,57.6984,2,"2,640",1.59,6.49,"112,510","391,322","44,825","67,685",28.75,17.3,11.45,5.94,45.24,110.73,13.62,43.83,133.36,87.44,58.15,,,
3189 景碩,2022/6/30,130.3063,2,"64,245",4.65,6.7,"4,249,263","11,453,611","1,519,576","2,729,687",37.1,23.83,13.27,31.27,79.7,151.41,14.37,31.6,156.92,127.44,45.01,,,
3227 原相,2022/6/30,83.0038,2,"14,122",1.85,-0.98,"880,193","1,589,419","690,905","193,038",55.38,12.15,43.47,-37.65,-40.59,-70.82,14.07,189.72,212.08,168.58,31.77,,,
3228 金麗科,2022/6/30,327.5,2,"22,202",0.15,1.31,"75,145","104,196","68,355","6,790",72.12,6.52,65.6,-49.18,-57.49,-93.21,-41.47,-91.14,443.5,273.44,12.3,,,
3257 虹冠電,2022/6/30,51.5296,2,"4,199",0.57,3.33,"83,082","160,016","52,907","30,175",51.92,18.86,33.06,-52.28,-53.81,-75.88,-19.1,-46.97,944.48,521.66,8.4,,,
3259 鑫創,2022/6/30,20,2,"1,494",-0.28,-3.37,"36,830","97,589","60,394","-23,564",37.74,-24.15,61.89,-44.08,-39.37,-717.99,-15.95,16.77,705.04,201.57,12.96,,,
3260 威剛,2022/6/30,53.6399,2,"16,034",0.14,-2.03,"944,458","8,748,635","786,450","158,008",10.8,1.81,8.99,-17.71,-51.2,-84.7,-10.68,-69.92,131.12,65.06,65.92,,,
3264 欣銓,2022/6/30,33.9817,2,"17,597",1.88,6.18,"1,465,973","3,588,340","378,730","1,087,243",40.85,30.3,10.55,24.89,38.69,47.97,15.56,38.81,140.52,122.98,48.56,,,
3265 台星科,2022/6/30,41.895,2,"6,418",2.3,8.47,"388,039","1,115,414","71,486","316,553",34.79,28.38,6.41,59.01,143.66,217.26,14.83,25.39,302.93,285.86,27.71,,,
3268 海德威,2022/6/30,19.8989,2,707,0.75,4.98,"39,128","380,122","25,341","13,787",10.29,3.63,6.67,-0.86,29.59,29.31,8.23,229.6,262.35,249.32,51.43,,,
3317 尼克森,2022/6/30,57.2103,2,"3,571",2.4,5.94,"242,457","733,158","126,055","116,402",33.07,15.88,17.19,6.13,18.87,10.62,-4.45,-9.91,332.44,267.85,25.42,,,
3372 典範,2022/6/30,12.6024,2,"2,378",0.23,1.87,"46,714","361,945","27,081","19,633",12.91,5.42,7.48,-27.42,-67.1,-82.72,-6.05,-52.85,320.64,237.85,20.15,,,
3374 精材,2022/6/30,125.5116,2,"34,870",2.1,8.84,"821,304","2,136,254","137,422","739,331",38.45,34.61,6.43,40.61,131.29,170.84,27.82,70.89,216.33,192.03,32.02,,,
3413 京鼎,2022/6/30,166.3143,2,"17,252",6.26,5.76,"953,322","3,196,652","340,625","612,697",29.82,19.17,10.66,6.34,16.44,10.1,-6.26,7.6,269.21,192.34,46.92,,,
3438 類比科,2022/6/30,47.2496,2,"2,273",1.26,2.71,"121,763","310,471","85,394","36,369",39.22,11.71,27.5,-26.58,-31.35,-56.3,-12.49,-24.41,255.79,179.5,24.69,,,
3443 創意,2022/6/30,476.6128,2,"64,460",5.67,13.14,"1,892,932","5,380,703","1,061,525","831,407",35.18,15.45,19.73,63.01,80.15,256.15,19.19,31.38,148.1,92.68,63.76,,,
3450 聯鈞,2022/6/30,38.7009,2,"5,973",0.51,2.49,"307,110","1,809,808","157,412","149,698",16.97,8.27,8.7,-1.73,-33.46,-52.66,8.68,-17.73,146.46,118.5,43.76,,,
3527 聚積,2022/6/30,107.4341,2,"5,333",3.09,5.09,"391,851","798,673","248,179","143,672",49.06,17.99,31.07,-3.27,20.32,11.05,8.63,8.86,280.92,198.28,32.07,,,
3529 力旺,2022/6/30,"1,024.87",2,"78,792",5.48,15.96,"796,292","796,292","336,197","460,095",100,57.78,42.22,47.08,47.08,62.74,9.52,11.33,195.15,192.46,44.33,,,
3530 晶相光,2022/6/30,84.6901,2,"6,918",0.79,2.28,"181,718","572,929","97,692","84,026",31.72,14.67,17.05,-47.25,-58.15,-72.1,-16.01,-24.76,363.42,95.66,25.09,,,
3532 台勝科,2022/6/30,166.0277,2,"68,455",3.3,5.68,"1,576,298","4,050,051","241,327","1,334,971",38.92,32.96,5.96,41.74,197.06,251.8,8.34,17.52,524.27,440.4,31.75,,,
3545 敦泰,2022/6/30,74.7679,2,"19,494",0.44,1.1,"1,126,985","3,327,292","1,104,588","22,397",33.87,0.67,33.2,-42.36,-61.24,-98.9,-14.52,-96.67,203.6,78.97,55.62,,,
3555 重鵬,2022/6/30,35.95,2,926,-1.97,-20.58,"1,342","4,893","10,432","-9,090",27.43,-185.78,213.2,7.33,170.56,2.72,-47.55,-18.53,294.26,288.82,33.78,,,
3556 禾瑞亞,2022/6/30,57.5143,2,"4,251",1.53,7.67,"214,774","405,152","104,256","110,518",53.01,27.28,25.73,-11.68,-15.56,-24.35,-15.33,-28.77,260.75,192.13,37.9,,,
3567 逸昌,2022/6/30,27.0656,2,"1,080",0.8,4.61,"43,217","104,368","12,503","30,714",41.41,29.43,11.98,-4.25,-0.99,2.69,-3.85,-4.23,127.21,124.39,29.28,,,
3581 博磊,2022/6/30,19.879,2,"1,099",0,0.77,"135,882","360,250","98,389","37,493",37.72,10.41,27.31,14,11.08,-23.3,1.99,-10.57,172.13,103.4,52.7,,,
3583 辛耘,2022/6/30,69.4173,2,"5,761",1.89,3.88,"510,688","1,382,784","338,376","172,800",36.93,12.5,24.47,38,16.59,-3.01,10.24,33.85,112.56,45.53,70.75,,,
3588 通嘉,2022/6/30,69.9645,2,"4,330",1.01,3.09,"201,279","481,412","131,493","69,786",41.81,14.5,27.31,-6.69,-3.47,-23.3,-12.26,-25.26,265.07,137.85,29.05,,,
3592 瑞鼎,2022/6/30,267.0013,2,"26,360",17.85,11.3,"3,000,132","7,024,211","1,842,390","1,157,742",42.71,16.48,26.23,12.75,13.59,-13.28,-8.75,-24.5,178.68,131.77,57.17,,,
3661 世芯-KY,2022/6/30,685.6484,2,"49,591",6.01,6.95,"1,029,299","2,974,640","460,042","569,257",34.6,19.14,15.47,9.11,11.03,16.59,13.66,3.97,293.41,206.78,31.12,,,
3675 德微,2022/6/30,221.1797,2,"10,241",2.85,9.61,"216,137","578,715","94,883","121,254",37.35,20.95,16.4,11.54,28.46,44.81,9.51,28.31,115.65,85.95,61.42,,,
3680 家登,2022/6/30,208.7837,2,"17,997",3.38,2.28,"529,359","1,066,043","288,566","240,793",49.66,22.59,27.07,76.3,137.06,296.99,3.96,-0.09,193.89,136.53,54.42,,,
3686 達能,2022/6/30,19.6498,2,"1,504",-0.07,-1.09,-225,"7,452","7,591","-7,816",-3.02,-104.88,101.87,-87.84,-275.78,18.84,-62.89,16.35,"10,133.23","10,122.30",1.24,,,
3707 漢磊,2022/6/30,110.2825,2,"37,319",0.68,4.38,"471,940","2,252,981","148,334","323,606",20.95,14.36,6.58,29.27,105.78,202.09,6.91,3.55,302.67,237.28,41.38,,,
3711 日月光投控,2022/6/30,70.9117,2,"333,098",3.69,5.53,"34,387,560","160,439,020","13,782,006","20,605,554",21.43,12.84,8.59,26.4,38.64,56.41,11.11,27.88,117.96,78.07,60.97,,,
4919 新唐,2022/6/30,123.8859,2,"57,088",3.24,4.95,"4,689,365","11,180,422","3,389,791","1,299,574",41.94,11.62,30.32,5.33,7.99,41.92,4.27,-9.87,198.92,135.88,57.93,,,
4923 力士,2022/6/30,45.6716,2,"1,635",2.41,8.18,"117,107","332,533","43,844","73,263",35.22,22.03,13.18,14.25,47.42,55.32,5.02,29.01,325.46,233.25,31.6,,,
4945 陞達科技,2022/6/30,61.3788,2,"1,926",1.48,6.71,"85,589","177,146","39,591","45,998",48.32,25.97,22.35,36.89,45.46,71.44,-1.04,1.01,523.93,426.08,19.16,,,
4952 凌通,2022/6/30,54.2168,2,"6,464",2,8.24,"473,942","1,019,027","232,734","241,208",46.51,23.67,22.84,7.51,13.48,14.21,4.93,0.92,211.16,159.61,41.95,,,
4961 天鈺,2022/6/30,110.7603,2,"25,184",4.04,4.92,"2,037,607","5,397,191","882,281","1,155,326",37.75,21.41,16.35,-8.05,-26.43,-48.06,-9.47,-40.2,253.38,207.3,34.44,,,
4966 譜瑞-KY,2022/6/30,"1,102.29",2,"93,430",22.51,13.58,"3,015,494","6,383,951","1,058,740","1,956,754",47.24,30.65,16.58,30.19,29.09,39.33,8.24,7.74,305.97,239.46,24.53,,,
4967 十銓,2022/6/30,34.0574,2,"2,755",-0.26,-1.29,"98,388","1,568,627","152,972","-54,584",6.27,-3.48,9.75,-19.77,-68.16,-138.51,-7.99,-439.22,518.81,275.8,25.91,,,
4968 立積,2022/6/30,153.376,2,"13,978",0.43,1.68,"276,237","876,461","269,768","6,469",31.52,0.74,30.78,-49.48,-50.11,-97.77,1.6,121.57,212.97,148.15,42.72,,,
4971 IET-KY,2022/6/30,65.893,2,"2,548",1.65,7.69,"111,695","250,890","44,755","66,940",44.52,26.68,17.84,32.47,78.1,187.21,14.07,26.47,429.54,327.16,9.93,,,
4973 廣穎,2022/6/30,18.4438,2,"1,257",-0.17,-15.05,"112,364","915,660","144,610","-32,246",12.27,-3.52,15.79,-13.19,-9.54,-350.77,-15.61,-435.69,201.18,90.5,32.29,,,
4991 環宇-KY,2022/6/30,33.5,2,"3,720",-1.39,-2.24,"94,121","339,759","102,555","-8,434",27.7,-2.48,30.18,10.47,20.65,70.37,14.21,44.67,713.55,520.73,12.92,,,
5222 全訊,2022/6/30,128.412,2,"8,852",0.2,0.76,"145,384","281,168","47,579","97,805",51.71,34.79,16.92,23.69,11.35,21.45,49.13,83.12,698.21,476.77,13.8,,,
5236 凌陽創新,2022/6/30,83.6721,2,"5,236",2.14,5.38,"288,990","453,972","142,000","146,990",63.66,32.38,31.28,-30.27,-29.83,-37,-14.57,-24.88,307.85,279.47,32.58,,,
5269 祥碩,2022/6/30,"1,062.71",2,"77,175",10.26,-4.36,"764,494","1,439,749","363,717","400,620",53.1,27.83,25.26,-2.17,-3.95,-17.86,-1.61,-4.23,181.53,113.92,20.1,,,
5272 笙科,2022/6/30,35.2853,2,"2,026",0.5,-0.48,"96,961","170,877","78,933","18,028",56.74,10.55,46.19,16.59,24.38,-6.3,-3.08,-24.41,351.27,229.28,20.3,,,
5274 信驊,2022/6/30,"1,868.04",2,"71,902",14.9,17.47,"928,983","1,425,332","234,738","694,245",65.18,48.71,16.47,55.53,55.28,69.65,23.78,27.26,210.68,198.84,40.96,,,
5285 界霖,2022/6/30,82.7559,2,"9,327",1.69,4.51,"305,863","1,682,483","130,295","175,568",18.18,10.44,7.74,2.66,-4.88,-14.83,5.02,47.19,254,148.55,51.85,,,
5299 杰力,2022/6/30,122.3242,2,"5,091",4.97,11.71,"314,824","751,652","102,476","212,348",41.88,28.25,13.63,7.17,2.36,-4.29,2.18,-3.41,170.52,59.07,49.97,,,
